system:index,altitude,carbon_density,distance_any,distance_buffer,distance_dep,distance_nac,distance_parks,distance_vec,distance_villages,landform,latitude,latitude_209564535,longitude,longitude_209564535,mined,offset,price_after,price_before,price_dif,scale,slope,type,type_prev,year,.geo
1688,353,18.721375,14360,0,14437,23793,3653,10790,6397,21,-12.972121860327952,,-70.66462435233599,,0,-109.5,1571.5,1224.5,347.0,79.8,1.0423396,0,1.0,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.66506699656837,-12.972510563309102]}"
1689,240,11.069001,28046,27968,43358,28046,41965,19236,4109,21,-12.625372160657816,,-69.98998957396223,,0,-41.5,1571.5,1224.5,347.0,47.8,2.419572,0,2.0,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.99031544331794,-12.624957933447174]}"
1690,382,23.748503,1184,354,4037,1184,6702,598,4183,31,-13.071834856865218,,-70.3430274806212,,0,-8.5,1571.5,1224.5,347.0,8.7,9.533768,0,1.0,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.34289213733923,-13.072009855677564]}"
1691,309,16.006119,17744,0,17744,28842,6404,2708,15448,24,-12.836476252425904,,-70.57119956278756,,0,7.5,1571.5,1224.5,347.0,34.7,1.0581627,0,1.0,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.57158523749179,-12.836682958550627]}"
1692,306,1.1125998,10572,622,10572,27407,4579,1013,6112,34,-12.9191212585649,,-70.5918608143223,,0,-6.5,1571.5,1224.5,347.0,10.0,3.968714,0,1.0,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.59145248639685,-12.919276067782341]}"
1693,308,2.6352215,12492,1279,12492,23991,7284,1100,12367,21,-12.878697070779522,,-70.54425010426397,,0,5.0,1571.5,1224.5,347.0,57.8,1.426841,0,1.0,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.54420573544752,-12.878880537521566]}"
1694,295,5.7012873,16963,0,16963,29238,10678,2510,19800,41,-12.801441956345242,,-70.54963999596869,,0,36.5,1571.5,1224.5,347.0,27.1,0.92740995,0,1.0,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.54926213855445,-12.801831346414064]}"
1695,325,23.992407,12463,0,12463,29155,2757,2881,6446,41,-12.914629682144302,,-70.61342038114118,,0,-147.5,1571.5,1224.5,347.0,101.8,5.6304646,0,1.0,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.61381701283652,-12.914799865667534]}"
1696,539,12.070983,5230,13985,5336,14535,17909,3307,5426,21,-13.046682028909872,,-70.52987705971806,,0,-5.5,1571.5,1224.5,347.0,24.8,13.005737,0,1.0,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.52947496359327,-13.046836522833077]}"
1697,301,65.79322,1760,0,12449,1760,20377,6177,21123,21,-12.947867347656725,,-70.25050100635688,,0,3.5,1571.5,1224.5,347.0,24.0,2.1163661,0,2.0,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.25069482643211,-12.94798134599574]}"
1698,285,37.985947,492,4864,492,32187,9645,1245,4495,21,-12.65411824974964,,-70.41399438806664,,0,-19.5,1571.5,1224.5,347.0,12.5,1.7004839,0,2.0,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.41413725721,-12.65369602701121]}"
1699,446,38.533176,3106,0,6142,3106,7375,1244,6279,31,-13.067343280444621,,-70.32146791380234,,0,9.0,1571.5,1224.5,347.0,20.6,15.53252,0,1.0,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.32156539652173,-13.067509173402033]}"
1700,236,7.2096124,11896,11857,31068,11896,25383,5283,4560,41,-12.781679020094613,,-70.09239751635185,,0,-43.5,1571.5,1224.5,347.0,28.9,1.8543341,0,1.0,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.09207094977448,-12.781339324754189]}"
1701,298,7.3376684,17576,0,17576,28815,9982,2106,18897,34,-12.809526793902318,,-70.55143662653693,,0,80.0,1571.5,1224.5,347.0,4.2,0.46373534,0,1.0,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.55124121474816,-12.80914197161243]}"
1702,463,31.890583,2817,8638,2817,8638,13579,2460,3193,21,-13.059258442887545,,-70.439147216022,,0,-11.0,1571.5,1224.5,347.0,37.6,7.6361423,0,1.0,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.43937046952963,-13.059286254710404]}"
1703,529,14.025834,4651,12851,4739,15374,16935,3427,4857,21,-13.041292137205154,,-70.53886021255926,,0,-70.5,1571.5,1224.5,347.0,45.3,15.73317,0,1.0,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.5391240695882,-13.04162667091101]}"
1704,523,30.739061,6802,6305,6897,18317,11234,7459,3479,11,-13.013444363397449,,-70.59635239074291,,0,-11.5,1571.5,1224.5,347.0,12.9,4.72342,0,1.0,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.59647906705149,-13.01388960618521]}"
1705,410,22.859142,8468,3653,8564,20302,8573,9284,2583,21,-12.99547805771506,,-70.61342038114118,,0,-7.0,1571.5,1224.5,347.0,25.2,17.454031,0,1.0,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.61350617031263,-12.995343741955532]}"
1706,337,19.23565,14683,0,14752,24766,2757,10290,6585,31,-12.963138707486756,,-70.66552266762011,,0,-15.0,1571.5,1224.5,347.0,9.0,4.3987412,0,1.0,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.66583153318012,-12.962743247660285]}"
1707,328,0.8566884,10289,907,10359,22780,5845,8137,2265,31,-12.97391849089619,,-70.62689511040297,,0,26.5,1571.5,1224.5,347.0,3.8,2.7802885,0,1.0,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.6269149970618,-12.973565477713315]}"
1708,426,3.6187518,1880,10518,1880,10458,15573,4527,2840,21,-13.041292137205154,,-70.44813036886319,,0,-50.5,1571.5,1224.5,347.0,56.2,8.494602,0,1.0,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.4483948431424,-13.041336527272376]}"
1709,320,2.883234,10955,196,11020,23523,5012,7855,2818,31,-12.967630283907354,,-70.63138668682356,,0,-47.5,1571.5,1224.5,347.0,43.4,1.9028256,0,1.0,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.63130019979693,-12.967572001202036]}"
1710,345,50.349834,12180,0,12181,28572,3169,3206,5890,21,-12.92001957384902,,-70.61521701170942,,0,-136.0,1571.5,1224.5,347.0,88.7,3.3672,0,1.0,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.61523407902803,-12.920214819624348]}"
1711,272,17.61875,11715,0,30983,11715,2244,15669,14284,24,-13.019732570386287,,-70.09599077748832,,0,-152.5,1571.5,1224.5,347.0,100.7,2.3567355,0,2.0,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.09642398851803,-13.019468719062424]}"
1712,246,6.8786097,13099,14183,13099,32797,24918,4707,3594,21,-12.612795746680144,,-70.26577236618692,,0,-41.0,1571.5,1224.5,347.0,43.1,5.954415,0,2.0,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.26561448802288,-12.612402847934064]}"
1713,269,54.42193,11802,0,11802,34338,7134,139,14109,42,-12.699034013955616,,-70.51909727630863,,0,29.5,1571.5,1224.5,347.0,12.9,1.3909631,0,2.0,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.5188024148957,-12.698681509134754]}"
1714,429,102.47613,6287,8642,6362,16130,12464,6582,5945,21,-13.035003930216318,,-70.58018271562875,,0,-16.5,1571.5,1224.5,347.0,15.6,5.3593926,0,1.0,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.57974324157321,-13.03514470455894]}"
1715,244,57.484764,13171,13994,13161,34664,25011,5380,3769,21,-12.595727756281873,,-70.26577236618692,,0,4.0,1571.5,1224.5,347.0,6.0,3.2772338,0,2.0,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.26553461187518,-12.596129464571598]}"
1716,234,37.92496,13130,13168,44625,13130,25920,7970,1693,21,-12.771797551969298,,-69.96843000714335,,0,-21.5,1571.5,1224.5,347.0,12.9,5.629022,0,1.0,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.96822336833935,-12.772057843301903]}"
1717,307,7.297522,10207,695,10207,27546,5011,1760,5371,31,-12.925409465553736,,-70.59455576017467,,0,-55.0,1571.5,1224.5,347.0,41.9,3.4005377,0,1.0,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.59453474630165,-12.925765779087238]}"
1718,381,5.649268,2605,5448,4531,2605,13775,5612,6075,21,-13.01164773282921,,-70.37267188499715,,0,-14.5,1571.5,1224.5,347.0,56.8,5.401265,0,1.0,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.37299134356947,-13.011642989857878]}"
1719,302,82.24335,11363,6088,11363,23219,15676,2722,20895,31,-12.813120055038796,,-70.48406298022796,,0,-6.5,1571.5,1224.5,347.0,42.0,1.4699571,0,2.0,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.4838348545348,-12.813056143996238]}"
1720,465,10.674672,4020,12158,4020,12158,17231,3565,4064,21,-13.05027529004635,,-70.47328319681853,,0,13.5,1571.5,1224.5,347.0,15.8,12.380721,0,1.0,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.47306545326897,-13.050146928084825]}"
1721,262,23.908205,1197,0,32192,1197,11536,4250,1463,24,-12.905646529303107,,-70.06454974254414,,0,-136.0,1571.5,1224.5,347.0,87.3,1.0583996,0,2.0,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.06468052519283,-12.905408986852605]}"
1722,461,10.64866,4886,12205,4886,12205,17395,3828,4845,31,-13.056563497035187,,-70.47867308852325,,0,24.0,1571.5,1224.5,347.0,-5.1,12.734584,0,1.0,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.47863636711224,-13.056623922982512]}"
1723,250,17.57191,11467,0,42201,11467,749,14938,12011,41,-13.001766264703896,,-69.98370136697339,,0,-108.5,1571.5,1224.5,347.0,77.5,0.6644894,0,2.0,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.98404439769357,-13.002017295874971]}"
1724,257,17.002668,5275,0,34209,5275,7642,7154,5097,34,-12.941579140667887,,-70.04748175214587,,0,-129.0,1571.5,1224.5,347.0,83.2,1.9026306,0,2.0,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.04741166779822,-12.94155392032025]}"
1725,263,14.454423,3674,0,30913,3674,8522,7670,4933,34,-12.93529093367905,,-70.07712615652181,,0,-42.5,1571.5,1224.5,347.0,29.9,3.1241665,0,2.0,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.07752833115012,-12.935463964333922]}"
1726,248,23.654325,13960,14000,45053,13960,26722,8520,2076,21,-12.764611029696342,,-69.965735061291,,0,-13.0,1571.5,1224.5,347.0,12.7,2.8506267,0,1.0,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.96543200278123,-12.764744279431241]}"
1727,287,24.05843,4360,2704,4360,32309,7744,3165,7939,24,-12.668491294295553,,-70.44633373829494,,0,-44.5,1571.5,1224.5,347.0,39.8,3.734989,0,2.0,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.4459807585101,-12.668170359117802]}"
1728,279,18.738043,9133,716,9133,29110,12566,3259,17638,21,-12.743051462877474,,-70.49574107892151,,0,88.5,1571.5,1224.5,347.0,6.4,1.7009015,0,2.0,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.49558402893005,-12.743290691052472]}"
1729,280,23.107698,11676,2365,11676,28414,14647,1537,21070,31,-12.770899236685178,,-70.51101243875155,,0,32.5,1571.5,1224.5,347.0,26.6,2.1151602,0,1.0,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.51094463206663,-12.771137091352703]}"
1730,249,2.405958,12604,0,45028,12604,295,17916,13721,21,-13.021529200954525,,-69.96214180015453,,0,28.5,1571.5,1224.5,347.0,42.3,1.7022325,0,2.0,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.96254316125622,-13.021356395063602]}"
1731,297,54.230465,3936,0,17092,3936,16388,4331,17717,21,-12.951460608793202,,-70.20738187271915,,0,-57.5,1571.5,1224.5,347.0,46.3,6.922303,0,2.0,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.20729725228406,-12.951711920096768]}"
1732,319,9.50856,11602,0,11632,26385,4106,5257,4102,31,-12.940680825383769,,-70.62509847983473,,0,-52.0,1571.5,1224.5,347.0,73.8,4.299422,0,1.0,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.62476666308012,-12.940765683610866]}"
1733,246,10.154785,196,220,40242,196,13242,5253,907,21,-12.887680223620716,,-69.99178620453047,,0,95.0,1571.5,1224.5,347.0,9.0,2.4219906,0,2.0,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.9913390873533,-12.888066284020674]}"
1734,259,15.980588,5617,0,34052,5617,7227,7572,5456,34,-12.945172401804365,,-70.04927838271412,,0,-149.0,1571.5,1224.5,347.0,97.7,2.720874,0,2.0,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.04908676393435,-12.945344568501618]}"
1735,342,11.70873,12040,0,12042,28470,3301,3145,5777,21,-12.92091788913314,,-70.6143186964253,,0,-151.5,1571.5,1224.5,347.0,100.9,2.720801,0,1.0,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.61440647528848,-12.920491122462556]}"
1736,250,42.032505,20218,21340,20218,31920,32014,1871,2468,21,-12.621778899521338,,-70.20109366573031,,0,-17.5,1571.5,1224.5,347.0,18.5,4.0482264,0,2.0,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.20131081624993,-12.621650528980117]}"
1737,337,19.23565,14683,0,14752,24766,2757,10290,6585,31,-12.963138707486756,,-70.66552266762011,,0,-23.0,1571.5,1224.5,347.0,13.8,4.3987412,0,1.0,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.6658333369367,-12.963014414590413]}"
1738,253,6.9181256,2961,2926,36998,2961,17546,1185,5460,42,-12.851747612255936,,-70.025922185327,,0,-111.5,1571.5,1224.5,347.0,100.9,6.176922,0,2.0,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.02602785587911,-12.851585840821828]}"
1739,370,1.5241522,12519,0,12540,27589,3140,4887,5282,21,-12.929901041974334,,-70.62779342568709,,0,-192.5,1571.5,1224.5,347.0,126.5,3.1725645,0,1.0,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.62773924006926,-12.930170982174005]}"
1740,208,12.19346,22648,22664,59430,22648,32987,10582,2584,41,-12.670287924863793,,-69.8462591285031,,0,-6.5,1571.5,1224.5,347.0,4.7,4.5766034,0,2.0,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.84628408505982,-12.669940437493851]}"
1741,304,19.201918,14554,0,14554,27251,4422,1673,12109,34,-12.867917287370087,,-70.57209787807167,,0,-171.5,1571.5,1224.5,347.0,123.7,2.7206435,0,1.0,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.57205561879671,-12.867867218374364]}"
1742,303,12.220671,11966,928,11966,24227,6705,630,11467,31,-12.884985277768358,,-70.54963999596869,,0,-100.0,1571.5,1224.5,347.0,75.1,5.428263,0,1.0,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.54949757751393,-12.885357944611288]}"
1743,267,35.270184,8070,0,27763,8070,6130,11623,12146,31,-12.988291535442103,,-70.11665202902309,,0,13.0,1571.5,1224.5,347.0,31.7,2.356543,0,2.0,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.11675531163009,-12.988461201817453]}"
1744,263,26.623749,5749,0,31345,5749,6469,9376,6753,24,-12.954155554645562,,-70.07532952595358,,0,-149.5,1571.5,1224.5,347.0,103.5,3.400814,0,2.0,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.07539751408794,-12.954459511626048]}"
1745,255,26.771692,2055,1993,34729,2055,16678,969,4178,24,-12.858934134528893,,-70.04568512157763,,0,-32.0,1571.5,1224.5,347.0,37.1,1.8543341,0,2.0,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.04568641132194,-12.859103085301253]}"
1746,303,2.5001009,11921,696,11921,24596,6229,492,11040,21,-12.886781908336598,,-70.55413157238928,,0,-123.0,1571.5,1224.5,347.0,92.6,0.46373534,0,1.0,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.55420840520293,-12.88722837700195]}"
1747,478,27.051102,3478,8699,3478,8699,13700,2436,3877,21,-13.063750019308143,,-70.44363879244258,,0,-18.5,1571.5,1224.5,347.0,20.8,13.731974,0,1.0,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.44382167942632,-13.063600677842045]}"
1748,292,6.8655243,1060,0,13839,1060,20479,4441,19628,42,-12.923612834985498,,-70.23253470067449,,0,-103.0,1571.5,1224.5,347.0,76.5,5.5676575,0,2.0,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.23232303728906,-12.923387280294142]}"
1749,317,17.533558,13235,0,13235,26729,4134,696,10680,21,-12.88139201663188,,-70.57299619335579,,0,-24.5,1571.5,1224.5,347.0,50.8,1.469999,0,1.0,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.57297106136744,-12.88169248900522]}"
1750,269,14.03122,6945,0,29816,6945,5380,12207,9507,21,-12.97391849089619,,-70.09329583163597,,0,-153.5,1571.5,1224.5,347.0,103.1,0.46373534,0,2.0,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.09318294450863,-12.974185840042914]}"
1751,268,3.8660862,7018,0,30008,7018,5256,12111,9423,21,-12.97391849089619,,-70.09149920106773,,0,-211.5,1571.5,1224.5,347.0,139.5,1.0586338,0,2.0,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.09124578515912,-12.973922734278055]}"
1752,289,11.018414,5152,2773,5152,32308,7624,3643,8711,24,-12.672084555432031,,-70.45262194528378,,0,-52.0,1571.5,1224.5,347.0,44.2,2.1144989,0,2.0,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.4526309650361,-12.671931053177106]}"
1753,246,14.239692,811,0,45278,811,11548,10800,1502,41,-12.908341475155465,,-69.94507380975625,,0,-46.0,1571.5,1224.5,347.0,34.0,1.958002,0,2.0,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.94524260330856,-12.908580529571084]}"
1754,258,33.07708,1294,1245,36168,1294,16069,709,4197,24,-12.866120656801847,,-70.03131207703173,,0,22.5,1571.5,1224.5,347.0,32.0,1.0582649,0,2.0,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.03161534963701,-12.86593990311797]}"
1755,248,11.225629,10924,0,46736,10924,1672,17995,12536,41,-13.01074941754509,,-69.94327717918802,,0,-88.0,1571.5,1224.5,347.0,55.5,3.4013581,0,2.0,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.94369008069012,-13.01030452508923]}"
1756,307,4.3367534,11853,787,11853,25407,5231,696,10081,21,-12.891273484757194,,-70.5640130405146,,0,-26.0,1571.5,1224.5,347.0,60.3,4.3313246,0,1.0,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.56390666864446,-12.89096731097031]}"
1757,400,8.635283,1294,15536,1294,14906,19554,405,1933,31,-13.008952786976852,,-70.4858596107962,,0,-22.0,1571.5,1224.5,347.0,18.4,3.359991,0,1.0,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.48582025297988,-13.00885184553509]}"
1758,264,59.41854,11706,0,32055,11706,1462,16182,13676,24,-13.017037624533927,,-70.08521099407889,,0,-44.5,1571.5,1224.5,347.0,32.0,3.605862,0,2.0,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.08534862934593,-13.017074171138638]}"
1759,298,26.716797,12011,6900,12011,19983,14617,6303,17064,41,-12.850849296971816,,-70.48046971909149,,0,-2.0,1571.5,1224.5,347.0,7.6,2.3769321,0,2.0,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.48073919578304,-12.8507707646554]}"
1760,249,4.8301806,3238,3206,37323,3238,17709,1505,5470,42,-12.849950981687696,,-70.02322723947465,,0,-37.5,1571.5,1224.5,347.0,109.9,4.7034497,0,2.0,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.02298043550783,-12.84997026214217]}"
1761,285,20.311789,9217,2086,9217,27481,14481,2616,18843,21,-12.760119453275745,,-70.49124950250092,,0,-5.5,1571.5,1224.5,347.0,45.6,1.914241,0,1.0,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.49126052351664,-12.759858490098962]}"
1762,317,25.277912,2322,0,11582,2322,20199,5492,19631,31,-12.9559521852138,,-70.26217910505044,,0,-10.5,1571.5,1224.5,347.0,7.4,4.4937983,0,2.0,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.26179669275771,-12.956064530677628]}"
1763,254,0.6741327,5636,0,34150,5636,7239,7558,5470,41,-12.945172401804365,,-70.04838006743,,0,-154.5,1571.5,1224.5,347.0,102.9,1.3286449,0,2.0,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.04825600978619,-12.945076668303281]}"
1764,261,2.0584474,6022,0,31861,6022,6159,9357,6803,34,-12.9559521852138,,-70.07083794953299,,0,-209.0,1571.5,1224.5,347.0,129.2,2.5048475,0,2.0,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.07097854029975,-12.955833910076217]}"
1765,265,51.227383,6598,0,6499,36447,3469,2479,8720,21,-12.641541835771967,,-70.47507982738676,,0,-7.0,1571.5,1224.5,347.0,8.4,0.92740995,0,2.0,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.47510466260348,-12.641432190726919]}"
1766,302,23.227596,18248,0,18248,28003,8286,1419,16874,24,-12.827493099584709,,-70.55592820295753,,0,-8.5,1571.5,1224.5,347.0,45.5,0.95114297,0,1.0,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.55605382973816,-12.827825989537015]}"
1767,221,28.235258,11862,11831,41355,11862,25568,4800,4664,41,-12.775390813105776,,-69.9980744115193,,0,-14.5,1571.5,1224.5,347.0,8.7,6.9383006,0,2.0,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.99836002796982,-12.775471842954103]}"
1768,432,50.001633,5677,0,7279,5677,5835,139,7398,41,-13.084411270842892,,-70.30260329283583,,0,102.5,1571.5,1224.5,347.0,-4.4,4.8604097,0,1.0,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.30284007958663,-13.084148455894443]}"
1769,285,11.6310425,3941,0,17855,3941,15805,4111,16980,41,-12.951460608793202,,-70.2001953504462,,0,-82.5,1571.5,1224.5,347.0,63.4,0.66442007,0,2.0,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.200382642952,-12.95147263321473]}"
1770,304,6.2646866,12175,1060,12175,24084,6989,793,11876,31,-12.882290331916,,-70.54694505011634,,0,-153.5,1571.5,1224.5,347.0,113.9,4.3983293,0,1.0,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.54671674174115,-12.882662443989851]}"
1771,284,18.74556,3936,0,17664,3936,15949,4153,17164,41,-12.951460608793202,,-70.20199198101443,,0,-83.0,1571.5,1224.5,347.0,68.6,0.95161366,0,2.0,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.20204313788189,-12.951736207970832]}"
1772,233,66.168564,8691,8612,34936,8691,23236,696,709,41,-12.798747010492884,,-70.05376995913471,,0,-48.5,1571.5,1224.5,347.0,29.1,3.8242538,0,2.0,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.05372687876852,-12.798312388508823]}"
1773,336,69.26763,9187,1602,9187,26691,6025,2936,4171,21,-12.93708756424729,,-70.59365744489054,,0,-110.0,1571.5,1224.5,347.0,72.0,0.6644011,0,1.0,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.59405241968521,-12.936887425598448]}"
1774,281,25.4088,2485,3090,2485,32679,8059,1677,6058,34,-12.65771151088612,,-70.43285900903315,,0,-93.5,1571.5,1224.5,347.0,69.7,0.66402394,0,2.0,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.43321812892096,-12.657933400618244]}"
1775,274,13.531129,9888,0,9888,33014,7938,1321,14122,24,-12.699034013955616,,-70.50113097062624,,0,-58.0,1571.5,1224.5,347.0,55.7,1.469888,0,2.0,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.5011274422881,-12.699324470087564]}"
1776,328,4.0262036,12942,0,12942,27201,3416,835,9777,21,-12.887680223620716,,-70.58018271562875,,0,-56.0,1571.5,1224.5,347.0,70.8,3.979768,0,1.0,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.58046988393224,-12.887342339592]}"
1777,509,14.424369,4564,12712,4651,15498,16841,3415,4773,31,-13.040393821921036,,-70.53975852784338,,0,-110.5,1571.5,1224.5,347.0,70.8,8.368971,0,1.0,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.5393905989933,-13.03999793359685]}"
1778,265,19.722273,4244,574,4165,34850,5476,793,7180,21,-12.646033412192565,,-70.4535202605679,,0,23.0,1571.5,1224.5,347.0,-0.3,9.849917,0,2.0,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.4535898477752,-12.646160951211314]}"
1779,390,83.094734,14856,0,14943,22875,4406,12073,7168,21,-12.982901643737385,,-70.67091255932482,,0,-52.0,1571.5,1224.5,347.0,41.5,6.578028,0,1.0,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.67122243977131,-12.983318197924921]}"
1780,303,1.7633735,14114,0,14114,26903,4517,1371,11799,31,-12.871510548506565,,-70.57030124750344,,0,-89.0,1571.5,1224.5,347.0,96.2,1.9577274,0,1.0,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.57042255406418,-12.871944883258308]}"
1781,266,16.805012,6824,0,30901,6824,5376,10916,8282,34,-12.966731968623234,,-70.08161773294242,,0,-216.0,1571.5,1224.5,347.0,140.6,1.9028214,0,2.0,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.08125886250897,-12.966912229269923]}"
1782,301,3.8716588,14224,2244,14187,23676,9001,2076,14825,21,-12.86073076509713,,-70.53077537500218,,0,-28.0,1571.5,1224.5,347.0,42.2,1.4699864,0,1.0,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.53055289183042,-12.86106170183094]}"
1783,304,62.04086,3543,0,15374,3543,17922,4879,19175,31,-12.947867347656725,,-70.22265323254918,,0,1.0,1571.5,1224.5,347.0,21.7,2.7208824,0,2.0,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.22276448263692,-12.947842633333467]}"
1784,362,9.606177,11407,2185,11504,18317,6778,12096,5983,31,-13.017037624533927,,-70.63857320909652,,0,-9.5,1571.5,1224.5,347.0,10.7,0.46373534,0,1.0,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.63881105080667,-13.016608624406516]}"
1785,298,0.81820655,14066,0,14066,31807,11933,98,20608,24,-12.756526192139265,,-70.53886021255926,,0,170.0,1571.5,1224.5,347.0,-32.9,1.0421526,0,2.0,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.53876541580406,-12.756874134876057]}"
