system:index,altitude,carbon_density,distance_any,distance_buffer,distance_dep,distance_nac,distance_parks,distance_vec,distance_villages,landform,latitude,latitude_209564535,longitude,longitude_209564535,mined,offset,price_after,price_before,price_dif,scale,slope,type,type_prev,year,.geo
26,284,20.500036,9160,2317,9160,27138,14829,2273,18978,24,-12.762814399128104,,-70.48945287193268,,0,-67.0,1571.5,1224.5,347.0,58.1,0.6641646,0,1.0,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.48934553617369,-12.763123729108793]}"
27,279,17.410011,2871,3090,2871,32413,8136,2089,6479,41,-12.661304772022596,,-70.43465563960139,,0,-90.5,1571.5,1224.5,347.0,74.1,0.46373534,0,2.0,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.43489192662723,-12.660907706384936]}"
28,271,70.53485,9174,0,9174,32180,8721,1623,14600,24,-12.704423905660335,,-70.49574107892151,,0,40.5,1571.5,1224.5,347.0,20.6,3.123572,0,2.0,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.49563469243292,-12.704779552527112]}"
29,298,53.640106,15835,530,15835,27940,11625,1003,20038,24,-12.804136902197602,,-70.5361652667069,,0,-25.0,1571.5,1224.5,347.0,31.4,0.0,0,1.0,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.536564157554,-12.80407529876524]}"
30,279,16.317438,630,4453,630,32664,9209,793,4316,41,-12.650524988613164,,-70.416689333919,,0,-74.0,1571.5,1224.5,347.0,46.6,4.7916317,0,2.0,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.41633177525965,-12.650972232202774]}"
31,281,15.12086,10835,0,10835,32237,9467,311,16346,24,-12.719695265490365,,-70.51280906931979,,0,101.5,1571.5,1224.5,347.0,-17.8,0.46373534,0,2.0,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.51284914661636,-12.719598026522618]}"
32,294,9.260926,4035,0,16737,4035,16621,4578,18120,31,-12.952358924077322,,-70.21097513385563,,0,-65.0,1571.5,1224.5,347.0,53.4,3.3789277,0,2.0,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.21089609681427,-12.952508905733838]}"
33,307,5.904379,13637,0,13637,26975,4040,1046,11019,31,-12.877798755495402,,-70.57389450863991,,0,-165.5,1571.5,1224.5,347.0,113.2,1.0583047,0,1.0,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.57349680551243,-12.877350270676658]}"
34,300,4.7254734,14855,0,14855,32314,11701,98,20836,24,-12.757424507423385,,-70.54604673483222,,0,32.0,1571.5,1224.5,347.0,4.8,1.0578954,0,2.0,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.54567405950222,-12.75710501634485]}"
35,251,6.8632555,3145,3112,37306,3145,17611,1489,5385,21,-12.850849296971816,,-70.02322723947465,,0,-58.5,1571.5,1224.5,347.0,116.6,3.6721313,0,2.0,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.02325906946628,-12.850511667008222]}"
36,310,22.14961,17272,0,17272,29564,4594,3259,14079,24,-12.846357720551218,,-70.58467429204936,,0,17.5,1571.5,1224.5,347.0,6.1,0.66427714,0,2.0,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.58436075123663,-12.846640288951711]}"
37,241,19.860369,98,0,36344,98,14062,1419,3308,31,-12.884086962484238,,-70.02771881589524,,0,-38.0,1571.5,1224.5,347.0,52.7,4.3144603,0,2.0,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.02754145089484,-12.88385803812174]}"
38,442,50.36304,2925,10118,2925,10118,15077,3896,3577,31,-13.052071920614589,,-70.45082531471554,,0,-19.5,1571.5,1224.5,347.0,16.7,3.3605595,0,1.0,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.45066776374969,-13.051629475648577]}"
39,253,0.4881018,5027,0,35616,5027,8583,6318,4846,41,-12.93439261839493,,-70.03400702288408,,0,-216.5,1571.5,1224.5,347.0,129.9,2.504817,0,2.0,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.03410996289492,-12.934825933083838]}"
40,274,28.341488,11600,0,30916,11600,2380,15530,14221,24,-13.018834255102167,,-70.09688909277246,,0,-133.0,1571.5,1224.5,347.0,85.7,3.6736205,0,2.0,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.09669702756894,-13.018653856144931]}"
41,250,11.198976,10943,0,46640,10943,1672,17938,12529,42,-13.01074941754509,,-69.94417549447213,,0,-90.0,1571.5,1224.5,347.0,56.9,4.300614,0,2.0,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.94396875377717,-13.010846007579266]}"
42,260,18.293793,3860,0,36637,3860,9728,5355,4398,24,-12.923612834985498,,-70.02412555475877,,0,-117.5,1571.5,1224.5,347.0,70.9,1.8543341,0,2.0,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.02410841666733,-12.92347314310954]}"
43,297,70.87019,14251,1046,14251,28056,13296,405,21642,24,-12.792458803504047,,-70.52628379858159,,0,-11.5,1571.5,1224.5,347.0,32.1,2.3388455,0,1.0,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.52599502455972,-12.792746419043052]}"
44,320,9.631386,11528,0,11562,26100,4245,5519,3903,21,-12.943375771236127,,-70.62599679511885,,0,-52.5,1571.5,1224.5,347.0,69.1,6.1355553,0,1.0,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.62561364548687,-12.943472243285905]}"
45,260,1.3893393,98,98,32837,98,12895,2861,492,21,-12.893070115325434,,-70.05915985083944,,0,-131.5,1571.5,1224.5,347.0,86.9,1.0422704,0,2.0,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.05937347475422,-12.892682187984144]}"
46,286,46.779568,3936,0,15290,3936,17834,5305,19483,42,-12.951460608793202,,-70.22444986311743,,0,37.0,1571.5,1224.5,347.0,-0.9,1.6851218,0,2.0,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.22471606254307,-12.951088188776795]}"
47,251,0.3990152,3609,0,37224,3609,9730,5466,3959,24,-12.922714519701378,,-70.01873566305406,,0,-103.0,1571.5,1224.5,347.0,63.0,0.47578558,0,2.0,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.01829713070421,-12.922410891048237]}"
48,336,7.035498,9368,1370,9430,23077,6418,7262,1217,31,-12.970325229759712,,-70.61701364227766,,0,-63.0,1571.5,1224.5,347.0,37.8,2.378067,0,1.0,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.61721624149514,-12.970371736633401]}"
49,284,13.05096,16469,1185,16469,26760,10577,98,18544,42,-12.819408262027633,,-70.53526695142277,,0,-40.0,1571.5,1224.5,347.0,44.5,4.834095,0,1.0,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.53499976179918,-12.819542651953032]}"
50,296,9.096938,13838,0,13838,26417,4984,880,11881,41,-12.872408863790685,,-70.56580967108285,,0,-45.0,1571.5,1224.5,347.0,47.5,5.630036,0,1.0,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.56600012290254,-12.871971346055187]}"
51,260,55.58179,3801,794,3783,36971,5529,2168,5319,21,-12.61908395366898,,-70.44274047715847,,0,-1.5,1571.5,1224.5,347.0,27.9,6.0286517,0,2.0,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.44266701440566,-12.619099239168616]}"
52,253,20.251978,3938,0,38226,3938,9158,6348,3953,34,-12.927206096121976,,-70.00975251021286,,0,-123.0,1571.5,1224.5,347.0,76.4,0.66438746,0,2.0,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.01002230950151,-12.927596676798771]}"
53,271,2.8499904,9978,0,30779,9978,3169,14645,12386,42,-13.002664579988016,,-70.09239751635185,,0,-54.5,1571.5,1224.5,347.0,72.0,2.9382153,0,2.0,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.09247889094036,-13.002939931234941]}"
54,270,28.636253,8085,0,24282,8085,9098,9266,14406,42,-12.987393220157983,,-70.1498896945355,,0,-6.0,1571.5,1224.5,347.0,9.8,1.3909631,0,2.0,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.15021898201346,-12.98777280666344]}"
55,263,6.4003954,5634,0,33108,5634,6889,8071,5716,34,-12.947867347656725,,-70.05826153555532,,0,-99.5,1571.5,1224.5,347.0,65.4,2.6558774,0,2.0,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.0585005619677,-12.948018927781595]}"
56,505,30.909262,6447,0,8501,6447,6706,1282,8623,21,-13.078123063854054,,-70.29272182471051,,0,-70.0,1571.5,1224.5,347.0,52.2,14.092743,0,1.0,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.29229697820428,-13.078505884738744]}"
57,259,11.682995,1574,1574,40158,1574,14633,4887,2029,21,-12.875103809643043,,-69.9935828350987,,0,-5.0,1571.5,1224.5,347.0,38.6,1.7015285,0,2.0,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.99322423704028,-12.875310529952547]}"
58,400,23.56534,13515,0,13515,29512,1629,2583,8465,21,-12.895765061177793,,-70.6053355435841,,0,-52.5,1571.5,1224.5,347.0,53.3,7.438608,0,1.0,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.60540258076371,-12.89586861822593]}"
59,263,1.6426697,6605,0,29997,6605,5596,11633,8936,34,-12.969426914475592,,-70.09060088578362,,0,-210.5,1571.5,1224.5,347.0,133.0,0.92740995,0,2.0,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.09039835692653,-12.969857722706532]}"
60,306,92.87732,2211,0,13611,2211,19768,5506,20435,24,-12.938884194815529,,-70.2370262770951,,0,-56.0,1571.5,1224.5,347.0,45.0,0.92740995,0,2.0,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.23682448710713,-12.939097087772709]}"
61,258,1.7871104,1409,1371,36558,1409,16009,1060,4390,24,-12.866120656801847,,-70.02771881589524,,0,34.0,1571.5,1224.5,347.0,64.3,1.4699898,0,2.0,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.02802254415393,-12.866225257342968]}"
62,254,85.36805,846,709,32796,846,13683,2509,1189,34,-12.885883593052478,,-70.06005816612355,,0,-58.5,1571.5,1224.5,347.0,35.8,0.47571477,0,2.0,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.06045085935165,-12.885896782774006]}"
63,505,36.215176,6316,0,8258,6316,6468,1013,8379,21,-13.079919694422294,,-70.29451845527875,,0,-67.0,1571.5,1224.5,347.0,63.9,11.889486,0,1.0,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.29479544026826,-13.08012067361614]}"
64,279,9.721555,11504,0,11504,31196,11184,974,18527,41,-12.739458201740995,,-70.51819896102451,,0,235.0,1571.5,1224.5,347.0,-55.2,2.8205209,0,2.0,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.51821553411413,-12.7393649753047]}"
65,263,2.6036239,6250,0,31519,6250,5968,9783,7192,41,-12.958647131066158,,-70.07443121066946,,0,-213.0,1571.5,1224.5,347.0,142.5,2.3657084,0,2.0,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.07403221127662,-12.95853373180204]}"
66,286,70.75716,6348,1541,6348,31190,8858,5451,11005,24,-12.690949176398542,,-70.46340172869321,,0,-9.0,1571.5,1224.5,347.0,11.7,1.057671,0,2.0,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.46323493626662,-12.6908574524554]}"
67,233,11.327632,12320,0,50169,12320,0,18446,14666,41,-13.025122462091003,,-69.91453109009619,,0,-59.0,1571.5,1224.5,347.0,49.2,5.767162,0,2.0,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.91497611852488,-13.025326087977053]}"
68,240,9.28164,8132,8218,46728,8132,20890,9557,4701,34,-12.821204892595873,,-69.94148054861978,,0,401.0,1571.5,1224.5,347.0,-75.4,1.3909631,0,2.0,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.94104484672845,-12.820981560081474]}"
69,288,14.775583,3641,0,17307,3641,16366,3952,17339,31,-12.948765662940843,,-70.2046869268668,,0,5.0,1571.5,1224.5,347.0,30.7,4.0181575,0,2.0,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.20507065505019,-12.948738715549071]}"
70,302,6.8969975,13107,0,13107,26086,4921,405,11154,31,-12.879595386063642,,-70.56580967108285,,0,-95.0,1571.5,1224.5,347.0,69.0,4.017769,0,1.0,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.56577086223088,-12.879566098475818]}"
71,278,15.94837,10503,0,10503,30593,11408,1673,18175,34,-12.737661571172756,,-70.50921580818331,,0,48.0,1571.5,1224.5,347.0,-3.5,0.92740995,0,2.0,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.50881130300736,-12.73752035299686]}"
72,271,4.151032,10098,0,30903,10098,3031,14784,12448,21,-13.003562895272134,,-70.09149920106773,,0,-67.0,1571.5,1224.5,347.0,79.0,2.7210493,0,2.0,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.09165146307618,-13.003485885038952]}"
73,327,19.97897,11664,0,11697,26207,4106,5533,4040,31,-12.942477455952007,,-70.62689511040297,,0,-39.5,1571.5,1224.5,347.0,72.1,2.339365,0,1.0,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.62726896277916,-12.942919549965406]}"
74,291,35.80152,5182,2114,5182,29189,11007,5514,12431,24,-12.710712112649171,,-70.45980846755674,,0,-47.0,1571.5,1224.5,347.0,32.3,0.6640945,0,2.0,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.46003485465033,-12.71094442561172]}"
75,333,3.8993225,12189,0,12206,27644,3521,4401,5172,31,-12.929002726690214,,-70.6233018492665,,0,-120.0,1571.5,1224.5,347.0,86.2,2.1162367,0,1.0,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.62358184849265,-12.928569773566384]}"
76,328,32.35033,13702,0,13702,27298,3643,1252,10805,21,-12.878697070779522,,-70.5774877697764,,0,-62.0,1571.5,1224.5,347.0,47.2,6.5333147,0,1.0,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.5770985758763,-12.878684566955792]}"
77,467,19.682627,4777,10715,4830,16598,14718,4739,5022,21,-13.035003930216318,,-70.559521464094,,0,-11.5,1571.5,1224.5,347.0,29.8,6.7122808,0,1.0,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.55927279019582,-13.03472636210417]}"
78,299,2.9681795,14786,1479,14775,24522,8468,1233,14873,21,-12.856239188676533,,-70.53706358199102,,0,1.0,1571.5,1224.5,347.0,16.8,2.11574,0,1.0,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.53743468806215,-12.856411123959614]}"
79,245,1.1054244,2841,2895,41269,2841,15755,5624,3478,34,-12.864324026233609,,-69.98459968225751,,0,33.0,1571.5,1224.5,347.0,63.1,1.0582591,0,2.0,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.98461032515515,-12.864221873234387]}"
80,334,4.814352,2881,5337,7207,2881,17165,6889,8017,31,-12.980206697885027,,-70.37446851556538,,0,-31.5,1571.5,1224.5,347.0,53.6,2.3394969,0,1.0,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.37475574601561,-12.98044439112481]}"
81,286,28.540646,3740,0,15995,3740,17340,4668,18674,42,-12.949663978224963,,-70.21726334084447,,0,27.0,1571.5,1224.5,347.0,13.5,3.27733,0,2.0,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.21696664020439,-12.949768355365824]}"
82,332,2.4708328,2265,4728,7280,2265,17333,6411,8633,21,-12.977511752032669,,-70.36907862386066,,0,251.0,1571.5,1224.5,347.0,-57.7,0.0,0,1.0,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.36920998441549,-12.977761530959269]}"
83,236,9.9609585,26298,27311,26298,30889,38113,8007,5170,31,-12.615490692532502,,-70.14539811811491,,0,-22.0,1571.5,1224.5,347.0,13.6,1.9911904,0,2.0,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.14577277643563,-12.615927403073892]}"
84,296,8.921478,749,0,12184,749,21322,5926,21506,31,-12.930799357258454,,-70.24870437578865,,0,-57.0,1571.5,1224.5,347.0,62.5,2.55177,0,2.0,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.24867278456588,-12.930632677312506]}"
85,296,0.6362107,15164,969,15164,27505,12187,393,20402,24,-12.803238586913482,,-70.52987705971806,,0,-13.0,1571.5,1224.5,347.0,54.9,2.9976366,0,1.0,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.53020524056748,-12.803569925387247]}"
86,380,11.429892,14263,0,14263,28479,2364,2212,10503,21,-12.878697070779522,,-70.58916586846995,,0,-29.0,1571.5,1224.5,347.0,26.8,3.3788488,0,1.0,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.5895351929625,-12.87833820622284]}"
87,321,0.34808198,11530,0,11544,27402,4204,3903,4774,41,-12.930799357258454,,-70.61701364227766,,0,112.5,1571.5,1224.5,347.0,20.9,1.4271388,0,1.0,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.6169608478374,-12.93078035647257]}"
88,276,38.915936,12020,0,28014,12020,4177,14249,15890,34,-13.024224146806883,,-70.12294023601191,,0,-19.0,1571.5,1224.5,347.0,28.0,0.92740995,0,2.0,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.12272454577892,-13.024238407789209]}"
89,268,1.7849613,6397,0,30381,6397,5766,10965,8284,24,-12.964935338054996,,-70.08610930936301,,0,-212.5,1571.5,1224.5,347.0,136.6,1.4700507,0,2.0,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.08595216285686,-12.964994026735013]}"
90,505,40.22231,6636,0,8690,6636,6757,1398,8812,21,-13.078123063854054,,-70.29092519414226,,0,-36.0,1571.5,1224.5,347.0,25.5,15.5533,0,1.0,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.29063276452774,-13.077700554236458]}"
91,292,19.189318,14266,311,14266,28821,13413,696,22122,24,-12.78617059651521,,-70.52987705971806,,0,-67.0,1571.5,1224.5,347.0,55.0,3.7570662,0,1.0,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.52954962722106,-12.78648826078131]}"
92,393,41.16617,220,10564,220,10054,16216,4096,2288,21,-13.026020777375123,,-70.44184216187435,,0,-65.0,1571.5,1224.5,347.0,53.3,5.0003605,0,1.0,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.4422200219581,-13.025912419631373]}"
93,262,0.8678949,6579,0,33156,6579,5807,9142,6802,24,-12.95774881578204,,-70.05915985083944,,0,-214.5,1571.5,1224.5,347.0,135.5,1.7019247,0,2.0,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.0588183473817,-12.957782296585124]}"
94,248,26.493338,8997,8935,33667,8997,23247,1839,1064,21,-12.798747010492884,,-70.06544805782826,,0,8.0,1571.5,1224.5,347.0,4.0,1.4263872,0,1.0,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.06561341486058,-12.798807076189448]}"
95,278,1.7229494,15376,2212,15376,26138,11617,354,19285,31,-12.816713316175274,,-70.52538548329746,,0,-38.5,1571.5,1224.5,347.0,43.7,2.3174627,0,1.0,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.5255842790184,-12.816343044640606]}"
96,245,17.376648,8920,8843,34767,8920,23431,974,811,21,-12.796950379924645,,-70.05556658970295,,0,-81.0,1571.5,1224.5,347.0,48.6,4.193212,0,2.0,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.05537951130474,-12.796949555439445]}"
97,238,5.103417,8926,9012,46969,8926,21682,9240,4008,31,-12.814018370322916,,-69.94058223333565,,0,249.5,1571.5,1224.5,347.0,-36.7,0.46373534,0,2.0,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.94074225379127,-12.813930087734773]}"
