system:index,0_mined,1_mined,1_neighbors,2_mined,2_neighbors,3_mined,3_neighbors,4_mined,4_neighbors,altitude,classification,clay,cluster,distance_any,distance_buffer,distance_dep,distance_nac,distance_parks,distance_ponds,distance_rivers,distance_vec,distance_villages,landform,latitude,longitude,offset,random,sand,scale,slope,year,.geo
1_1_1_1_2_86,0,0,0,0,0,0,0,0,0,286,0.011769427936300656,38,0,26895.452531515435,35873.77770565849,59780.08918527975,35845.17550783508,49123.84825621869,22268.341131525718,0.0,26895.452531515435,22249.90986217697,31,-12476,-69732,0.0,0.9423162698747741,34,0.0,9.054736,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.73163864988615,-12.47605105700404]}"
1_1_1_1_2_91,0,0,0,0,0,0,0,0,0,254,0.09253222582287714,36,0,10803.13591896324,7018.668770052547,10803.13591896324,46878.37929600299,16336.26167585449,4134.496811201569,424.3145092197237,12016.419091932868,12016.419091932868,24,-12510,-70387,0.0,0.9321376150045907,33,0.0,1.0419441,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.38740347738714,-12.510091310441204]}"
1_1_1_1_2_97,0,0,0,0,0,0,0,0,0,261,0.04087051422106542,33,0,21819.757977379268,23947.545615242925,25189.19768425669,54332.80291201063,33730.65001194782,360.61642374984115,632.5630526872401,21819.757977379268,19507.41792907933,21,-12420,-70254,0.0,0.8601943465281462,36,0.0,2.3375854,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.25446616517655,-12.41988064104035]}"
1_1_1_1_2_104,0,0,0,0,0,0,0,0,0,243,0.0048796947073524305,32,0,45352.41223596705,36738.58888990014,57386.19895575803,56061.4606160444,0.0,1300.5126625861337,1503.9224846526333,45352.41223596705,61838.04820903336,24,-13156,-69199,0.0,0.9725352218460187,37,0.0,0.92740995,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.19991083874545,-13.156263310996112]}"
1_1_1_1_2_105,0,0,0,0,0,0,0,0,0,307,0.005158689358780362,40,0,33539.86715541274,14362.753477827422,42732.79904742649,33539.86715541274,0.0,4561.903625406832,200.0527078984436,37274.81777946322,34950.5879139013,31,-13212,-69969,0.0,0.8476497509182541,36,0.0,2.3403172,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.96965370489485,-13.212285663883652]}"
1_1_1_1_2_110,0,0,0,0,0,0,0,0,0,236,0.004132044571222229,36,0,42584.154302271265,34582.652051131765,52266.524354351175,53434.79803877185,0.0,8003.1786653804,100.039733317255,42584.154302271265,56870.19073017536,24,-13109,-69139,0.0,0.8318300851939172,39,0.0,1.9931993,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.13926091727652,-13.109643536317643]}"
1_1_1_1_2_116,0,0,0,0,0,0,0,0,0,208,0.18462178968994133,35,0,2476.835286435659,11349.844319210395,14306.895275045972,3923.2416286730445,18571.88690857034,3668.8337385300742,4611.543994444302,2476.835286435659,15695.517179725632,31,-12624,-69328,0.0,0.9525730809578536,34,0.0,4.637909,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.32959668407148,-12.624964010384328]}"
1_1_1_1_2_120,0,0,0,0,0,0,0,0,0,254,0.004598270163501053,34,0,39440.74684428232,36636.01459469647,63878.35568743202,56110.90668335458,0.0,4926.333382517177,500.1933708108545,39440.74684428232,61906.563431595496,24,-13201,-69303,0.0,0.8053673740968665,41,0.0,0.9525806,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.30432811842753,-13.202006182107814]}"
1_1_1_1_2_121,0,0,0,0,0,0,0,0,0,316,0.005616622361252033,37,0,34211.48211487035,45857.889939221306,46374.12074217014,57014.56484995126,56635.67603163705,17664.675687333518,223.66083680849226,34211.48211487035,25356.66886651043,31,-12361,-70041,0.0,0.8353362380282399,36,0.0,8.051045,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.04090866834147,-12.361109413961259]}"
1_1_1_1_2_123,0,0,0,0,0,0,0,0,0,187,0.1628056499086471,34,0,1887.5430582837043,0.0,1887.5430582837043,1898.1176119382067,8305.695549356102,13606.854244162205,3407.225387870606,2283.445918282005,2126.8706876241913,31,-12610,-69172,0.0,0.8284030881117339,29,0.0,6.464861,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.17240861828002,-12.610190971097783]}"
1_1_1_1_2_143,0,0,0,0,0,0,0,0,0,249,0.5667299408477201,37,0,8028.309759211073,14720.512660776923,43951.12884569118,14714.394267922651,27711.770224026084,10087.283736645548,500.1309887013351,8028.309759211073,3140.8863193521906,21,-12757,-69972,0.0,0.8867350565274569,33,0.0,1.3281373,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.97314282676302,-12.757663463781507]}"
1_1_1_1_2_144,0,0,0,0,0,0,0,0,0,257,0.07584434989000054,38,0,1500.5916801798548,21281.84902974833,20487.33591300977,6183.862068167837,24492.304180344076,19196.367903932372,1603.7543111789287,1500.5916801798548,8914.18260764833,34,-12408,-69197,0.0,0.8588597202654508,37,0.0,1.056735,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.19711537140775,-12.40833406126122]}"
1_1_1_1_2_150,0,0,0,0,0,0,0,0,0,241,0.005389149985123729,37,0,21848.95515091107,11736.9441834171,39881.7284362341,31392.631418424407,0.0,9808.360112709257,360.69374209422807,21848.95515091107,39478.065378081716,24,-12965,-69328,0.0,0.8238063896734106,38,0.0,0.66443986,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.32865663214199,-12.965966239689534]}"
1_1_1_1_2_154,0,0,0,0,0,0,0,0,0,328,0.007270564704569006,37,0,28976.53394120998,24149.33238931481,28976.53394120998,61114.68261045109,35307.72316626416,3667.991066891641,300.0463733689761,29180.527516088317,27204.38837011038,21,-12361,-70295,0.0,0.8096096766386528,35,0.0,1.9540524,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.29584550114147,-12.361100142565023]}"
1_1_1_1_2_161,0,0,0,0,0,0,0,0,0,283,0.01099512311787697,36,0,32640.36153183219,0.0,35122.02817331078,68127.2417865523,10783.901542915935,4701.114897478776,1421.2825159813847,32640.36153183219,18940.375186002082,21,-12400,-70631,0.0,0.8943436472283893,36,0.0,3.82389,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.63183277616038,-12.400785920176487]}"
1_1_1_1_2_163,0,0,0,0,0,0,0,0,0,272,0.08203177476810816,35,0,5120.5878579262935,18704.786504181015,22678.280024575208,18803.7366794309,32191.020659018188,6964.8602007657655,3107.062348976873,5120.5878579262935,14450.362708433078,24,-12742,-70175,0.0,0.8980032401081325,36,0.0,2.4206443,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.17507652112708,-12.742738622833778]}"
1_1_1_1_2_164,0,0,0,0,0,0,0,0,0,345,0.006375993717008141,39,0,32947.876608927465,2900.1503769605424,32947.876608927465,68534.49552875443,20733.899299130502,12079.11960321082,200.010370824865,33050.919476944735,24368.659799901994,21,-12353,-70542,0.0,0.8610556144955239,38,0.0,5.085378,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.54243563767257,-12.353034423823567]}"
1_1_1_1_2_172,0,0,0,0,0,0,0,0,0,395,0.005217901251478471,38,0,29904.433383305604,9702.876347961368,37153.62257347231,30480.027033756312,0.0,11109.908124734384,100.02433785865568,29904.433383305604,33368.12510630994,21,-13196,-70038,0.0,0.881887454247309,35,0.0,11.729889,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.03852189539755,-13.196554867285279]}"
1_1_1_1_2_179,0,0,0,0,0,0,0,0,0,238,0.022601029048558614,38,0,12132.433408275936,7144.942982736987,22735.371986902097,23131.611586102525,0.0,5384.499652503703,412.47303889163476,12132.433408275936,27070.596799156458,24,-12841,-69203,0.0,0.862808743150103,38,0.0,1.9142792,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.20435959138666,-12.842117622766693]}"
1_1_1_1_2_190,0,0,0,0,0,0,0,0,0,198,0.04682259853134252,36,0,15506.504066149648,800.3190379467428,31082.15075856753,25315.031774349565,2921.781107615749,11291.662138394695,671.0879147010565,15506.504066149648,31589.324659485563,21,-12527,-68903,0.0,0.8824636472188312,36,0.0,0.0,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-68.90312307943766,-12.527214288383362]}"
1_1_1_1_2_195,0,0,0,0,0,0,0,0,0,276,0.16287686077308483,34,0,3202.2175277027263,3115.119882888237,21924.797641285724,3202.2175277027263,17583.701306014627,8501.740080678428,1000.2047153739328,3202.2175277027263,11178.154728521411,24,-12883,-70157,0.0,0.9063895369241304,38,0.0,1.9021868,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.15775924278401,-12.883585983876063]}"
1_1_1_1_2_198,0,0,0,0,0,0,0,0,0,235,0.04757550016950663,39,0,6305.408141357827,0.0,51540.10339776156,15038.625354036267,2702.808964545612,12713.950527688387,640.5394005311558,6305.408141357827,22451.88602081352,24,-12918,-69559,0.0,0.929168350868524,37,0.0,1.3285705,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.56006553412192,-12.918098888950748]}"
1_1_1_1_2_205,0,0,0,0,0,0,0,0,0,242,0.17815398542042807,38,0,1300.4999722162147,12451.875088387165,13905.705702690668,5316.175885622578,19255.51950146982,2040.3922263868776,5249.874999627968,1300.4999722162147,15010.436645646545,24,-12610,-69326,0.0,0.9021502436963408,37,0.0,2.8204803,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.32653919842203,-12.610047073588944]}"
1_1_1_1_2_215,0,0,0,0,0,0,0,0,0,321,0.004045291768134188,37,0,34956.898284150404,5727.543809508902,38881.98074155583,71824.68706290054,0.0,14598.833664350554,565.6402346014647,34956.898284150404,24004.747944417162,34,-12511,-70812,0.0,0.8750712264570367,36,0.0,0.6638296,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.81220234689559,-12.51136284125272]}"
1_1_1_1_2_218,0,0,0,0,0,0,0,0,0,231,0.004996416420453941,39,0,27943.09244115269,17318.57213093207,41788.23060036144,36788.7362724971,0.0,5827.209620389585,316.35063554444616,27943.09244115269,45791.68619823832,42,-13000,-69283,0.0,0.9733696352404183,37,0.0,0.66448784,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.28305569466639,-13.000472221569856]}"
1_1_1_1_2_222,0,0,0,0,0,0,0,0,0,487,0.09884757610320657,42,0,7710.952585471565,11986.293792367727,10347.745116124635,8201.215947503037,17455.802601342373,35797.19870065887,583.1382936587598,7710.952585471565,10249.660010367417,21,-13101,-70497,0.0,0.8641731685385143,32,0.0,16.170965,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.49716298013654,-13.101264709830696]}"
1_1_1_1_2_223,0,0,0,0,0,0,0,0,0,266,0.12112167386648534,40,0,3225.874203219958,10571.531382606661,59667.354300150495,10484.091160464865,21454.302229353383,8304.9093646281,600.1806759218427,3225.874203219958,11572.839915549575,21,-12779,-69823,0.0,0.9645711922827419,37,0.0,2.8205335,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.82398720423846,-12.780413937764719]}"
1_1_1_1_2_227,0,0,0,0,0,0,0,0,0,226,0.0053433589972566396,36,0,21940.260474467934,11796.966700968092,34878.47125287317,31098.60875681378,0.0,2829.529554537291,141.47647772686454,21940.260474467934,38878.62673255544,31,-12940,-69266,0.0,0.8086013608309786,34,0.0,6.6148005,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.26666922184141,-12.939994242102738]}"
1_1_1_1_2_242,0,0,0,0,0,0,0,0,0,338,0.004084043544174058,36,0,26320.76237111826,9169.827829456506,39404.78039488039,62148.89441532227,0.0,11594.274730376088,2815.7868557807246,26320.76237111826,35302.53082553006,41,-12661,-70822,0.0,0.9948027741137577,38,0.0,0.6640284,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.82291806749919,-12.660973495063518]}"
1_1_1_1_2_246,0,0,0,0,0,0,0,0,0,738,0.3436142811061287,41,0,1555.5294843115316,5215.008449178199,1555.5294843115316,20210.755182208213,7937.345853079998,25603.146957225417,399.97288970628995,8781.204167140177,5313.771933029306,21,-13177,-70793,0.0,0.835407340619356,35,0.0,25.915934,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.7945670419014,-13.177188636341928]}"
1_1_1_1_2_252,0,0,0,0,0,0,0,0,0,198,0.25769482036431834,30,0,640.5681849806272,985.2791750231884,12139.095856402875,8583.054008640187,2641.130287085318,3755.164209489962,1442.7965791302665,640.5681849806272,12911.742768666772,31,-12576,-69070,0.0,0.9635006108995195,44,0.0,3.669754,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.07019739032768,-12.576597450813589]}"
1_1_1_1_2_253,0,0,0,0,0,0,0,0,0,666,0.09676585861852807,34,0,7022.432206279878,721.2166884638416,8544.094146209818,7022.432206279878,0.0,29545.68718175281,282.88445907737673,7528.39470757524,8528.860886627093,21,-13160,-70317,0.0,0.9004065677196487,41,0.0,19.243364,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.31791243295893,-13.160825548566404]}"
1_1_1_1_2_273,0,0,0,0,0,0,0,0,0,257,0.036263128964435745,39,0,1281.0529223430817,2618.1253347681213,55467.61071558874,2546.4353255457913,13107.051317301499,7967.58553795863,360.6756504183329,1281.0529223430817,12520.173496787032,21,-12796,-69671,0.0,0.9061949324937462,35,0.0,1.4699473,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.67229547407472,-12.796848884152952]}"
1_1_1_1_2_275,0,0,7,0,0,0,5,0,0,249,0.9404760004175998,34,0,5558.78064566336,13104.801134150222,11912.43545013007,32726.71811852771,23704.06309799051,1341.8588509158667,1253.2000651613102,5558.78064566336,2640.5048628366626,21,-12617,-70275,-1.0,0.8432987375633676,38,1.6,4.6273675,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.27530547588603,-12.61751009377748]}"
1_1_1_1_2_277,0,0,0,0,0,0,0,0,0,744,0.08747243028100439,37,0,8980.509072060413,3546.819525447235,10324.698359319633,8980.509072060413,5738.450442621412,23908.08989488443,499.9985839823699,10562.166828695117,10929.287416283569,31,-13125,-70664,0.0,0.9124731633892128,34,0.0,14.954499,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.66471328529074,-13.126270161846488]}"
1_1_1_1_2_279,0,0,0,0,0,0,0,0,0,329,0.7224773075108848,39,0,4111.189583918732,4527.944370750305,8222.987309487482,21543.01781318076,8855.434578893048,27190.480429954136,200.01112273758676,4111.189583918732,8814.683289552562,31,-12918,-70537,0.0,0.9193717495210401,35,0.0,3.7575686,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.53835994606405,-12.917424622796585]}"
1_1_1_1_2_287,0,0,0,0,0,0,0,0,0,240,0.005166323827850248,36,0,25942.387515980423,18467.592203292483,68407.45545577319,32792.87927466948,0.0,8322.207423303289,854.7036161643256,25942.387515980423,45857.84499311006,24,-13130,-69557,0.0,0.9042901017421802,33,0.0,1.3291559,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.558051338967,-13.130235838293242]}"
1_1_1_1_2_294,0,0,0,0,0,0,0,0,0,322,0.0069548142857172165,36,0,27497.489733457514,38879.08941475743,39358.74191076045,52820.46706956751,49724.221005889856,10961.493429861217,565.8133802323872,27497.489733457514,20022.519879383624,21,-12401,-70090,0.0,0.9713708600510229,33,0.0,2.7192848,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.09074259396124,-12.401872922973997]}"
1_1_1_1_2_304,0,0,0,0,0,0,0,0,0,467,0.4138229906321232,36,0,3354.5755686962466,0.0,3770.1476383351023,3354.5755686962466,2302.4979556858457,28362.424502709124,282.8826501395941,3734.1581328242514,3828.0722930045026,31,-13112,-70334,0.0,0.826172714666373,32,0.0,12.48745,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.3342567782371,-13.112465351025426]}"
1_1_1_1_2_306,0,0,0,0,0,0,0,0,0,235,0.018988890327113955,36,0,11742.647338966784,10904.34103986444,18020.780077227424,22779.66370291644,0.0,14325.619258402714,500.19913026901094,11742.647338966784,22726.88202078584,24,-12790,-69115,0.0,0.9967535173908143,36,0.0,1.684777,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.11448265200643,-12.790356762564075]}"
