system:index,0_mined,0_mined_1,1_mined,1_neighbors,2_mined,2_neighbors,3_mined,3_neighbors,4_mined,4_neighbors,altitude,classification,clay,distance_any,distance_buffer,distance_dep,distance_nac,distance_parks,distance_ponds,distance_rivers,distance_vec,distance_villages,landform,latitude,longitude,offset,sand,scale,slope,year,.geo
2_934,0,0,0,0,0,0,0,0,0,0,278,0.2332231733714498,35,36143.910322803364,0.0,39480.61762048958,70417.06368533448,3443.7457795459613,1923.4885325277155,1199.968886315391,36143.910322803364,15920.956477461603,21,-12427,-70706,0.0,40,0.0,1.3272626,2017,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.70732885888776,-12.42798212654692]}"
2_935,0,0,0,0,0,0,0,0,0,0,229,0.05213162986792028,35,35439.01541308984,32005.292000650064,42745.647798413986,46533.11367951792,0.0,5805.767882970994,538.7318179574021,35439.01541308984,47457.35032884131,34,-13002,-69044,0.0,37,0.0,2.7802885,2017,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.0437568522053,-13.002793025079695]}"
2_936,0,0,0,0,0,0,0,0,0,0,374,0.0403294713376935,39,18038.55333638833,806.3985358573095,25727.29241162015,23141.508954462177,0.0,13755.764897526258,565.8066421048802,18038.55333638833,25817.350049891505,21,-13123,-70131,0.0,36,0.0,8.618384,2017,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.13064652516694,-13.123746207258495]}"
2_937,0,0,0,0,0,0,0,0,0,0,283,0.05894029679571949,34,29901.547831749027,20169.49829680753,47866.772061870295,35660.68979291954,0.0,3941.9201042637123,100.02811616459394,29901.547831749027,37685.25258822968,31,-13234,-69904,0.0,40,0.0,7.393886,2017,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.90467559260047,-13.234494638597699]}"
2_938,0,0,0,0,0,0,0,0,0,0,221,0.07169444076356667,35,22870.656879047037,16975.267222704522,31785.143142525252,33884.58680829597,0.0,9994.479667165411,1628.5312547972674,22870.656879047037,34949.587388731474,34,-12744,-68903,0.0,37,0.0,1.6846817,2017,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-68.90276473012833,-12.744787645686655]}"
2_939,0,0,0,0,0,0,0,0,0,0,354,0.04127304841612963,40,14562.486601254568,22940.739888862296,56323.03841717853,40284.49908056293,0.0,19446.401926191902,0.0,14562.486601254568,44844.953679577346,21,-13244,-69738,0.0,38,0.0,1.9144714,2017,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.73912772319476,-13.243978750655776]}"
2_940,0,0,0,0,0,0,0,0,0,0,662,0.17188151892403492,45,1655.2294703784653,12375.700335888509,1655.2294703784653,15376.32634570587,14305.030995841715,27163.79923540459,1117.9900417259705,2720.1871740229108,4902.867542236762,31,-13237,-70739,0.0,32,0.0,1.0595497,2017,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.73965080027918,-13.237765604044]}"
2_941,0,0,0,0,0,0,0,0,0,0,276,0.06255291737899106,36,22480.034946400916,30417.995132613447,45955.31421972004,30557.98378598387,46929.13705142683,17145.983687935583,707.3531553107861,22480.034946400916,28116.197955791566,31,-12463,-69594,0.0,37,0.0,1.041905,2017,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.59495871964802,-12.463365586026036]}"
2_942,0,0,0,0,0,0,0,0,0,0,274,0.1462543047004166,34,28511.75724779905,26852.183346401274,30375.59540346879,60969.96013390913,37551.149966943005,1400.2328126734853,300.0498884300326,28511.75724779905,25808.554327595895,21,-12360,-70263,0.0,36,0.0,1.6838816,2017,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.26439153016736,-12.36070559769127]}"
2_943,0,0,0,0,0,0,0,0,0,0,355,0.029802081677334752,35,32696.074711545556,3323.739456487132,33772.2586743439,58042.13591823764,0.0,10672.000128841828,4079.9322611851503,32696.074711545556,37626.411000068736,24,-12742,-70897,0.0,39,0.0,1.9142325,2017,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.89725019006995,-12.74207082782392]}"
2_944,0,0,0,0,0,0,0,0,0,0,336,0.030349369230837288,38,25380.677701009092,9195.608873940866,32704.98644702364,27788.81413952834,0.0,13017.242344891063,640.4609790026243,25380.677701009092,31171.472569332123,34,-13176,-70075,0.0,37,0.0,2.365793,2017,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.07553031174683,-13.176873247273038]}"
2_945,0,0,0,0,0,0,0,0,0,0,301,0.06119750341332131,36,21897.651001529037,33662.731144261306,34014.99324889917,48865.54419624043,44649.648556683525,5443.601717448028,806.399952746193,21897.651001529037,14659.564304929107,31,-12443,-70122,0.0,32,0.0,7.609724,2017,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.12210043912724,-12.442703186678797]}"
2_946,0,0,0,0,0,0,0,0,0,0,315,0.10145307000228147,33,9347.700523348978,0.0,19586.9300040211,34751.879942122825,282.8419114540842,15709.825018420002,499.9985839823699,9347.700523348978,12714.129321518514,34,-12871,-70662,0.0,40,0.0,1.9577315,2017,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.66329664717523,-12.872185451206137]}"
2_947,0,0,0,0,0,0,0,0,0,0,278,0.042111225068939676,37,26202.731155358597,10464.928571184802,38161.3388129924,26202.731155358597,0.0,5278.629083388982,2640.7356929461907,28317.67548722882,26474.89914994956,24,-13132,-70016,0.0,35,0.0,1.7027662,2017,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.01666462460861,-13.132358796214644]}"
2_948,0,0,0,0,0,0,0,0,0,0,243,0.047662908212268776,38,19251.265395909693,12529.92939924244,45124.994354570284,32742.38049483803,0.0,12904.897039254129,100.03796154460565,19251.265395909693,38555.25853158684,21,-12995,-69375,0.0,35,0.0,2.9382055,2017,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.37544631670958,-12.994929575606212]}"
2_949,0,0,0,0,0,0,0,0,0,0,341,0.044354926461328346,35,26731.74908156892,5465.717148129728,33328.86050036709,26731.74908156892,0.0,14949.421764985489,141.45465676984622,28758.117883667866,35646.85416889787,21,-13225,-70064,0.0,36,0.0,12.779148,2017,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.0643942528426,-13.226013252246833]}"
2_950,0,0,0,0,0,0,0,0,0,0,556,0.16261704956057993,34,13106.109287141031,1476.4827385864523,13106.109287141031,14136.48177920341,3981.207013847606,19178.37885520233,360.55523317776846,15474.176562994699,11588.35962013377,21,-13064,-70657,0.0,39,0.0,22.345707,2017,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.65765775546699,-13.064216183414509]}"
2_951,0,0,0,0,0,0,0,0,0,0,298,0.03311758390821274,38,26459.371129458203,7915.232203662165,40620.44260901096,63277.94608723904,0.0,16599.09585325381,943.3296130139572,26459.371129458203,31678.92434823708,42,-12613,-70799,0.0,34,0.0,6.464861,2017,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.79966451148462,-12.613406345660316]}"
2_952,0,0,0,0,0,0,0,0,0,0,254,0.21233428057415682,35,6793.887326693938,11268.608111974167,30242.210013295677,17817.233846844043,13564.553656799884,2954.1458500089325,1942.4254776768464,6793.887326693938,25350.420695049925,24,-12416,-68968,0.0,39,0.0,0.6637059,2017,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-68.96830405479604,-12.41681392087772]}"
2_953,0,0,0,0,0,0,0,0,0,0,295,0.06079099520212358,38,20968.187841779843,28565.49170450795,51753.03370329261,28632.14755409678,44164.78574286182,16765.695263424524,316.3338728948024,20968.187841779843,23232.348723723633,24,-12513,-69664,0.0,39,0.0,1.327487,2017,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.66465262435985,-12.51393158943555]}"
2_954,0,0,0,0,0,0,0,0,0,0,221,0.22223896609788696,35,6305.5595097854175,0.0,30700.049655681796,14881.7859353961,2000.7569856494317,2000.7569856494317,806.5309255007289,6305.5595097854175,25292.963342663516,21,-12827,-69385,0.0,32,0.0,1.3909631,2017,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.38542444778449,-12.826994012934156]}"
2_955,0,0,0,0,0,0,0,0,0,0,223,0.06364270036739536,33,18523.61321445022,16977.348788164778,25169.154180972128,29471.073873359677,0.0,19266.205536645597,1414.7790656803982,18523.61321445022,29702.443298710055,24,-12825,-69043,0.0,37,0.0,1.7012932,2017,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.04262021828258,-12.825645272559026]}"
2_956,0,0,0,0,0,0,0,0,0,0,395,0.05668976612596733,41,17028.69286995849,0.0,24059.7765924725,36794.696986178424,6121.841833115872,9235.42379725174,299.98778295436466,17028.69286995849,17960.615939542116,21,-12876,-70739,0.0,35,0.0,12.092365,2017,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.73960466260863,-12.87548641598753]}"
2_957,0,0,0,0,0,0,0,0,0,0,300,0.02374281961201086,37,25547.494438208858,34133.3813756096,57817.506504639765,34111.24069061583,47922.26596800085,21121.793113097665,922.2543922706467,25547.494438208858,22417.33322345819,24,-12484,-69715,0.0,34,0.0,2.7802885,2017,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.71537584434137,-12.485046657852223]}"
2_958,0,0,0,0,0,0,0,0,0,0,257,0.07025723829579475,37,49529.93491322003,41985.2355361312,63070.569382420006,61506.040624334026,0.0,1487.193344506797,1781.1517727850462,49529.93491322003,67534.03882578081,24,-13208,-69196,0.0,35,0.0,1.3293711,2017,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.19746079736935,-13.207807690118255]}"
2_959,0,0,0,0,0,0,0,0,0,0,216,0.3762775264514138,38,1208.7790351670462,4046.337844176973,3107.664651303441,1513.8687785640266,10721.017155231748,10516.025491537754,1300.510441780337,1208.7790351670462,4555.907178246379,24,-12610,-69227,0.0,37,0.0,2.5043561,2017,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.22737750324214,-12.611235001228012]}"
2_960,0,0,0,0,0,0,0,0,0,0,215,0.050972322722369096,34,11497.713287850302,6437.432394290032,48822.29397669147,25923.448609239833,0.0,6999.721652948066,900.3317699039824,11497.713287850302,31770.958135914367,41,-12977,-69465,0.0,34,0.0,1.4274062,2017,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.4647658198404,-12.976881094752644]}"
2_961,0,0,0,0,0,0,0,0,0,0,378,0.09051823094892723,35,10913.089191344594,0.0,18433.11846706624,17834.841289133856,565.7935522343818,17510.48778227057,632.5764220135778,10913.089191344594,18516.507067465292,21,-13126,-70199,0.0,36,0.0,12.5412855,2017,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.19928935037905,-13.126419052086781]}"
2_962,0,0,0,0,0,0,0,0,0,0,285,0.0951431332669071,41,15799.98862131216,29050.08218274466,39371.50570556627,29178.290678146957,45933.19335590651,16598.139903667477,200.07199875919667,15799.98862131216,26925.298306545916,21,-12451,-69523,0.0,34,0.0,4.19314,2017,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.52371256727633,-12.451305399292865]}"
2_963,0,0,0,0,0,0,0,0,0,0,311,0.030913168053621196,38,33309.90625001466,44130.042056917555,59659.74056478801,44121.08508386369,54381.54187983746,20574.205262241638,583.2660216000286,33309.90625001466,19030.8202998493,24,-12465,-69856,0.0,35,0.0,0.0,2017,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.85665661453366,-12.465375130647077]}"
2_964,0,0,0,0,0,0,0,0,0,0,242,0.15281146168734827,39,4994.860291542823,0.0,31752.367474356342,9966.15101798489,6909.098680024226,6936.56460585858,141.47418602875933,4994.860291542823,19642.507497492843,24,-12794,-69426,0.0,35,0.0,1.4263653,2017,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.42738996715515,-12.794375734743344]}"
2_965,0,0,0,0,0,0,0,0,0,0,328,0.22280742384889968,37,6015.180638620454,0.0,12750.91020150314,12347.5601678878,1555.901510931444,22271.730234463572,728.1357496524085,6015.180638620454,12818.201922934019,41,-13133,-70254,0.0,40,0.0,8.5207815,2017,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.25411923448509,-13.133751887968442]}"
2_966,0,0,0,0,0,0,0,0,0,0,237,0.029157098528953387,33,61875.69738072907,56031.33788685243,69570.11422380504,72826.51741022333,0.0,9761.465319889543,761.8820292948902,61875.69738072907,74284.54198432075,34,-13237,-68978,0.0,38,0.0,0.47639155,2017,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-68.97872386422104,-13.237452148803404]}"
2_967,0,0,0,0,0,0,0,0,0,0,862,0.13009570225870715,34,9414.812879845249,2640.0564199256473,9414.812879845249,9972.38904239554,4738.108392869261,23024.166316509974,721.1049735042048,10673.253077201909,9972.38904239554,31,-13122,-70673,0.0,34,0.0,14.708291,2017,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.67381584570013,-13.122143502456687]}"
2_968,0,0,0,0,0,0,0,0,0,0,290,0.03928783546216124,38,23552.874474627894,36057.46794625647,36348.8710059639,48858.845293498925,47084.93079332813,7001.564571244951,100.02235101778501,23552.874474627894,15893.800214357365,41,-12439,-70098,0.0,32,0.0,6.025059,2017,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.0986240020646,-12.438730828638837]}"
2_969,0,0,0,0,0,0,0,0,0,0,271,0.1569660589412476,37,20791.85612101602,36532.74440297746,36353.06474047808,41848.12295869452,47785.70071621273,3640.902651697876,100.0232883038995,20791.85612101602,10114.229092073854,42,-12499,-70069,0.0,33,0.0,4.723035,2017,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.0696182380217,-12.499606848519752]}"
2_970,0,0,0,0,0,0,0,0,0,0,340,0.08408881211911456,34,29061.401031741985,0.0,29670.483967328015,50889.22758649994,2235.836388349727,5830.3479842276565,99.98964301835215,29061.401031741985,33708.524114799904,41,-12794,-70858,0.0,37,0.0,0.6642073,2017,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.85840989377714,-12.794679778616835]}"
2_971,0,0,0,0,0,0,0,0,0,0,255,0.38177513912914446,35,7931.844205479581,3500.393727854054,7931.844205479581,44246.13415881663,12974.122908697913,640.3844548394347,1237.0708346735848,8968.72870032314,8968.72870032314,24,-12538,-70403,0.0,36,0.0,2.083246,2017,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.40301087322736,-12.537674550905704]}"
2_972,0,0,0,0,0,0,0,0,0,0,293,0.07537693844424118,38,10836.11995430387,18791.614912391775,19041.22181487115,43507.68828542154,29922.673913942854,5281.0847385385705,860.3845660880371,10836.11995430387,9685.71900765826,21,-12517,-70236,0.0,34,0.0,1.4983275,2017,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.23672008268858,-12.518420393425075]}"
2_973,0,0,0,0,0,0,0,0,0,0,341,0.1196342014044248,40,12926.841804519096,670.7867531220802,12926.841804519096,27722.426189301852,0.0,4981.71764841361,921.9082117958178,20207.153272055704,16535.796741758943,21,-12981,-70758,0.0,35,0.0,1.8543341,2017,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.75886267665874,-12.98111304822602]}"
2_974,0,0,0,0,0,0,0,0,0,0,353,0.03396126026182839,36,30255.837195561075,5280.509113619958,36788.28527820966,59220.496810277225,0.0,9485.774454001501,3252.3282630846743,30255.837195561075,39316.09080567694,34,-12715,-70873,0.0,39,0.0,1.0577532,2017,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.87274434344862,-12.715129910033083]}"
2_975,0,0,0,0,0,0,0,0,0,0,251,0.06846827750963004,37,9268.923190127976,17165.54268219385,31253.24859263071,17281.74724951426,34082.561036913896,7282.777944565093,500.1832427892677,9268.923190127976,22004.879468247706,21,-12549,-69479,0.0,36,0.0,0.66388094,2017,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.48000398207432,-12.550133550455456]}"
2_976,0,0,0,0,0,0,0,0,0,0,228,0.0649017244022351,35,24710.773377458452,17168.09556961123,63286.97579791978,33273.59285093753,0.0,2508.8960990328374,905.8666678501174,24710.773377458452,44005.144270644916,24,-13106,-69509,0.0,34,0.0,1.3909631,2017,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.51012026281862,-13.10700615476303]}"
2_977,0,0,0,0,0,0,0,0,0,0,242,0.03017591160456794,36,32793.99611066407,24578.236141198176,49090.97436297481,44223.643220072336,0.0,5435.344538297458,360.6953787477738,32793.99611066407,51759.85935669648,24,-13070,-69277,0.0,34,0.0,1.0589677,2017,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.27677033753672,-13.070197416945382]}"
2_978,0,0,0,0,0,0,0,0,0,0,721,0.2488134820361302,38,1204.0603811135004,0.0,1204.0603811135004,24740.639886868707,2342.8821174380364,18041.242533114837,0.0,16235.966746286575,6753.702184236389,41,-13105,-70820,0.0,34,0.0,7.0401587,2017,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.82088553227433,-13.106231661812282]}"
2_979,0,0,0,0,0,0,0,0,0,0,191,0.4302663359597864,32,900.3582587729314,0.0,6802.706844062149,6003.221998988595,6043.927907477161,7803.1049093654065,854.7404816759441,900.3582587729314,7499.650088191616,31,-12608,-69119,0.0,40,0.0,1.4698335,2017,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.11937319729736,-12.608320903803142]}"
2_980,0,0,0,0,0,0,0,0,0,0,255,0.3109457990875727,36,4160.988642663544,14400.889351334345,36184.18961272571,22467.824236839224,17647.909702709836,2303.0926727717665,3229.292160733525,4160.988642663544,25983.439975660458,24,-12372,-68935,0.0,39,0.0,0.66364795,2017,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-68.93546892643685,-12.372587221467176]}"
2_981,0,0,0,0,0,0,0,0,0,0,240,0.11290144734042241,39,15909.067934021052,8135.225263800225,27346.59655495814,25975.739277087207,0.0,1887.5363355360207,282.9536595230746,15909.067934021052,31495.99623101299,24,-12878,-69232,0.0,36,0.0,1.9142967,2017,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.23259390355622,-12.879259826807436]}"
2_982,0,0,0,0,0,0,0,0,0,0,593,0.07273133069560021,40,5197.446244818068,13422.108299449399,14758.99045589988,5197.446244818068,19601.5059165933,35632.17694076642,0.0,7799.215528835857,14578.310011888701,31,-13134,-70520,0.0,32,0.0,8.326353,2017,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.52088607748738,-13.134753755139418]}"
2_983,0,0,0,0,0,0,0,0,0,0,255,0.07533347880073545,36,23499.896802300005,29529.133288789722,68024.73685983363,45137.84153513736,0.0,1868.839823823694,141.4732610557557,23499.896802300005,56379.268952333965,31,-13214,-69477,0.0,38,0.0,3.01614,2017,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.47767215384262,-13.21503363700888]}"
2_984,0,0,0,0,0,0,0,0,0,0,315,0.03046365051418998,36,30140.20470980943,6443.887754044042,39418.4456472613,67188.71877124235,0.0,19230.023404476626,1431.673320312197,30140.20470980943,29915.113142949478,34,-12566,-70805,0.0,33,0.0,0.6639022,2017,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.80513046645147,-12.56591518242946]}"
2_985,0,0,0,0,0,0,0,0,0,0,209,0.3227366957932243,36,824.9434616043393,8605.687833400507,7343.850379832583,3760.458578641664,16247.345956310015,7915.1089091034455,1432.341776206778,824.9434616043393,5624.474812895728,21,-12566,-69251,0.0,34,0.0,0.66390294,2017,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.25164133569461,-12.566450802752328]}"
2_986,0,0,0,0,0,0,0,0,0,0,311,0.11937532977087384,34,22991.52784408789,0.0,26924.978795890995,43432.72333128191,7823.805658528456,7156.343505257024,99.99341286898603,22991.52784408789,25082.20704550215,41,-12831,-70787,0.0,38,0.0,5.6462393,2017,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.78821644496567,-12.831772780638495]}"
2_987,0,0,0,0,0,0,0,0,0,0,337,0.03961290615299233,38,22528.90786118956,6861.753644949984,40756.5508311049,58498.200255268275,0.0,10130.951897893006,5262.724807772467,22528.90786118956,32277.85274355119,24,-12672,-70789,0.0,38,0.0,1.9562751,2017,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.7898608623575,-12.672586934241131]}"
2_988,0,0,0,0,0,0,0,0,0,0,336,0.06871469577743944,38,24657.077103324653,15106.80606334598,24657.077103324653,60955.98619032874,24022.80756507436,7747.38602880332,640.3763892601561,25682.323905775578,21786.803834214574,21,-12390,-70432,0.0,37,0.0,4.8501678,2017,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.4322880407897,-12.389436591605346]}"
2_989,0,0,0,0,0,0,0,0,0,0,226,0.17123368534353528,35,5205.9253462701045,0.0,13976.985435887094,15843.629855930072,400.15992896590734,6231.455080627236,905.9005684090005,5205.9253462701045,16867.642884369154,21,-12667,-69049,0.0,36,0.0,3.316622,2017,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.04894820882917,-12.666941477726521]}"
2_990,0,0,0,0,0,0,0,0,0,0,213,0.17337481045179762,38,4555.813818927895,18452.46016351038,27523.872115501275,18207.047910848414,34503.55902870689,8466.009469282702,100.03721475499755,4555.813818927895,20836.81771563615,41,-12525,-69437,0.0,40,0.0,1.0419571,2017,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.43798894595972,-12.526332430848791]}"
2_991,0,0,0,0,0,0,0,0,0,0,263,0.04748265644932865,36,29728.470080220188,15523.575911404834,47534.852026678716,29728.470080220188,0.0,2285.3551278842583,0.0,35239.42639674324,31466.0120575155,31,-13181,-69936,0.0,37,0.0,0.66473776,2017,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.93631443173632,-13.18148795444159]}"
2_992,0,0,0,0,0,0,0,0,0,0,235,0.1589252381689012,41,1414.7593931920014,5782.369312759314,17092.260902689995,6959.69598496407,10248.952946520927,7402.8561089833765,223.6931011802219,1414.7593931920014,19456.156752958766,24,-12724,-69311,0.0,37,0.0,1.900985,2017,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.31148517920104,-12.723733342763326]}"
2_993,0,0,0,0,0,0,0,0,0,0,257,0.17739071954809874,38,13402.286835532024,0.0,16360.981974261489,48972.38298598682,4341.9160235844465,9529.992967005372,1220.727916648249,13402.286835532024,3671.7295811630106,31,-12541,-70527,0.0,37,0.0,6.742617,2017,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.5278143279136,-12.541604122129014]}"
2_994,0,0,0,0,0,0,0,0,0,0,286,0.028314126301183743,41,21946.01994943716,19838.040356534715,68575.50982966469,31218.957702387142,0.0,17398.44875392541,900.3064224456443,21946.01994943716,43729.52635321096,21,-13147,-69640,0.0,35,0.0,0.0,2017,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.64057727753293,-13.147947021431165]}"
2_995,0,0,0,0,0,0,0,0,0,0,971,0.16654119798950617,37,6306.551494434429,3715.8347860509834,6306.551494434429,20492.237099468184,8980.254932371943,25444.24119883653,984.7940680392587,13814.646297612,9301.284076811065,21,-13169,-70842,0.0,37,0.0,17.023298,2017,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.84210950814551,-13.170072704380372]}"
2_996,0,0,0,0,0,0,0,0,0,0,344,0.08053591681128028,41,13476.001993452624,0.0,21129.80263947129,20242.6253238062,424.3489337539626,15405.02876225863,100.02000288223601,13476.001993452624,21218.625401995185,41,-13121,-70173,0.0,37,0.0,6.4350705,2017,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.17297442469635,-13.121115773429924]}"
2_997,0,0,0,0,0,0,0,0,0,0,311,0.03393397161757261,36,28521.866776544364,10940.633924053773,37236.93082925885,64052.22709750528,0.0,13284.080156175778,1204.04615102124,28521.866776544364,36813.51543958425,42,-12650,-70839,0.0,40,0.0,3.9681714,2017,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.83996069574154,-12.650009756927512]}"
2_998,0,0,0,0,0,0,0,0,0,0,257,0.3292573916076155,39,5524.760829806346,24425.79012867662,26750.304555509272,22657.593394827098,35114.21922143863,3102.780820540262,1769.8470283915076,5524.760829806346,14359.848950965024,42,-12469,-69400,0.0,40,0.0,6.733514,2017,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.40062467600245,-12.469691980869989]}"
2_999,0,0,0,0,0,0,0,0,0,0,430,0.0663679679279334,41,17534.645285159524,0.0,24339.258232806562,37414.5780022823,6747.304527709449,9433.578981613698,412.2929866441309,17534.645285159524,18579.304848311316,21,-12871,-70742,0.0,35,0.0,1.4267999,2017,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.74344776285417,-12.87166448674707]}"
2_1000,0,0,0,0,0,0,0,0,0,0,286,0.06940038155936827,39,36416.31304097172,44579.934945183544,63714.95468021886,44614.37620024855,58746.97000082084,31904.557381569597,707.3329294235318,36416.31304097172,30683.90355055252,31,-12390,-69741,0.0,34,0.0,12.354799,2017,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.74078020160302,-12.389761504317502]}"
2_1001,0,0,0,0,0,0,0,0,0,0,218,0.06609494976700091,34,43231.238102793104,40128.465596663154,50273.89913492403,54476.2872196544,0.0,3690.644762066057,1342.1758948858007,43231.238102793104,54771.448547720785,34,-13008,-68905,0.0,35,0.0,0.9518327,2017,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-68.90542979672396,-13.007933831988638]}"
2_1002,0,0,0,0,0,0,0,0,0,0,262,0.046992344843463214,33,25622.943099992804,11404.666114344931,40163.08754986457,25622.943099992804,0.0,3353.4671371349013,2508.627748913176,28662.85873790849,26506.956490488905,34,-13132,-69998,0.0,38,0.0,1.8543341,2017,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.99784879906785,-13.13324618516265]}"
2_1003,0,0,0,0,0,0,0,0,0,0,256,0.14827520215304524,33,21257.87558176969,6412.894220338428,21976.833572714986,56876.972566102326,12605.956550330806,5523.030518952548,2476.040594455314,21257.87558176969,12626.171438536407,41,-12456,-70517,0.0,39,0.0,1.9547287,2017,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.51765551429256,-12.456503384541694]}"
2_1004,0,0,0,0,0,0,0,0,0,0,242,0.07790232090443933,33,27469.22698675738,27827.5600012829,67912.39432993805,44063.21491654065,0.0,1315.7816236936887,2025.5953600114708,27469.22698675738,54112.633239902956,34,-13187,-69453,0.0,38,0.0,0.47629613,2017,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.45325733427484,-13.188222369822887]}"
2_1005,0,0,0,0,0,0,0,0,0,0,330,0.04402274119108569,38,21392.415147221098,7178.011956758443,39091.01903669369,57719.084462273706,0.0,11258.103097567935,3522.5729592060525,21392.415147221098,30464.72257932051,34,-12663,-70775,0.0,40,0.0,1.3909631,2017,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.77516458082738,-12.664008018270048]}"
2_1006,0,0,0,0,0,0,0,0,0,0,309,0.05491700080404047,34,31823.904791795518,44197.06384303943,56727.82262785746,44167.5101675362,53879.9144095757,17733.312694862994,1887.3375892460917,31823.904791795518,17062.44382980681,24,-12479,-69880,0.0,36,0.0,0.92740995,2017,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.88016915759083,-12.479947738924649]}"
2_1007,0,0,0,0,0,0,0,0,0,0,649,0.18899141866438096,40,299.99414056777846,11160.875144197922,6135.0248318568365,10404.122811865258,11981.418621661627,31051.124545608247,761.5624358842814,299.99414056777846,5700.765779151956,31,-13212,-70699,0.0,33,0.0,23.413399,2017,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.69962047609309,-13.21308764444314]}"
