system:index,0_mined,1_mined,1_neighbors,2_mined,2_neighbors,3_mined,3_neighbors,4_mined,4_neighbors,altitude,classification,clay,cluster,distance_any,distance_buffer,distance_dep,distance_nac,distance_parks,distance_ponds,distance_rivers,distance_vec,distance_villages,landform,latitude,longitude,offset,random,sand,scale,slope,year,.geo
1_1_1_1_2_73,0,0,10,1,35,0,18,0,0,220,0.7948618848711633,33,0,7533.703654246032,11531.520420948402,58907.41259807631,11466.69086419443,21410.659643621446,300.09701556330083,223.679108881451,7533.703654246032,9967.15715487621,21,-12734,-69724,4.0,0.9598818698883954,40,4.7,4.193199,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.72546498787081,-12.734859114698526]}"
1_1_1_1_2_76,0,0,0,0,0,0,0,0,0,256,0.04419321630828246,37,0,2880.061422413591,2984.1420197018106,51928.7535257142,2880.061422413591,18385.965730942036,18486.09888115256,300.08600329738806,5109.30141843041,8590.826313574265,41,-12861,-69882,0.0,0.9238608510593884,37,0.0,1.3284163,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.88203100305526,-12.861060605518372]}"
1_1_1_1_2_79,0,0,0,0,0,0,0,0,0,257,0.017818249428144126,39,0,1281.0529223430817,2618.1253347681213,55467.61071558874,2546.4353255457913,13107.051317301499,7967.58553795863,360.6756504183329,1281.0529223430817,12520.173496787032,21,-12796,-69671,0.0,0.9787582503413335,35,0.0,1.4699473,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.67229547407472,-12.796848884152952]}"
1_1_1_1_2_81,0,0,0,0,0,0,0,0,0,255,0.1591118356485686,37,0,3306.2209952650246,0.0,14905.780851107733,36784.722732512375,5546.448234286965,20603.218457337705,1600.0803104844456,3306.2209952650246,14464.819484620477,42,-12696,-70548,0.0,0.9246136598419034,37,0.0,0.92740995,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.54889539593253,-12.696066820881045]}"
1_1_1_1_2_97,0,0,0,0,0,0,0,0,0,278,0.10004879380867997,39,0,7892.232569411998,316.2463870841057,12380.147365007286,41082.46281468434,0.0,15055.453901223802,670.8598944987508,7892.232569411998,6580.661029854354,31,-12628,-70528,0.0,0.8705188010578062,35,0.0,1.0420433,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.52860239450237,-12.628113096054925]}"
1_1_1_1_2_100,0,0,0,0,0,0,0,0,0,451,0.19618605680320433,40,0,2109.6751429981764,13624.62527007624,2109.6751429981764,14101.509850871245,17823.076217573158,33655.245920230205,200.01638604749363,2828.658858452182,4123.443432640674,21,-12976,-70478,0.0,0.8860661650506522,32,0.0,10.53008,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.47843861830187,-12.97662121104247]}"
1_1_1_1_2_115,0,0,0,0,0,0,0,0,0,251,0.09853976011692551,39,0,8092.387055127801,15248.800594227076,37556.57684019039,15382.419838182972,31762.86966333489,2103.1300854321876,1500.5354513056332,8092.387055127801,14871.375451265427,24,-12591,-69543,0.0,0.9945062627395679,35,0.0,2.5487993,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.54360449366992,-12.591246711241308]}"
1_1_1_1_2_117,0,0,0,0,0,0,0,0,0,271,0.10129249246706616,38,0,700.1465471599499,0.0,23215.417144378433,700.1465471599499,13530.951017482103,10346.729456089011,2247.6909679713535,5060.703508406712,9974.549848865361,21,-12920,-70144,0.0,0.8078737085165091,39,0.0,1.5004722,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.14465553891633,-12.920260239461449]}"
1_1_1_1_2_123,0,0,0,0,0,0,0,0,0,264,0.02048613461973138,41,0,1118.415027103786,0.0,52857.38749958466,1118.415027103786,10807.848042490712,11959.408047747977,100.03408110645341,2556.2573718185267,11990.744437116904,21,-12814,-69637,0.0,0.8439576979913959,34,0.0,2.0837173,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.63778905771257,-12.81456721104227]}"
1_1_1_1_2_125,0,0,0,0,0,0,0,0,0,235,0.013222507249787123,33,0,21263.872474810414,14143.130722502321,68450.90205983895,25878.22456873883,0.0,12591.644054224262,922.2729781843673,21263.872474810414,40884.64792101064,24,-13086,-69612,0.0,0.9679645042242218,35,0.0,2.553158,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.61302195471194,-13.086437061108319]}"
1_1_1_1_2_139,0,0,0,0,0,0,0,0,0,266,0.03299489894981463,35,0,7047.017259927688,21697.78543342255,25617.967987481312,21761.779295531465,34613.77519824455,10102.080444909834,4806.195309242638,7047.017259927688,13691.135768654922,21,-12711,-70153,0.0,0.9429220730725129,35,0.0,1.0421146,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.15393610962327,-12.71163939876522]}"
1_1_1_1_2_141,0,0,0,0,0,0,0,0,0,377,0.06677268434069801,39,0,6263.654442308919,0.0,14167.511623277504,6263.654442308919,16371.356571351324,17226.465230734455,0.0,8906.572126849995,16973.454458359385,21,-12992,-70255,0.0,0.8090711567932974,36,0.0,11.902421,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.25589811324672,-12.992979366971236]}"
1_1_1_1_2_149,0,0,0,0,0,0,0,0,0,243,0.1877991965941282,32,0,19617.637253356912,28584.383397526646,40013.091211939136,28676.987558283887,43296.00090671941,985.1311535264923,2460.2875758851214,19617.637253356912,5302.263983395147,24,-12618,-70016,0.0,0.8300965853069723,37,0.0,0.47521296,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.01680344362495,-12.61807707603275]}"
1_1_1_1_2_152,0,0,0,0,0,0,0,0,0,213,0.18755647204055811,35,0,17453.745583612155,100.03008824692448,58904.049046083725,17453.745583612155,0.0,922.231845659451,1221.0228354328337,18706.69631209867,21747.746665872506,42,-13049,-69825,0.0,0.8285581408566141,40,0.0,4.1932664,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.8262537248464,-13.04976575157057]}"
1_1_1_1_2_155,0,0,0,0,0,0,0,0,0,268,0.022115716094448977,32,0,19889.16215221716,5723.325914486917,38618.77012572303,19889.16215221716,0.0,5414.307907497273,4168.780696569892,22110.080077714978,20153.761313318635,24,-13075,-70011,0.0,0.892549651722504,36,0.0,3.2427514,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.01172384977963,-13.074603910010254]}"
1_1_1_1_2_156,0,0,0,0,0,0,11,0,18,224,0.8231183673684267,33,0,6495.952126312489,14307.79148177445,57396.76538329354,14273.481021416954,24895.22742532379,1360.5887612881968,1204.5505110180104,6495.952126312489,8782.942467460363,21,-12699,-69718,23.5,0.8275062701601937,36,-6.5,4.1615415,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.71928557799916,-12.699339878851008]}"
1_1_1_1_2_157,0,1,22,0,7,0,0,0,0,322,0.9584067263953164,36,0,4429.55484126756,1389.2782477980022,9521.261335400482,25905.4569747063,6046.633905400384,19600.477552775978,223.6122459156419,4429.55484126756,2900.0706583188944,31,-12946,-70606,-11.0,0.9287464175527481,38,7.3,1.470039,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.6062760863065,-12.94603277057308]}"
1_1_1_1_2_173,0,0,0,0,0,0,0,0,0,282,0.271624973765091,40,0,13932.190954651569,0.0,28796.825734222642,13932.190954651569,1780.8436795343662,4245.9371517811,1780.8436795343662,16727.937660075586,16955.45020045177,34,-13040,-70107,0.0,0.8138792042504026,37,0.0,2.5049703,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.10813600911547,-13.04057527016021]}"
1_1_1_1_2_182,0,0,0,0,0,0,0,0,0,298,0.3852503741161846,37,0,5420.730663460531,5608.442329321763,13747.283019064165,20463.420458690198,12462.457163369836,32669.970141176906,1964.8327387862432,5420.730663460531,15499.84928184031,42,-12861,-70496,0.0,0.808147874395308,39,0.0,2.8890617,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.49711526038199,-12.862339494285143]}"
1_1_1_1_2_183,0,0,0,0,0,0,0,0,0,230,0.014877909298931515,37,0,21335.529904565148,13734.129644423912,73363.3715071925,25111.596678587503,0.0,15106.052215037438,100.0335002480419,21335.529904565148,37921.14175370115,34,-13097,-69669,0.0,0.8237092588639601,36,0.0,1.0424498,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.66950404303702,-13.097418525322247]}"
1_1_1_1_2_193,0,0,0,0,0,0,0,0,0,200,0.2303008706659187,32,0,5673.595445164436,12807.431868734091,62159.6563831862,12807.431868734091,22368.63848397915,6003.502406473345,1000.3059102407123,5673.595445164436,8830.497520688776,41,-12758,-69804,0.0,0.8294525406295916,43,0.0,0.0,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.80401853472503,-12.758503314652573]}"
1_1_1_1_2_198,0,0,0,0,0,0,0,0,0,229,0.013630965566080592,36,0,16133.064516796709,10020.369648402448,68738.64204844362,20383.8317764503,0.0,10468.71585069057,1077.3968193056817,16133.064516796709,36462.965825036954,41,-13049,-69654,0.0,0.8714836618385107,31,0.0,1.6853334,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.65415486217535,-13.048630389744636]}"
1_1_1_1_2_199,0,0,0,0,0,0,0,0,0,240,0.013399051826263612,34,0,19437.59225410181,10828.092138297898,73463.53495261697,22797.45350619642,0.0,12929.060498392517,583.2881939380395,19437.59225410181,35025.87252437475,34,-13080,-69689,0.0,0.819180311800148,37,0.0,0.6645981,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.68938227751683,-13.080547924487412]}"
1_1_1_1_2_204,0,0,0,0,0,0,0,0,0,253,0.0939304757933965,38,0,1280.983659817232,1414.6098043055902,48972.57783662064,1280.983659817232,14812.592646433632,14774.717364675871,141.46098043055903,8572.698816307337,4951.134315069566,24,-12891,-69907,0.0,0.9606968235273303,34,0.0,0.46373534,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.90757269762722,-12.890811337760457]}"
1_1_1_1_2_211,0,0,0,0,0,0,0,0,0,522,0.08756194607357791,39,0,6200.49071300258,11402.656668582216,7912.642392330531,10324.57610254608,16764.381364056688,36028.53661570152,400.03165890339227,6200.49071300258,7886.053711621428,21,-13082,-70485,0.0,0.9626699067238321,33,0.0,12.338799,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.48515262486622,-13.082350367780242]}"
1_1_1_1_2_215,0,0,0,0,0,0,0,0,0,227,0.022326104387953905,38,0,300.0907333494113,0.0,58622.331968456536,300.0907333494113,12466.915080171635,14939.04062661823,100.03024444980377,905.812388955006,14615.716105626621,41,-12881,-69819,0.0,0.8778447968909721,33,0.0,1.6849715,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.81906332384551,-12.88160919246913]}"
1_1_1_1_2_225,0,0,0,0,0,0,0,0,0,369,0.1074675258429596,39,0,11990.58813292482,0.0,19113.024964534576,11990.58813292482,10606.243931844905,12056.317832073304,700.1319895093889,12067.514304861912,19245.509585588643,21,-13028,-70205,0.0,0.9156928393330326,39,0.0,5.611081,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.20545777869437,-13.029020235828298]}"
1_1_1_1_2_244,0,0,0,0,0,0,0,0,0,291,0.03528338072684001,35,0,2692.9420917232883,15563.89105580205,2692.9420917232883,15323.273788383147,25210.509136816338,18786.545037273354,2081.1431766879955,6577.351736023778,20135.250096224285,34,-12796,-70352,0.0,0.9268961810363661,35,0.0,1.0580251,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.35164229444612,-12.79613908576098]}"
1_1_1_1_2_250,0,0,0,0,0,0,0,0,0,244,0.04551396281935009,36,0,9380.92234240006,17223.762862781186,41672.74482242748,17447.448094765354,33692.817785068844,4605.960833019805,360.6815989488686,9380.92234240006,14433.158510690811,41,-12586,-69581,0.0,0.9963709748554902,36,0.0,1.68435,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.58143318755184,-12.58709802862088]}"
1_1_1_1_2_259,0,0,0,0,0,0,0,0,0,227,0.018195207052121236,33,0,24195.22296762576,15808.368617528384,68511.66252718058,28846.162475492296,0.0,11068.222555544431,500.1746765193636,24195.22296762576,43015.02218066527,21,-13105,-69591,0.0,0.8630354672367512,38,0.0,0.92740995,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.59093092960744,-13.106291028779802]}"
1_1_1_1_2_261,0,0,0,0,0,0,0,0,0,269,0.03418864818832419,37,0,4700.934169857725,21105.141860785185,23151.090600491967,21204.213702336972,34418.61090979647,9323.333302323312,4958.807516957517,4700.934169857725,13729.344776435415,21,-12720,-70175,0.0,0.9334435897367522,34,0.0,4.329606,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.17497535609522,-12.720769021257304]}"
1_1_1_1_2_271,0,0,32,1,44,0,0,0,0,283,0.8644853118014085,37,0,3201.8583433040785,2377.1927942543257,4802.5271942147165,32785.4980230607,7388.51138579666,11046.382989396914,2158.9030485519434,3201.8583433040785,8363.787598812329,41,-12667,-70451,-16.0,0.9985214341123477,35,14.0,3.8037705,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.45178087163403,-12.668138768254158]}"
1_1_1_1_2_283,0,0,0,0,0,0,0,0,0,260,0.023386071545689408,37,0,2581.5757247573138,0.0,54048.469252740666,2581.5757247573138,8602.926357586846,12888.871053781848,360.6778151316282,2816.9837887385193,14120.397385146536,21,-12834,-69640,0.0,0.8476943604650252,32,0.0,3.827483,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.64060339944687,-12.83436306895659]}"
1_1_1_1_2_287,0,0,0,0,0,0,0,0,0,194,0.399850845286659,33,0,400.14153745893464,4566.700210491159,41060.839281485714,4650.300616962843,20680.244143339434,5325.416359896191,100.03538436473366,400.14153745893464,3139.581493308463,41,-12706,-69563,0.0,0.9270309496010406,40,0.0,1.425871,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.56318980047901,-12.706227572468858]}"
1_1_1_1_2_288,0,0,0,0,0,0,0,0,0,280,0.03337635788633214,34,0,4105.564783605639,16662.330665224046,13072.008320276982,16847.116763852588,29886.45254611219,11912.08069931169,1552.6782811408686,4105.564783605639,17369.840286067014,31,-12760,-70261,0.0,0.8225975745131103,36,0.0,1.0579048,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.26192542130501,-12.760510852446632]}"
1_1_1_1_2_289,0,0,0,0,0,0,0,0,0,301,0.05299360875930667,35,0,538.5740105535635,7500.801226733632,2193.405516934511,22081.53443269611,18072.901722952516,19243.677140167365,1923.743898219693,538.5740105535635,16014.205739553556,34,-12761,-70418,0.0,0.9868016117747784,39,0.0,1.3281462,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.41804701999538,-12.76107518560981]}"
1_1_1_1_2_292,0,0,0,0,0,0,0,0,0,275,0.04378993936344468,33,0,1400.260766730165,18235.51047276024,18752.358832874197,18360.97906556439,33447.6702245784,8299.13553686043,2640.5675021476795,1400.260766730165,16004.230375195919,21,-12746,-70210,0.0,0.8410949986297415,37,0.0,4.296157,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.21129308910959,-12.74691500475898]}"
1_1_1_1_2_294,0,0,0,0,0,0,0,0,0,270,0.030603616544805052,33,0,17727.0335872287,3523.6673597417466,38746.91612091031,17727.0335872287,0.0,5547.562175040267,2193.721799587262,19917.306591391032,17967.248626733133,24,-13054,-70012,0.0,0.8733445518284385,39,0.0,0.92740995,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.01219655421808,-13.054801400237322]}"
1_1_1_1_2_301,0,0,0,0,0,0,0,0,0,231,0.013881522386006213,33,0,21297.1137407519,12507.171849458015,65886.67919865268,25908.284610826435,0.0,9783.501842177902,1600.5595115458843,21297.1137407519,39714.38683154095,24,-13076,-69589,0.0,0.9054519689759682,36,0.0,3.6568172,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.58892150984197,-13.075913762298761]}"
1_1_1_1_2_305,0,0,0,0,0,0,0,0,0,249,0.15644028689507597,38,0,12590.526143738865,22259.532409132997,59059.88530740165,22235.019355737022,33088.063693665936,6702.8892725159485,728.2438227885544,12590.526143738865,8209.938690201956,24,-12628,-69742,0.0,0.8546677861375309,33,0.0,2.9957721,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.74146015103521,-12.62820671333799]}"
1_1_1_1_2_312,0,0,0,0,0,0,0,0,0,310,0.18902502809154295,34,0,1529.8372328402702,7467.903206703171,9759.936479005319,22065.89279060524,17309.577098787453,26103.007936163787,583.1452686054093,1529.8372328402702,22042.99097562232,24,-12808,-70467,0.0,0.8621836400736853,39,0.0,0.0,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.46833415060861,-12.808803800356092]}"
1_1_1_1_2_318,0,0,0,0,0,0,0,0,0,229,0.02447435835584613,34,0,6843.118583885933,0.0,58461.640668963715,6843.118583885933,7658.028884287269,7339.7905166377195,510.05594438870133,7933.3472121344375,15512.423420754269,34,-12951,-69821,0.0,0.9516796971990323,34,0.0,0.66442084,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.82095251675145,-12.952130358374994]}"
1_1_1_1_2_323,0,0,0,0,0,0,0,0,0,242,0.04562889653934971,34,0,12991.253196261516,21762.723855468437,51642.039240090045,21715.54236655022,35538.75466919881,9320.29969299204,300.10017858625145,12991.253196261516,16489.43602640036,34,-12592,-69673,0.0,0.9714529948458044,35,0.0,1.4252322,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.67341488356493,-12.592036601604613]}"
1_1_1_1_2_327,0,0,0,0,0,0,0,0,0,306,0.19459041412985792,34,0,6403.607892662444,6610.340417302061,12956.28636210527,19286.943486052416,12820.094618463905,32914.793734964136,2580.892511186174,6403.607892662444,14390.318965088723,34,-12874,-70492,0.0,0.9631286310724039,39,0.0,1.4699945,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.49220899579979,-12.874029090022093]}"
1_1_1_1_2_331,0,0,0,0,0,0,0,0,0,229,0.014328747974216658,36,0,19532.48555466916,9716.291184743217,63147.45469311293,24036.135762565584,0.0,8152.710505705679,2119.7066198643797,19532.48555466916,37035.84073155839,24,-13052,-69578,0.0,0.9559706784817852,34,0.0,2.0841289,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.5786261245597,-13.051522937522572]}"
1_1_1_1_2_341,0,0,2,0,0,0,0,0,0,287,0.8657215945849668,32,0,282.8566747267952,200.00987280319438,15088.819569178064,25641.2734940654,6871.292532371888,27355.69184028338,0.0,282.8566747267952,14095.020851620518,42,-12857,-70551,-1.0,0.9194674362807873,42,0.6,0.92740995,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.55098103287702,-12.856873785772017]}"
1_1_1_1_2_345,0,0,0,0,0,0,0,0,0,267,0.49197295710788547,33,0,632.4979619532382,2300.154301464768,12297.572496657494,27463.087728548253,15062.55086836587,25420.792621818156,500.0335437966887,632.4979619532382,22358.825320593136,42,-12784,-70511,0.0,0.929492287663437,43,0.0,2.9379466,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.51129670637145,-12.783881494826892]}"
1_1_1_1_2_347,0,0,0,0,0,0,0,0,0,456,0.0678190168039529,40,0,7084.423125525775,12268.54286563398,7084.423125525775,12782.388877744059,17524.707836310623,35358.52745614822,447.2539258841112,7593.444435403126,8670.845316064473,21,-12935,-70458,0.0,0.8730500581629287,35,0.0,12.747699,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.45856503391927,-12.935510578703106]}"
1_1_1_1_2_348,0,0,0,0,0,0,0,0,0,349,0.14248093190364866,40,0,5801.248621744207,7658.186257712233,6000.3998890178145,18434.07962460956,12132.172842322045,29730.41891000618,282.86156342370026,5801.248621744207,7242.71990525497,31,-12935,-70512,0.0,0.9175897887422749,31,0.0,3.0140147,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.51303203400958,-12.935200381241753]}"
1_1_1_1_2_357,0,0,0,0,0,0,0,0,0,248,0.025108561934825805,35,0,20648.55383645812,3466.6131248838815,62096.59023067504,20648.55383645812,0.0,4342.997211635467,141.46495673620024,21707.381601568017,26009.747099401116,31,-13073,-69795,0.0,0.9854148580104187,39,0.0,2.8914595,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.79451244789291,-13.073735726825616]}"
1_1_1_1_2_361,0,0,0,0,0,0,0,0,0,221,0.5065362485020166,34,0,8300.058663549275,20300.12559108125,59597.92401579259,20215.168854366435,30511.697805635496,300.08925430090795,2419.396915668629,8300.058663549275,3688.9149615774554,31,-12692,-69838,0.0,0.8261156886495644,33,0.0,4.9994082,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.8389006391274,-12.693021061395699]}"
1_1_1_1_2_366,0,0,0,0,0,0,0,0,0,264,0.16382263662033425,35,0,5278.494348107973,9379.737658015982,29738.81050732569,9400.51347609575,22342.649809211758,6153.61615969182,1393.1514332676204,5278.494348107973,4513.218378153914,24,-12812,-70097,0.0,0.869608511536101,36,0.0,1.328284,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.09801052765104,-12.812778568708456]}"
1_1_1_1_2_367,0,0,0,0,0,0,0,0,0,226,0.20877555053268823,35,0,20624.9711729202,29407.755997983153,43311.28791424951,29487.939041099526,43516.857288319356,141.4578462497751,0.0,20624.9711729202,4803.321930941714,41,-12614,-69986,0.0,0.9085798086526634,38,0.0,10.504643,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.98640920438453,-12.614664795808713]}"
1_1_1_1_2_379,0,0,0,0,0,0,0,0,0,309,0.0433454469638318,40,0,1140.3599649274674,1503.572954950765,8659.345635551077,1140.3599649274674,24091.447271911115,18175.723148950765,400.0647408545272,2648.0689852392325,20056.175570035623,24,-12921,-70279,0.0,0.8910665752876873,37,0.0,1.9924254,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.27904666395698,-12.922348938974007]}"
1_1_1_1_2_384,0,0,0,0,0,0,0,0,0,239,0.15213184930789278,36,0,11569.450337138564,20597.05743369081,47865.389330412356,20511.627948642097,33293.509078024734,3912.5765330473882,4702.331769693162,11569.450337138564,6611.62407987877,21,-12708,-69945,0.0,0.9605337585150062,32,0.0,2.820511,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.94532765930887,-12.708938791344053]}"
1_1_1_1_2_391,0,0,0,0,0,0,0,0,0,249,0.025520484780569546,38,0,1860.7140488222192,6605.182656799697,59295.29288202264,6575.574769836546,15393.32491292898,5435.002695922744,100.03260698860898,1860.7140488222192,15285.03472086239,21,-12789,-69712,0.0,0.8606243086727701,37,0.0,2.9974875,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.71235422973108,-12.789690723668745]}"
1_1_1_1_2_396,0,0,0,0,0,0,0,0,0,238,0.01966301448237789,40,0,200.06678572416763,0.0,57731.05550842794,200.06678572416763,8173.407709991592,11403.806786277555,400.13357144833526,2010.6463124453292,16703.180426708786,21,-12843,-69673,0.0,0.8160238049666784,36,0.0,3.3668723,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.67380300796735,-12.844045701028127]}"
