system:index,altitude,classification,clay,cluster,distance_any,distance_buffer,distance_dep,distance_nac,distance_parks,distance_ponds,distance_rivers,distance_vec,distance_villages,landform,latitude,longitude,mined,sand,slope,type,.geo
482,264,0.4795628537866183,38,0,1204.594299653544,0.0,39413.97408808221,4877.209301967193,11495.015478356532,13142.856886003765,223.68754584031385,1204.594299653544,10625.511612406748,24,-12781,-69517,0,38,1.9014187,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.51733651761326,-12.781690663804486]}"
483,733,0.6019478536740543,42,0,3492.5726856922743,2146.9206861496273,3492.5726856922743,23081.71226933088,5411.594213234298,21792.07714612752,0.0,13058.825888790692,5589.726370186173,41,-13141,-70816,0,34,10.38676,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.81602386666992,-13.141109500168866]}"
484,647,0.20663771207313386,37,0,3622.1519328984537,12499.992675779104,10198.033051770326,6536.8149679933,13652.830532988388,32534.577906748884,141.42127337320932,3622.1519328984537,9729.331378379118,31,-13213,-70661,0,34,14.984738,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.66064416548099,-13.213569652963894]}"
485,259,0.22472036958240008,34,0,18807.892406056893,8159.086499112507,18807.892406056893,54511.80867060839,14361.167310103627,9700.779094688494,100.0080319040051,19427.316356623025,12281.051469451324,41,-12464,-70478,0,38,1.4245263,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.47910985612904,-12.464356195194318]}"
486,298,0.42979046150014133,40,0,10773.466773890614,26364.464276038307,26039.354669452976,39126.94286559854,37612.63104673499,4104.498389724377,0.0,10773.466773890614,3126.340868581432,21,-12541,-70155,0,32,3.8231595,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.15561411266188,-12.541881722001834]}"
487,730,0.6495293187165141,38,0,1029.5040940605822,1170.4030071811803,1029.5040940605822,18653.958538818748,3323.963792367292,21458.50162632226,412.28696677041586,10154.220678799038,1204.090546000902,21,-13139,-70773,0,36,27.64265,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.77358846083062,-13.139598043759754]}"
488,1265,0.2456720161546192,34,0,7999.892072270021,8414.096944219193,7999.892072270021,13976.559153577016,14019.414607239758,25999.348803368495,141.40840122673052,12600.82955649027,10753.083862715557,21,-13231,-70839,0,34,37.17191,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.83975481508018,-13.23132458043773]}"
489,233,0.19363176405246535,36,0,9703.23011159855,3466.698720758384,66810.33825844625,13634.285601536218,0.0,3722.7980967204376,200.06660023914537,9703.23011159855,31511.918552406732,24,-12992,-69679,0,33,2.1166754,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.67913523381868,-12.992911753314658]}"
490,234,0.4335614389964626,40,0,3088.136381309982,3131.5767450529215,47783.646922078144,3088.136381309982,17581.62349990973,8967.471096317024,0.0,3202.668248684651,4926.130276096066,41,-12756,-69611,0,34,3.5412805,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.61217085637216,-12.756168945708719]}"
491,590,0.18181850507607358,41,0,4920.369443839272,10139.040910556458,11280.522434770794,5433.235062298289,11715.383094453407,30417.944627253826,141.4214598173665,4920.369443839272,9812.753999250399,31,-13190,-70657,0,32,19.168114,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.65771793286999,-13.19008681177498]}"
492,297,0.557348514293408,37,0,14584.260177124599,0.0,17918.737802195446,49650.87386349008,2193.2776632709147,9394.603049361804,2121.4232996755386,14584.260177124599,5012.228886059574,24,-12549,-70551,0,40,1.9553868,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.55136914252033,-12.548927070367583]}"
493,564,0.6966832170564291,38,0,1252.9787882282765,12911.828336839057,7017.735734818603,9888.237959186663,13756.623035605431,30124.980920118443,99.99859374011217,1252.9787882282765,7430.238705368086,21,-13227,-70687,0,39,9.2845545,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.68841413445963,-13.226946376795045]}"
494,830,0.652369147806784,37,0,1788.7782143127752,9683.595099283892,1788.7782143127752,15260.411760806946,11655.403496742401,29535.499115206687,721.0795509165406,2334.424104235882,2220.2657903250006,21,-13213,-70745,0,37,7.320744,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.74552442188967,-13.213908340616106]}"
495,292,0.6914738010072642,39,0,8438.639598966767,0.0,11261.835871529369,44156.32775968472,3780.4940321276963,8860.684454595268,670.870506378187,8438.639598966767,2010.1252778900373,21,-12572,-70493,0,40,3.1689575,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.49261210870641,-12.572764872943337]}"
496,199,0.5699080332803214,30,0,806.5459183204481,8339.376379819829,8545.63998149696,806.5459183204481,12569.224075936181,13655.328654846613,3539.766247358362,1456.6001483548941,5772.039799183593,31,-12524,-69144,0,30,3.365533,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.14496858298978,-12.524434539932042]}"
497,235,0.2757760932679812,35,0,12951.199523505777,20171.402880270947,48942.74075572026,20147.32828305809,35413.26200493366,10180.38175712007,2309.4612538865263,12951.199523505777,15216.989930306929,42,-12592,-69648,0,34,0.9502637,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.64860509891614,-12.592414380275734]}"
498,1012,0.48478552511546685,37,0,5531.236144050442,2459.4566616048555,5531.236144050442,22537.07850635398,7334.197904764365,23395.574649152404,360.5231550296042,13855.899337579103,7748.506340438298,11,-13152,-70833,0,35,24.974432,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.83363316107541,-13.15273446104516]}"
499,191,0.5763767644104479,31,0,10605.628720018205,0.0,55402.75879000042,16970.95193557537,100.03529650515861,10822.783546813262,1020.1638578556876,10605.628720018205,27107.35045880516,31,-12961,-69569,0,40,7.99235,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.56933611326907,-12.96152736332378]}"
500,239,0.12094121006326627,38,0,1552.939200405557,0.0,59427.87752452811,4687.72470961393,2476.7157665507866,5610.806490742886,848.8133076536913,1552.939200405557,21417.940610801325,24,-12896,-69663,0,33,1.6850059,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.66320663341912,-12.897105507276322]}"
501,231,0.22294851232996427,39,0,13184.115234686184,4302.659169366588,60258.903892999435,17537.785531798905,0.0,9628.836068709756,1887.4527136047009,13184.115234686184,30723.87562003261,24,-12994,-69599,0,34,2.8206022,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.59891914860592,-12.994917469151094]}"
502,257,0.45079359059369833,37,0,14176.512777281092,28181.909766010718,28131.990151407816,42288.80638916535,39416.31156368079,1565.5729048842832,1204.409730055168,14176.512777281092,6826.372708937604,41,-12509,-70147,0,34,1.6998122,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.1471874240562,-12.509368856899162]}"
503,249,0.2882586422112675,35,0,14011.910038595293,21358.850297276873,48051.445817522464,21385.77258913914,37207.55584445139,10837.432139980017,1400.476657137669,14011.910038595293,16702.990093000564,34,-12574,-69639,0,34,1.0419983,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.63935413896165,-12.57435166829886]}"
504,230,0.27933146538913156,35,0,5237.242135283966,300.1023458234707,58832.7328066281,9157.903350513358,0.0,4519.284039587327,949.0069439616867,5237.242135283966,23838.572536093554,21,-12928,-69636,0,35,2.35617,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.63655457284013,-12.92791542726099]}"
505,180,0.5559682476408078,32,0,100.0396259379877,5702.2586784652985,5444.582541999031,1432.3494634172075,13175.260514094507,14004.4757371653,4177.777431317399,100.0396259379877,3201.268030015606,41,-12547,-69163,0,37,5.2115827,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.16339148519197,-12.54703147916678]}"
506,256,0.37129508362657887,38,0,13378.83619372169,5955.383269014629,13378.83619372169,49278.70947975641,12641.190277495072,5873.364420518357,608.3327713860133,14044.096539727556,9916.565523074887,24,-12504,-70449,0,32,1.6997865,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.44989383146586,-12.504292496401389]}"
507,255,0.397202225026554,35,0,8237.610416558919,7001.654565270069,8237.610416558919,42381.74639008216,17623.093198023184,5814.55763142982,806.334064779256,9676.008777351071,9043.891181463234,24,-12542,-70349,0,34,0.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.3488812885249,-12.542788633592977]}"
508,242,0.4903260110042069,37,0,6523.848048308749,13606.36164257137,35719.70239144769,13729.366122191786,30163.288923031865,1581.7074128433962,2040.3412551580677,6523.848048308749,14587.767710897695,31,-12601,-69527,0,36,4.367655,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.52709860762971,-12.60081972488378]}"
509,210,0.523235056091884,30,0,922.2961537990387,7395.303770066684,27443.359260768804,7505.446939244358,24321.970727358836,4493.880458815633,894.758696521023,922.2961537990387,17825.97595439202,21,-12633,-69450,0,41,5.9011827,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.44981878064725,-12.633514706897238]}"
510,221,0.636315864029932,31,0,16231.210724346012,32121.310490953667,34007.44686576934,32220.66965498428,45822.526576899116,700.1624030358957,1780.8624534547864,16231.210724346012,1825.2521272758459,31,-12587,-70072,0,39,5.6093373,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.07297247287318,-12.587432489865863]}"
511,238,0.46909467294847,30,0,19877.68145020786,29907.275560132315,37913.97239670934,30007.299893109346,44855.53266738675,1746.8498768318643,2506.602599884952,19877.68145020786,2780.9642816723667,21,-12605,-70035,0,41,9.07916,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.03622494696765,-12.60566058327764]}"
512,264,0.4703455327835701,36,0,14986.706869098141,2816.2223254784835,16556.820437717983,50676.70900746366,8543.43014660516,8742.46414899623,4410.523558663238,14986.706869098141,6549.503317806698,24,-12512,-70502,0,34,1.4697762,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.5033041987922,-12.512135803143078]}"
513,213,0.703432991299883,31,0,538.6980416505381,10299.10131470824,50932.78267496903,10289.380593981958,23039.048074851366,2100.7080154118576,1581.6719113508495,538.6980416505381,7435.540422656118,31,-12704,-69657,0,41,3.2772632,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.6571773829182,-12.704519428343461]}"
514,965,0.20945474481326196,38,0,3067.6404809099104,9860.239339589296,15961.870828530084,3067.6404809099104,12149.75550547308,29820.454578028057,424.2734943958613,5966.706112750778,15373.695113262354,11,-13154,-70612,0,32,34.922977,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.61227937558256,-13.15421933342884]}"
515,255,0.24685170691336067,35,0,20898.3248260514,5000.28612462577,22276.1484149983,56620.64007873614,11002.44760979347,4000.2288997006162,4252.301648813264,20898.3248260514,11826.49594214327,42,-12465,-70531,0,36,3.0105643,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.53155498983602,-12.465871906520382]}"
516,234,0.46657882930555633,39,0,510.0891466204706,360.6874945849939,32127.98579266603,510.0891466204706,17072.020365937948,8083.808179781359,2508.9079733521517,583.3092554554573,12430.341407218066,21,-12710,-69476,0,40,1.9142177,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.47574359627343,-12.710332327711209]}"
517,595,0.642212448879598,33,0,99.9971337479855,11237.560256764547,4085.222547033278,12461.584873074056,12140.903995869257,29916.695863426594,1099.9684712278406,99.9971337479855,4201.0698908181785,31,-13217,-70717,0,38,0.66478896,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.71787380947528,-13.217711122799054]}"
518,194,0.6403008119554019,32,0,360.69789530809226,11011.628835257243,10473.147236951985,2702.9210598645636,16387.267663273626,17524.070667757383,5854.667290047185,360.69789530809226,5862.354506956602,21,-12498,-69169,0,40,4.2209587,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.16980372222869,-12.499099566162434]}"
519,218,0.32320547375680103,36,0,1803.4306093916186,360.6861218783237,45302.764499087316,16286.57835230535,0.0,11642.097408891794,360.6861218783237,1803.4306093916186,22059.315339645207,21,-12897,-69503,0,35,1.7016346,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.5028253587074,-12.89746286571341]}"
520,834,0.1741855270520994,38,0,7144.939783973098,5420.340827073573,11200.01804686046,7144.939783973098,7566.385167110535,25793.839266337534,0.0,9437.175796273248,11661.922580829028,21,-13140,-70655,0,33,30.888529,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.65553898755209,-13.14038532601854]}"
521,230,0.4581660090770224,38,0,5251.8032189697715,14147.63465764684,12949.916652761769,9629.229779047508,22087.760985145465,8685.541605364378,4532.76614128741,5251.8032189697715,7476.191672164733,21,-12520,-69278,0,32,4.4429398,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.27842700240171,-12.520712302921874]}"
522,298,0.27354141162738,39,0,24085.887129772178,39836.36307073131,39686.77464927705,43212.2797506681,51084.433527372115,6965.87513570621,632.608192327605,24085.887129772178,11600.212854997531,21,-12486,-70042,0,35,6.7335467,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.04218877127617,-12.486287439526771]}"
523,929,0.3703272256927854,36,0,10287.200486887668,2616.959842710502,10287.200486887668,17602.59003580865,8410.962269840918,27466.387319855094,0.0,16618.924546316826,13654.98384791131,31,-13192,-70875,0,40,8.522794,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.87543666287175,-13.192200822883098]}"
524,203,0.3687056795964286,32,0,5523.984692927317,5827.277285952919,24096.14930401225,13975.916116586117,7703.0812633773585,8026.302226471668,1304.3622311605488,5523.984692927317,22725.163760969703,24,-12466,-69000,0,34,2.1131344,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.00046011588746,-12.466598022671825]}"
525,227,0.5030008600741741,33,0,3717.4116162997066,8601.103337653838,55088.8301756808,8591.208646052079,19532.090981894387,3301.0929440111195,1970.4239391562414,3717.4116162997066,10917.825653489801,21,-12740,-69687,0,41,0.92740995,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.68766829014042,-12.740611424416853]}"
526,255,0.5934599529893602,34,0,1879.059767117171,1603.318496789842,1879.059767117171,37773.5330161538,12749.111632271066,1697.2643337883464,2213.8657485797044,3312.5050953675436,3312.5050953675436,21,-12592,-70378,0,38,0.6639368,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.37859396583525,-12.592361172841214]}"
527,240,0.33837802853830673,36,0,8212.613192475264,16015.892269690623,42915.426383922444,16194.839398148903,32359.69621711044,5002.743841176528,806.5069206683457,8212.613192475264,12410.776293961228,24,-12605,-69593,0,33,1.9557898,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.59339678309922,-12.605202089363278]}"
528,256,0.45377900504297036,34,0,8640.194620836819,16031.29228003684,38970.46895943092,16210.68893484134,32528.15185340303,2732.269442897927,200.07098349710785,8640.194620836819,14751.419626797258,21,-12588,-69556,0,36,1.7001754,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.55653263720234,-12.588100434760614]}"
529,263,0.2557909440474534,37,0,14363.988475415697,22081.455892579583,43022.00919297006,22287.823854910104,38578.360684274,8886.798205414028,223.68495912219936,14363.988475415697,19407.039057026126,31,-12541,-69588,0,33,3.396935,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.58864926629558,-12.541914570244584]}"
530,259,0.39354579972354314,33,0,13731.93604009208,7009.949999194783,13731.93604009208,49810.88806338516,13701.67539474815,6075.118047174835,223.62818567811954,14486.205108863214,10979.66567909992,24,-12496,-70443,0,34,2.6534657,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.44341319700457,-12.497094961883782]}"
531,270,0.3182965954482069,38,0,3624.9442241129295,17785.83847154084,16609.17128917292,13828.909859047042,26264.73992838801,8750.97506241269,3701.4397931064864,3624.9442241129295,5915.844933428123,21,-12474,-69274,0,36,0.92740995,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.27469665132654,-12.474597017550295]}"
532,212,0.4259651183444608,35,0,2693.5653848425277,2942.161937289376,32964.87519501699,3102.744789773846,19556.049736510566,5466.4253369861135,538.7130769685056,2693.5653848425277,11213.017058521204,24,-12690,-69490,0,37,2.3754246,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.49044254651994,-12.690411788798599]}"
533,228,0.3013566001687189,36,0,7274.363923545996,282.9399643696521,58300.05257361213,11190.445496588121,0.0,5658.7992873930425,781.2935131632269,7274.363923545996,24842.386674385525,21,-12939,-69621,0,35,1.0585155,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.62183430665618,-12.939705867416398]}"
534,220,0.5824618901253862,38,0,1253.4851532016146,9822.17991890675,8547.92183888411,4765.26016123956,17295.178979349545,6910.660941504619,1005.3795682088805,1253.4851532016146,6403.277895167003,21,-12563,-69263,0,32,2.3655596,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.26282307582528,-12.563229834193448]}"
535,276,0.4265745866655203,42,0,10566.72304201637,26148.220850144462,25818.83919885191,39097.8872457833,37395.60891854379,3890.5252159643796,100.02044224651029,10566.72304201637,3007.2739043754395,31,-12542,-70157,0,33,3.4483333,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.15745876973166,-12.54277791217665]}"
536,240,0.5544660114230391,35,0,18204.586113570564,33268.06528226431,35821.47006668321,33367.908513750626,47624.40732542145,1628.2676820876995,200.04737720100206,18204.586113570564,1603.501711343412,21,-12575,-70057,0,36,0.46373534,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.05727586002614,-12.57574087829844]}"
537,213,0.49816811709477277,38,0,3668.803128608072,14008.479174668084,23112.799415820176,13096.90491078665,29306.74877694556,8443.552750749384,316.34666877296183,3668.803128608072,21051.914139468336,34,-12564,-69406,0,38,3.3541996,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.40643151335138,-12.563954902395132]}"
538,240,0.5597705469247466,36,0,4385.7695256398565,15946.409060224676,14822.315479236559,11924.79360580365,24351.214205000386,9104.093869870096,4343.34963645032,4385.7695256398565,7854.809457353382,21,-12491,-69270,0,35,4.0156403,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.27011322110236,-12.491783300559582]}"
539,223,0.5436113898268284,39,0,3007.761613205907,11198.74588925865,30511.182276281663,11350.524997322535,28076.81819493035,1860.7894987326615,1613.0427260111553,3007.761613205907,17118.84249587096,31,-12607,-69478,0,31,2.4194105,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.47923540045502,-12.607239681469673]}"
540,209,0.5414307331366895,35,0,3001.1706212170357,11247.607363320167,10045.830593654575,6800.446306944333,19200.19607820207,8344.117928510048,3514.204346570234,3001.1706212170357,5435.351168076677,34,-12540,-69260,0,30,3.353902,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.26095916679851,-12.540624310304903]}"
541,218,0.21309996319518293,39,0,10948.330991882392,3961.218452067495,54044.00398351617,21329.233886649712,0.0,6714.3374129195545,700.2511073045512,10948.330991882392,29763.824284442286,34,-12980,-69533,0,34,1.0586568,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.53341963817864,-12.980592401959623]}"
542,220,0.17565879993627453,38,0,12799.074830761694,3445.0583574066636,56588.63622671959,20302.28231387653,0.0,7523.974723290792,806.512154569756,12799.074830761694,30548.20135912005,34,-12990,-69555,0,37,1.702085,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.55557279863994,-12.99139683552743]}"
543,214,0.31222168721701093,37,0,9094.986654101327,424.4148959523569,53671.65981143179,17898.537787966525,0.0,10268.638277028416,632.680372008647,9094.986654101327,26611.900750981284,21,-12955,-69553,0,35,2.7540627,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.55364862033933,-12.955231528981104]}"
544,252,0.3970159492262812,39,0,854.6916887465911,5387.000919458804,49924.53080556942,5368.392915947938,18610.643853887756,6083.191721097158,1655.8589208096805,854.6916887465911,5918.94229690259,21,-12743,-69636,0,34,1.9142337,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.63701416895807,-12.744355152023363]}"
545,587,0.17993508924288432,42,0,4717.093288434826,16138.814820746886,15103.308737631589,4936.705523700434,18031.75423899591,31499.89230078315,600.0130662639773,4717.093288434826,15086.746271044494,21,-13229,-70613,0,31,10.63182,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.61369392538879,-13.229237041671816]}"
546,268,0.23987654146649612,37,0,11721.684807507942,10242.994529847048,11721.684807507942,45409.45618008752,20222.828513608583,8006.7272389598465,282.88172495320373,13150.197486931993,11465.001231882634,21,-12512,-70339,0,34,6.936378,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.33952012587653,-12.512096825705193]}"
547,224,0.24172371525386635,35,0,7395.2092316633025,894.7472583081773,51748.67672041917,18619.82803216146,0.0,10431.578897788257,1800.644123032783,7395.2092316633025,25823.962179654965,24,-12945,-69539,0,36,1.0423158,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.53887603967492,-12.9453158706793]}"
548,249,0.45498268847397594,32,0,10549.156900137135,11756.407217308344,11958.871531855742,40311.37386690151,22961.80426570871,7113.071175851847,3124.587210236738,10549.156900137135,6320.795974246193,34,-12549,-70292,0,33,0.66388094,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.29278177305541,-12.550297340697833]}"
549,222,0.6190969444325668,34,0,6022.788997191209,16043.073292847834,53654.391172155585,16006.855815116769,28006.582944768317,1334.607754875941,1100.3638851250525,6022.788997191209,11841.567744536087,24,-12663,-69689,0,36,1.9562067,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.6893010155313,-12.662843166510784]}"
550,234,0.3123412391873484,34,0,14642.23899354674,21789.021355554556,49041.70101082503,21775.46903937469,37313.84078731083,11721.477130177804,2400.8129092038807,14642.23899354674,16960.093118951783,41,-12575,-69648,0,34,1.955574,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.64856195952467,-12.575233784492786]}"
551,665,0.6269695680153446,42,0,1612.4303703474297,10604.105148064638,7799.89754815528,8779.975790503977,11476.782640502684,30584.888848977313,412.3051469235953,1612.4303703474297,6789.60889702856,21,-13204,-70686,0,35,17.02797,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.68641368335716,-13.204361999776932]}"
552,860,0.33567577105533525,35,0,7683.684213371884,6465.463146913882,7683.684213371884,16490.88673517892,12342.269885470063,28508.57090620745,282.8163742828551,12845.982354850592,10308.74413124492,21,-13206,-70842,0,40,23.383259,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.8423392180926,-13.20690240885919]}"
553,254,0.4412563767797197,35,0,15089.354436313286,25453.922410295352,25775.154140505096,46358.24018322678,36498.883341959394,4752.76673596384,510.0012082553089,15089.354436313286,10030.41163061079,31,-12482,-70185,0,35,3.1680663,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.18571592673906,-12.48298215416779]}"
554,291,0.36768084349674535,40,0,18423.617832740536,32840.45727779751,32823.24078524977,43380.64015011748,44060.255874922834,2452.0708957398388,100.02205811407302,18423.617832740536,10379.668299413974,31,-12490,-70108,0,34,9.502748,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.10845793613265,-12.490543941805285]}"
555,240,0.24133397766469608,38,0,2377.889354701586,10212.265959776172,13028.077779357935,2786.7517297249497,17027.138410238116,4343.332683415827,3355.3952080124814,2377.889354701586,14486.260097192635,21,-12630,-69316,0,36,0.6639884,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.31629880793939,-12.630993592430407]}"
556,737,0.6409465097699523,37,0,3224.678387548904,7641.4567747665105,3224.678387548904,19052.54332096034,10343.842978858926,28012.50849950019,199.98606396759251,8245.63665389914,5432.852494460208,21,-13199,-70797,0,41,11.476715,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.79800161345392,-13.19908310715585]}"
557,261,0.5042134814182037,36,0,11228.082785023618,900.0708370560342,12804.522879356684,46841.384985787074,7211.670121234054,7506.588382776659,4105.198236211469,11228.082785023618,4460.171647043839,31,-12540,-70483,0,36,2.820459,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.48322782396336,-12.541176091558755]}"
558,251,0.4691127619533895,37,0,8042.570509992631,17972.04921624827,17904.2925273053,40707.21923766688,29221.787217027413,2828.928822231129,1360.3883094686837,8042.570509992631,6965.42942538923,34,-12543,-70234,0,35,2.4188316,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.2347681901973,-12.543337652171392]}"
559,251,0.37200711827980354,34,0,13737.529835613643,8303.28326603963,13737.529835613643,50050.24789797187,15963.196453948181,6021.431086064072,1526.5944367181316,14710.729211085187,13443.141061871478,31,-12487,-70420,0,37,1.6997122,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.42036258495445,-12.488176943297542]}"
560,234,0.38614346561536966,36,0,8276.384274853304,15772.008864165913,39250.75353492682,15959.651708274025,32266.976045594245,2524.780555323385,0.0,8276.384274853304,14291.421330384816,42,-12592,-69559,0,34,1.4252291,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.55930232925809,-12.591711703259984]}"
561,296,0.38765863100282827,41,0,9228.295702260486,20463.738849897316,20447.35582567386,42050.7174956205,31700.962564188707,3214.625209917071,300.05539527623057,9228.295702260486,7325.285740480537,21,-12531,-70214,0,35,5.5675955,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.21446670753511,-12.531676710590363]}"
562,726,0.5430673874748122,37,0,5092.723522915747,7769.1892684918175,5092.723522915747,18141.585394877937,11179.441821199918,28168.821609956543,223.58883642399837,10393.394246580072,7623.035047790595,31,-13198,-70818,0,39,6.171752,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.81829520428127,-13.19893978071337]}"
563,287,0.19515767509970242,38,0,11719.524329417663,17808.96150215268,18207.52724021373,44118.92600992834,28853.01366009331,6491.108934775706,2140.461670776307,11719.524329417663,10717.253110128662,21,-12512,-70249,0,36,3.75604,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.24934474122331,-12.512530555336328]}"
564,298,0.5848333249885506,39,0,11693.87749162195,0.0,14823.189521089074,47166.01352304697,3162.4715907814884,11360.274097155403,2915.6547426135694,11693.87749162195,1910.6144810799742,24,-12557,-70522,0,40,0.6638912,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.52289641715066,-12.558130264796985]}"
565,623,0.14730251334567182,36,0,5001.183771294333,12055.73253121758,16322.364711206064,5001.183771294333,14354.969589621058,30915.37282345915,200.0073533804445,5578.735377669612,16477.559408467336,31,-13139,-70581,0,36,29.114027,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.58082035699418,-13.139047721592808]}"
566,262,0.30813635817984775,39,0,11234.797541514852,14045.411110490691,14442.548916012238,42315.80137952727,25128.738365092846,7560.318765626925,5125.277091023043,11234.797541514852,8733.531943045457,21,-12530,-70279,0,32,3.3655584,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.27887920718874,-12.530473804517266]}"
567,237,0.37932080026212067,38,0,2025.608208238022,12130.984121329691,22297.853362995644,11137.02682584231,27801.83149500339,7703.549304997745,1477.038333382465,2025.608208238022,21327.0341135853,21,-12581,-69401,0,37,7.438461,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.40185544835252,-12.58114313240067]}"
568,211,0.6068077059246463,27,0,781.2895102509217,8028.925648329686,50539.38482467937,8008.9593739702705,20909.23281271712,3606.7725195543594,0.0,781.2895102509217,6440.348126781706,21,-12723,-69648,0,47,0.46373534,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.64893641999545,-12.72352872121854]}"
