system:index,altitude,classification,clay,cluster,distance_any,distance_buffer,distance_dep,distance_nac,distance_parks,distance_ponds,distance_rivers,distance_vec,distance_villages,landform,latitude,longitude,mined,random,sand,slope,type,.geo
2823_0,353,0.24039314532897446,41,0,7418.441827387297,7725.687958204808,7885.849488176648,17376.472049467684,12935.302116018107,31581.39573823629,1666.5370583885988,7418.441827387297,9469.458905158319,26,-12920,-70498,0,0.9163088465981534,33,4.743827,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.49740581269948,-12.918973392568716]}"
2835_0,383,0.3424661425965875,41,0,6424.705397358413,10511.68266355486,6424.705397358413,14843.629440621466,15522.135442956502,33076.46899971305,1420.5010948331796,6589.731680871721,8430.246768734238,28,-12938,-70479,0,0.9157799531457541,33,4.3853145,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.4809139192405,-12.935339473915292]}"
2841_0,272,0.08573493730253519,38,0,1663.9341143833315,23461.14373082162,21064.317822978453,24779.57891829364,32761.010963155673,10072.52261861654,5795.701288169469,1663.9341143833315,9720.765185977205,35,-12690,-70202,0,0.8246634519530899,34,1.8435017,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.20322913584968,-12.687235354890731]}"
2851_0,314,0.38106551650413556,38,0,455.9015008310482,2949.808601741421,7638.855596056897,455.9015008310482,15182.231968628235,27355.060152250462,93.09332184803452,7921.161178440536,9328.513280363895,29,-12996,-70347,0,0.8622370699934857,39,2.3227406,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.34851937659937,-12.995724532190447]}"
2852_0,250,0.04879260940977223,30,0,21056.623123737496,6854.43978403797,47663.47748182511,21056.623123737496,0.0,1326.0785392857058,4466.367938451857,26820.387036684075,22934.402405885907,32,-13103,-69927,0,0.831150373522092,39,0.6966403,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.92849023656993,-13.100639774091025]}"
2857_0,248,0.0488382273363542,31,0,20484.522774739537,5792.801502549266,51268.795844965774,20484.522774739537,0.0,1148.1697407338381,3317.9890896206257,24849.30551156714,22884.815048323002,27,-13096,-69894,0,0.9620325114957802,37,2.5252464,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.89526376358997,-13.095332281434889]}"
2864_0,246,0.5485383894339289,32,0,10813.102862254327,0.0,50360.72327730886,10813.102862254327,1949.268553640206,2395.9811004222965,1951.832389781558,16420.992657384104,13423.812571473532,31,-13009,-69904,0,0.9183033967804481,39,2.3919911,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.90601626816765,-13.00849481778742]}"
2867_0,267,0.07178374350722122,34,0,16867.009218321895,2514.0791590258627,36135.760587717145,16867.009218321895,0.0,6679.756452863576,149.89373190522554,18955.538032008702,16978.74674343414,33,-13048,-70037,0,0.8932609371447949,37,1.6948708,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.03895034932506,-13.04597044844746]}"
2876_0,317,0.6018190369908707,41,0,2167.461643654938,2723.616015881923,8628.050709219213,25143.31730054996,6571.213067914774,23110.155267592134,37.50146389964526,2167.461643654938,5813.786683717791,36,-12930,-70575,0,0.9971705824037161,35,5.621904,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.5748819120772,-12.929365351516914]}"
2877_0,395,0.5789511373393056,40,0,659.7647643760769,8447.05030156492,659.7647643760769,7798.103664922218,14613.79046059381,35095.58532469217,273.8386070584407,4259.266958526847,798.6048407179428,26,-13028,-70421,0,0.8909015295275897,32,2.8777199,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.42061053600136,-13.027884992228485]}"
