system:index,distance_dep,distance_nac,distance_vec,elevation,first,latitude,longitude,lossyear,offset,price_after,price_before,price_dif,scale,slope,.geo
1_1_1_2_1376,1269368.8168667455,3451.3852418126758,8398.61375904431,255,1,-12.928125000000009,-69.981625,0,-1.0,1669,1571.5,97.5,1.6,0.0,
1_1_1_2_1377,10577.224860277533,1269713.2375529816,328.7925441815477,290,1,-12.788375000000002,-70.490625,1,-32.5,1669,1571.5,97.5,45.7,4.224808,
1_1_1_2_1378,17587.495880842234,1269602.10601645,77.49036293408524,293,1,-12.833624999999998,-70.538625,0,-17.0,1669,1571.5,97.5,20.6,6.464861,
1_1_1_2_1379,1269400.4133045033,2303.099460112165,6324.079301852032,250,1,-12.915374999999997,-69.995625,0,-214.0,1669,1571.5,97.5,151.3,0.0,
1_1_1_2_1380,15412.42872712399,1269570.153254023,3133.853098003824,298,1,-12.846625000000003,-70.51237499999999,1,-24.5,1669,1571.5,97.5,14.7,0.951216,
1_1_1_2_1381,1269321.678889058,6455.955426280876,7734.967548344207,257,1,-12.947125,-70.03162499999999,1,-56.5,1669,1571.5,97.5,35.0,3.9120128,
1_1_1_2_1382,14985.03029245873,1269685.6233325265,356.18417626199175,297,1,-12.799625000000006,-70.529625,1,144.0,1669,1571.5,97.5,-14.1,4.7028384,
1_1_1_2_1383,1269410.2741232372,1655.6247589929103,9747.695408535697,249,1,-12.911375000000007,-69.956625,0,-47.0,1669,1571.5,97.5,28.2,2.0838835,
1_1_1_2_1384,13086.494492964108,34234.792970771516,4861.7057088071315,388,1,-12.923874999999995,-70.629625,1,-222.5,1669,1571.5,97.5,153.2,12.026853,
1_1_1_2_1385,14687.95648753301,34131.99464801105,12400.76270680353,347,1,-12.988624999999999,-70.669625,0,-101.5,1669,1571.5,97.5,79.6,1.3287638,
1_1_1_2_1386,1269396.0765851017,2626.399874942996,6217.622649022667,253,1,-12.917124999999999,-69.998625,0,-325.0,1669,1571.5,97.5,211.0,2.0838938,
1_1_1_2_1387,11984.212906080711,1269746.3222113443,1185.8258669616594,279,1,-12.774875000000009,-70.512125,0,44.5,1669,1571.5,97.5,18.3,5.492536,
1_1_1_2_1388,9085.31240160813,1269879.426346091,1831.6991195474166,278,1,-12.720375000000004,-70.496875,0,-42.5,1669,1571.5,97.5,58.1,0.95074016,
1_1_1_2_1389,7525.101552892668,1269964.6283770963,4757.792756174397,285,1,-12.685375000000008,-70.47212499999999,1,15.5,1669,1571.5,97.5,8.9,5.4280024,
1_1_1_2_1390,11481.52114336881,29923.91092923486,12137.76790392093,349,1,-13.014624999999995,-70.639375,0,-66.5,1669,1571.5,97.5,43.3,11.14869,
1_1_1_2_1391,19383.494196260635,1269396.6961173518,3578.372744306046,322,1,-12.916875000000005,-70.543125,0,-57.0,1669,1571.5,97.5,34.4,5.0000453,
1_1_1_2_1392,8455.504721191272,1269921.4862096899,2446.7837275940715,274,1,-12.703125,-70.48837499999999,0,-96.0,1669,1571.5,97.5,71.0,2.654555,
1_1_1_2_1393,7132.18180302657,23407.34623396022,7368.39317172377,406,1,-13.040125000000003,-70.585625,0,-7.5,1669,1571.5,97.5,4.6,8.58285,
1_1_1_2_1394,20608.707499539476,1269604.58374149,2797.450491966727,309,1,-12.832625000000007,-70.570875,0,73.0,1669,1571.5,97.5,8.2,1.9018009,
1_1_1_2_1395,1269354.5672355292,4544.866417528003,7286.02147316,256,1,-12.933875,-70.004375,0,-68.0,1669,1571.5,97.5,43.8,2.8525455,
1_1_1_2_1396,1269382.446799098,3246.8761119087967,6533.953754187829,256,1,-12.922624999999996,-70.00037499999999,0,-253.5,1669,1571.5,97.5,158.3,2.6557388,
1_1_1_2_1397,12811.68732403848,1269817.2371239695,245.08756606376934,296,1,-12.745874999999998,-70.529375,0,217.5,1669,1571.5,97.5,-41.8,5.6274414,
1_1_1_2_1398,11014.680385418358,1269665.3897280695,2238.630994871904,299,1,-12.807874999999996,-70.483625,0,60.0,1669,1571.5,97.5,-6.5,2.9379756,
1_1_1_2_1399,20483.172048372,1269672.1515042072,5354.0046676028305,306,1,-12.805125000000004,-70.583625,0,33.0,1669,1571.5,97.5,21.2,2.6551023,
1_1_1_2_1400,20935.219923349592,1269644.5363901486,4607.084755364855,300,1,-12.816375000000008,-70.582625,0,-48.0,1669,1571.5,97.5,44.5,0.92740995,
1_1_1_2_1401,27711.864563084604,1269391.7398508838,3634.2244310289766,369,1,-12.918875,-70.61937499999999,0,-101.0,1669,1571.5,97.5,85.6,10.7629595,
1_1_1_2_1402,1269383.0663380006,3486.464721588735,5649.249760245842,255,1,-12.922375000000002,-70.014375,0,-451.5,1669,1571.5,97.5,298.6,0.951504,
1_1_1_2_1403,15767.619459196567,1269559.6742246721,3164.808785976561,306,1,-12.850875000000002,-70.515125,0,-32.0,1669,1571.5,97.5,20.3,0.9512318,
1_1_1_2_1404,8737.937796048463,1269948.2180124496,2944.544004256919,264,1,-12.692125000000004,-70.487375,0,-59.0,1669,1571.5,97.5,42.7,7.616931,
1_1_1_2_1405,5280.467992670598,12441.357796557435,3862.927832529499,512,1,-13.058374999999998,-70.482125,1,40.0,1669,1571.5,97.5,-1.3,7.057077,
1_1_1_2_1406,19841.202434575498,1269438.720349115,2050.304479579649,308,1,-12.899875000000009,-70.548625,0,-24.5,1669,1571.5,97.5,16.2,4.22632,
1_1_1_2_1407,11309.855536997862,31837.77370603321,8188.627258601411,316,1,-12.968625000000003,-70.634875,0,-19.5,1669,1571.5,97.5,24.1,2.9381728,
1_1_1_2_1408,15316.122698623407,1269580.5805766843,2946.240239123561,295,1,-12.842375000000004,-70.512125,1,-34.5,1669,1571.5,97.5,20.7,3.9794,
1_1_1_2_1409,19927.72565587902,1269435.674413478,2148.591877748984,309,1,-12.901125000000008,-70.549375,1,-34.0,1669,1571.5,97.5,23.1,4.835601,
1_1_1_2_1410,13373.502369901325,31041.34109656513,13980.058679167754,345,1,-13.025374999999997,-70.654875,0,0.0,1669,1571.5,97.5,0.0,2.1168983,
1_1_1_2_1411,20011.618008579142,1269538.0964435376,329.8866997624727,306,1,-12.859625000000008,-70.553375,1,-23.0,1669,1571.5,97.5,27.8,0.0,
1_1_1_2_1412,8983.648812608451,29418.59861780258,8164.087272128983,389,1,-12.979875000000007,-70.615875,0,3.5,1669,1571.5,97.5,-0.7,6.6328874,
1_1_1_2_1413,1269352.089022467,4287.286284106155,7993.134961076376,257,1,-12.934875000000005,-69.99437499999999,0,-73.5,1669,1571.5,97.5,44.1,4.72336,
1_1_1_2_1414,16313.54950684268,1269568.9143585095,2442.112281761122,296,1,-12.847125000000005,-70.520625,1,-60.0,1669,1571.5,97.5,39.0,4.6273675,
1_1_1_2_1415,14309.030850275833,1269573.1988670207,4058.083900249881,300,1,-12.845375000000004,-70.502375,1,-13.5,1669,1571.5,97.5,9.0,2.6553197,
1_1_1_2_1416,1269326.0158626435,5998.88412396231,7934.51316149033,254,1,-12.945374999999999,-70.015125,0,-36.0,1669,1571.5,97.5,21.6,2.938144,
1_1_1_2_1417,1269294.3659410805,6870.390510221341,9934.276488899943,258,1,-12.958124999999995,-69.998375,0,-205.5,1669,1571.5,97.5,123.3,2.9381597,
1_1_1_2_1418,11098.361373866708,1269862.963271666,523.5261221036658,282,1,-12.727125000000001,-70.51537499999999,0,14.5,1669,1571.5,97.5,10.1,1.3280549,
1_1_1_2_1419,12960.761368656125,1269726.0895741484,252.61234677208319,280,1,-12.783124999999998,-70.517875,1,-71.0,1669,1571.5,97.5,53.3,0.92740995,
1_1_1_2_1420,1269360.1431972298,3859.8089348660606,8013.9973952058535,257,1,-12.931624999999997,-69.99012499999999,1,-32.5,1669,1571.5,97.5,19.5,1.8543341,
1_1_1_2_1421,10254.17496101483,1269830.655803023,2084.16719800517,282,1,-12.740375,-70.506625,1,114.0,1669,1571.5,97.5,12.1,2.0835888,
1_1_1_2_1422,11695.764848951843,1269830.0364824955,901.351723154179,284,1,-12.740625000000009,-70.519875,0,65.0,1669,1571.5,97.5,-0.8,1.3280907,
1_1_1_2_1423,1269381.2077203863,3360.3224466825664,6489.642667401767,254,1,-12.923124999999999,-70.001625,0,-281.0,1669,1571.5,97.5,179.5,1.3285846,
1_1_1_2_1424,16786.812826932768,1269598.4410392954,946.2843761171365,287,1,-12.835125000000005,-70.528875,1,-28.0,1669,1571.5,97.5,46.3,1.9018197,
1_1_1_2_1425,13246.360943182115,1269730.992921435,27.399761828201857,288,1,-12.781125000000003,-70.521875,1,-74.0,1669,1571.5,97.5,47.4,2.1152306,
1_1_1_2_1426,14977.029440384844,33446.60292316112,14232.299253901749,330,1,-13.009375000000006,-70.672125,0,0.0,1669,1571.5,97.5,0.3,0.92740995,
1_1_1_2_1427,1269682.5779892036,10423.078416570534,8432.620089479089,242,1,-12.800875000000005,-69.935125,1,-57.0,1669,1571.5,97.5,70.9,5.091181,
1_1_1_2_1428,1269321.0593201932,6481.179203239327,7762.220186510877,256,1,-12.947375000000008,-70.03162499999999,1,-48.0,1669,1571.5,97.5,29.9,4.747539,
1_1_1_2_1429,7188.066271001443,13288.889689086187,4683.4447008967045,521,1,-13.069375000000008,-70.49737499999999,0,10.5,1669,1571.5,97.5,-0.6,16.74524,
1_1_1_2_1430,11894.876828851973,33030.17589921164,3662.8632243263014,317,1,-12.925875000000005,-70.617125,0,-130.5,1669,1571.5,97.5,131.3,3.9800766,
1_1_1_2_1431,5440.629480294142,17010.556530226095,3173.414159349172,574,1,-13.047624999999996,-70.52437499999999,0,-2.0,1669,1571.5,97.5,12.9,3.8244884,
1_1_1_2_1432,1269291.2680270723,7400.4949114286965,9527.721298638582,258,1,-12.959375000000009,-70.01112499999999,0,-160.5,1669,1571.5,97.5,96.3,0.92740995,
1_1_1_2_1433,1269291.8876104786,7268.548047646604,9601.535838373275,257,1,-12.959125,-70.008375,1,-305.0,1669,1571.5,97.5,183.0,0.9516439,
1_1_1_2_1434,13723.900018126025,1269739.5608301896,191.79962701691608,289,1,-12.777625,-70.528375,0,-83.5,1669,1571.5,97.5,58.9,0.950955,
1_1_1_2_1435,15195.622504935427,1269548.5756509944,3943.1910816304603,297,1,-12.855374999999995,-70.509625,0,-0.5,1669,1571.5,97.5,2.2,2.0837865,
1_1_1_2_1436,14050.315243575416,1269734.038148639,82.19948262518236,294,1,-12.779875000000004,-70.530625,1,-111.0,1669,1571.5,97.5,78.9,1.3281968,
1_1_1_2_1437,16134.47009414161,1269579.9611341665,2227.3878996413605,288,1,-12.842624999999998,-70.51962499999999,0,-20.5,1669,1571.5,97.5,20.0,9.219813,
1_1_1_2_1438,9578.067587291607,1269982.8962694556,3065.7096060373697,261,1,-12.677875,-70.494875,0,-8.0,1669,1571.5,97.5,7.6,3.3981993,
1_1_1_2_1439,1269412.1326982935,2090.6709128956263,5327.545659743596,251,1,-12.910624999999996,-70.003625,0,-190.0,1669,1571.5,97.5,116.6,0.92740995,
1_1_1_2_1440,9474.760077908863,30618.285560166834,3627.2470686286315,321,1,-12.941125,-70.601125,0,58.5,1669,1571.5,97.5,0.6,3.8010635,
1_1_1_2_1441,1269244.023901562,7876.351187269872,12130.842269059447,268,1,-12.978375,-70.082875,1,31.0,1669,1571.5,97.5,43.7,5.860997,
1_1_1_2_1442,1269358.2845460512,3933.168540231799,8129.989583754582,256,1,-12.932375000000008,-69.989375,1,-46.0,1669,1571.5,97.5,27.6,1.3286103,
1_1_1_2_1443,1269321.0593201932,5746.742078408171,8840.648802620864,252,1,-12.947375000000008,-69.999375,1,-123.0,1669,1571.5,97.5,73.8,1.8543341,
1_1_1_2_1444,28216.122738161597,1269456.0665551124,4619.1714811073,405,1,-12.892875000000004,-70.625125,1,-36.0,1669,1571.5,97.5,22.2,3.9112103,
1_1_1_2_1445,10427.096395089235,1269733.4187809858,581.2378322189112,289,1,-12.780124999999998,-70.492625,0,69.0,1669,1571.5,97.5,-3.5,2.083657,
1_1_1_2_1446,9152.833318078898,1269924.5309800988,1837.903502279542,274,1,-12.701875000000001,-70.494625,0,-38.5,1669,1571.5,97.5,49.6,0.95067155,
1_1_1_2_1447,1269444.2959411775,712.2329536559212,2548.191529122526,255,1,-12.897625000000005,-70.049125,0,-24.0,1669,1571.5,97.5,81.6,2.9986498,
1_1_1_2_1448,5959.493752094217,11192.993703649026,5149.435825059503,569,1,-13.068124999999995,-70.474875,0,93.5,1669,1571.5,97.5,-3.5,17.016972,
1_1_1_2_1449,8018.476627676161,1269891.605787306,2618.8368817395212,285,1,-12.715375000000009,-70.486625,0,40.5,1669,1571.5,97.5,5.5,2.0835462,
1_1_1_2_1450,1269383.6858766004,2745.929626918944,9132.805366195622,255,1,-12.922125000000008,-69.968625,1,-105.5,1669,1571.5,97.5,65.4,2.9381156,
1_1_1_2_1451,1269316.7223296724,5814.4077115133205,9311.348760589575,253,1,-12.949124999999995,-69.993875,1,-214.5,1669,1571.5,97.5,128.7,1.8543341,
1_1_1_2_1452,22205.217542370618,1269544.291059384,1725.0612510532064,305,1,-12.857124999999996,-70.57362499999999,0,-66.0,1669,1571.5,97.5,62.5,2.1157467,
1_1_1_2_1453,21541.59638065845,1269604.58374149,3770.9506929583613,309,1,-12.832625000000007,-70.580375,0,-8.5,1669,1571.5,97.5,19.1,1.9018009,
1_1_1_2_1454,21602.073664015945,1269602.7254481635,3768.954178019189,310,1,-12.833375000000004,-70.580625,0,2.5,1669,1571.5,97.5,15.8,0.0,
1_1_1_2_1455,1269346.5130253865,5423.786757246817,6639.648191163218,255,1,-12.937125000000009,-70.032125,0,-311.0,1669,1571.5,97.5,258.2,0.92740995,
1_1_1_2_1456,1269238.4474297315,7357.487924100433,12089.56459011811,273,1,-12.980625000000003,-70.104625,0,-45.0,1669,1571.5,97.5,27.8,3.9805236,
1_1_1_2_1457,9933.22706910235,1269739.5608301896,739.798561350962,295,1,-12.777625,-70.488875,0,6.5,1669,1571.5,97.5,25.3,3.399136,
1_1_1_2_1458,14596.853454728132,32545.779272945307,14783.85082280872,335,1,-13.019625000000005,-70.66737499999999,1,-4.0,1669,1571.5,97.5,4.4,1.9032266,
1_1_1_2_1459,11915.852993365992,32427.860297588544,8427.583258737155,316,1,-12.966875000000002,-70.640125,0,-13.0,1669,1571.5,97.5,13.6,2.0839803,
1_1_1_2_1460,12645.676655084197,1269684.4361656592,1170.4754194426857,290,1,-12.800125000000008,-70.505875,0,-13.0,1669,1571.5,97.5,12.2,2.937966,
1_1_1_2_1461,1269315.483186802,5832.631771744692,9519.276802126844,254,1,-12.949624999999997,-69.991125,1,-162.0,1669,1571.5,97.5,97.2,1.8543341,
1_1_1_2_1462,1269398.554712288,1841.629589765118,5689.817064881043,260,1,-12.916125000000008,-70.072625,0,-330.5,1669,1571.5,97.5,212.7,1.3285656,
1_1_1_2_1463,12150.003789770217,1269783.5865820565,2020.9902865380748,289,1,-12.759625,-70.519875,0,-40.5,1669,1571.5,97.5,38.7,3.3989685,
1_1_1_2_1464,12103.333029971009,32948.53375197583,7133.400014844924,331,1,-12.953125,-70.636875,1,8.0,1669,1571.5,97.5,16.8,4.704705,
1_1_1_2_1465,1269363.8604914222,3674.1841392161045,8078.735338365677,252,1,-12.930125000000004,-69.987625,1,-13.5,1669,1571.5,97.5,8.1,1.3286035,
1_1_1_2_1466,11920.009077657533,32833.320236803986,6705.587063106472,328,1,-12.950625000000002,-70.633875,1,-87.0,1669,1571.5,97.5,79.2,4.7475967,
1_1_1_2_1467,1269315.483186802,6740.250901919393,8015.821643916186,253,1,-12.949624999999997,-70.030875,0,-1.5,1669,1571.5,97.5,2.0,2.0839503,
1_1_1_2_1468,28023.950997939464,1269449.2520024525,4319.958477668426,405,1,-12.895624999999995,-70.623375,1,-98.0,1669,1571.5,97.5,60.6,6.7767277,
1_1_1_2_1469,14267.938123974687,1269679.5326385766,451.87013418023383,290,1,-12.802125000000004,-70.52137499999999,0,96.0,1669,1571.5,97.5,-11.2,0.92740995,
1_1_1_2_1470,28209.957257523693,1269426.3816833228,4192.679418134312,347,1,-12.904875000000004,-70.624875,1,-46.5,1669,1571.5,97.5,32.4,2.6556437,
1_1_1_2_1471,3737.3565197199428,10888.47890738766,4583.243618514119,488,1,-13.053125000000009,-70.46012499999999,0,37.0,1669,1571.5,97.5,5.5,6.61633,
1_1_1_2_1472,11285.85735826194,1269800.1022968816,2132.3739005296784,283,1,-12.752875000000003,-70.513625,0,0.0,1669,1571.5,97.5,28.7,2.6548212,
1_1_1_2_1473,21749.356347280624,1269549.8145663552,1424.584311628308,304,1,-12.854875000000007,-70.570125,0,-32.0,1669,1571.5,97.5,59.3,4.834748,
1_1_1_2_1474,20963.772393068102,1269605.2031719948,3199.360518808264,313,1,-12.832374999999999,-70.574625,0,74.5,1669,1571.5,97.5,0.4,3.3996563,
1_1_1_2_1475,1269465.9269415492,929.7846146756247,1424.4901798401202,251,1,-12.888874999999999,-70.033625,0,-14.5,1669,1571.5,97.5,10.1,5.6275315,
1_1_1_2_1476,11839.61775090517,32835.4778011871,6155.720435315332,329,1,-12.946375000000003,-70.630875,0,-116.5,1669,1571.5,97.5,125.3,1.3286482,
1_1_1_2_1477,1269396.6961173518,2439.3213930604916,6454.942191259724,254,1,-12.916875000000005,-69.995375,1,-189.5,1669,1571.5,97.5,128.9,0.95148283,
1_1_1_2_1478,10052.371436801268,1269832.4621528357,2218.373716662128,279,1,-12.739625000000004,-70.504875,0,97.0,1669,1571.5,97.5,14.3,3.9089744,
1_1_1_2_1479,1269278.2567056713,7873.515156564716,10133.926953338743,260,1,-12.964624999999998,-70.00937499999999,1,-102.0,1669,1571.5,97.5,61.2,1.3286984,
1_1_1_2_1480,5225.861224860828,21238.736880274475,5199.026525841761,455,1,-13.037625000000006,-70.562625,0,-14.0,1669,1571.5,97.5,17.8,9.223448,
1_1_1_2_1481,19779.381082233485,1269427.6207179406,2539.30821014232,313,1,-12.904375000000002,-70.547875,0,-36.5,1669,1571.5,97.5,26.0,3.911382,
1_1_1_2_1482,24654.398817567304,1269450.4910147479,1813.786261267435,335,1,-12.895125000000007,-70.592625,0,74.0,1669,1571.5,97.5,35.5,2.6555893,
1_1_1_2_1483,14893.297731720924,1269749.986761658,493.2030905967832,290,1,-12.773375000000001,-70.541625,1,17.5,1669,1571.5,97.5,15.1,1.3281788,
1_1_1_2_1484,17629.89748662181,1269539.9548314654,1899.0138702769907,293,1,-12.858874999999998,-70.53162499999999,0,62.5,1669,1571.5,97.5,10.1,2.9380379,
1_1_1_2_1485,1269657.440723812,9237.37086336178,9105.59692462607,237,1,-12.811125000000004,-69.93962499999999,1,342.0,1669,1571.5,97.5,-83.2,0.95108163,
1_1_1_2_1486,14415.510233020554,1269566.4365638562,4129.5641848814585,302,1,-12.848124999999996,-70.502875,1,-5.5,1669,1571.5,97.5,4.1,1.3283806,
1_1_1_2_1487,417.1471088827283,12855.032903075275,2416.5870575491103,401,1,-13.019374999999997,-70.455375,0,41.5,1669,1571.5,97.5,21.7,2.7802885,
1_1_1_2_1488,21609.246008814327,1269542.4326778038,1117.5293795075365,303,1,-12.857875000000007,-70.568125,0,45.0,1669,1571.5,97.5,34.7,2.0837908,
1_1_1_2_1489,12071.340881871422,32950.952736739644,6943.904195911306,330,1,-12.951625000000007,-70.635875,0,-59.0,1669,1571.5,97.5,56.7,1.9027058,
1_1_1_2_1490,14014.371720743418,34098.211468344874,10597.768315023268,342,1,-12.973124999999996,-70.66137499999999,0,56.0,1669,1571.5,97.5,13.3,3.8244178,
1_1_1_2_1491,1269329.7332567796,6085.511620609257,7370.192032153594,255,1,-12.943875000000006,-70.032625,1,-276.0,1669,1571.5,97.5,168.3,0.92740995,
1_1_1_2_1492,1269236.5886003433,7614.955984427972,12803.133979254253,272,1,-12.981375,-70.09712499999999,0,-165.0,1669,1571.5,97.5,130.3,1.328744,
1_1_1_2_1493,11663.996794806146,1269804.3860253303,1654.3243282846013,281,1,-12.751125000000002,-70.517625,0,35.5,1669,1571.5,97.5,15.4,2.7802885,
1_1_1_2_1494,1269460.970945374,651.146400924563,2093.4415712660066,250,1,-12.890875000000008,-70.02562499999999,0,-97.0,1669,1571.5,97.5,59.6,1.3284968,
1_1_1_2_1495,8901.81938178759,28477.343719565306,9651.861589930932,442,1,-12.999125000000006,-70.617125,0,55.0,1669,1571.5,97.5,-2.7,14.775618,
1_1_1_2_1496,21650.206642193007,1269600.2993388933,3700.2102778382373,312,1,-12.834375000000009,-70.580625,1,39.0,1669,1571.5,97.5,3.6,0.9511698,
1_1_1_2_1497,7933.139091438912,1269878.2393604037,2844.1030027727297,271,1,-12.720875000000007,-70.486375,0,101.5,1669,1571.5,97.5,-15.8,1.9009612,
1_1_1_2_1498,14546.639589919341,1269715.0440698385,931.5802006086301,293,1,-12.787625000000006,-70.531875,0,-47.5,1669,1571.5,97.5,67.8,2.9974651,
1_1_1_2_1499,11626.870935684543,1269791.53479663,2105.607630435255,283,1,-12.756375000000006,-70.515875,1,18.0,1669,1571.5,97.5,13.4,2.0836165,
1_1_1_2_1500,15784.604699231031,1269575.0572035657,2668.8646845098074,304,1,-12.844625000000008,-70.516125,0,-18.0,1669,1571.5,97.5,19.2,0.95120865,
1_1_1_2_1501,1269402.8914232238,1890.2935221423988,9089.913784619544,253,1,-12.914375000000007,-69.964625,0,-2.0,1669,1571.5,97.5,1.2,2.083889,
1_1_1_2_1502,20019.343764106838,1269627.3476140057,2965.1413922361526,306,1,-12.823374999999999,-70.569375,0,156.5,1669,1571.5,97.5,-20.0,2.0837314,
1_1_1_2_1503,16833.47080945572,1269596.5827369778,980.1799101440512,287,1,-12.835875000000001,-70.528875,1,-59.0,1669,1571.5,97.5,53.7,3.910375,
1_1_1_2_1504,7978.935437807673,1269873.9558810883,2882.5137836427816,270,1,-12.722625000000008,-70.486875,0,141.0,1669,1571.5,97.5,-33.3,4.9994917,
1_1_1_2_1505,1269452.3495309236,356.1187360968512,2279.61423320835,255,1,-12.894374999999997,-70.049875,0,-41.0,1669,1571.5,97.5,104.1,3.9112349,
1_1_1_2_1506,12273.7005529775,1269833.7007912223,282.1206324775472,287,1,-12.739125000000001,-70.525375,1,116.5,1669,1571.5,97.5,-12.8,0.9508109,
1_1_1_2_1507,12877.197632717698,34024.57478102468,4781.78401452557,385,1,-12.925375000000003,-70.62837499999999,0,-195.0,1669,1571.5,97.5,148.7,9.280405,
1_1_1_2_1508,1269335.3609577417,5241.752918683068,7187.0000549206,255,1,-12.941625000000002,-70.049125,0,-13.0,1669,1571.5,97.5,72.8,1.8543341,
1_1_1_2_1509,13454.489353091087,1269731.6122902716,54.79955038735491,291,1,-12.780875000000009,-70.524125,1,-74.5,1669,1571.5,97.5,50.5,4.669843,
1_1_1_2_1510,12908.352509916347,32314.174508941673,11608.819846879556,333,1,-12.993625000000009,-70.65362499999999,0,-1.5,1669,1571.5,97.5,0.9,2.999694,
1_1_1_2_1511,1269234.1101569247,7765.3602640991485,13000.564708393309,273,1,-12.982375000000005,-70.095625,0,-150.5,1669,1571.5,97.5,123.0,2.1166036,
1_1_1_2_1512,1269376.8709353702,2734.0025598587963,6397.8634607520935,262,1,-12.924875,-70.07187499999999,1,-315.5,1669,1571.5,97.5,199.4,0.92740995,
1_1_1_2_1513,14069.396368582042,35203.35435210532,5844.8990799779385,346,1,-12.921875,-70.639375,0,-39.5,1669,1571.5,97.5,26.2,11.919876,
1_1_1_2_1514,1269332.8827071816,5335.937895623612,7303.998385066745,262,1,-12.942625000000007,-70.04962499999999,0,-18.5,1669,1571.5,97.5,85.2,6.01155,
1_1_1_2_1515,12736.922715641373,1269605.8226021968,4617.766259709242,302,1,-12.832125000000005,-70.489625,0,-4.5,1669,1571.5,97.5,2.7,4.2254004,
1_1_1_2_1516,16965.43458925011,1269744.4641254542,1712.8868406457627,301,1,-12.775625000000005,-70.560875,0,-2.5,1669,1571.5,97.5,3.1,2.8507502,
1_1_1_2_1517,1269394.2179865367,2962.951304380297,5394.096186395903,254,1,-12.917874999999995,-70.011375,0,-326.5,1669,1571.5,97.5,207.6,1.3285701,
1_1_1_2_1518,16419.491964211105,1269668.4867292435,1498.9210762282419,297,1,-12.806624999999997,-70.540875,0,-61.5,1669,1571.5,97.5,65.1,1.3282686,
1_1_1_2_1519,1269413.3717468192,1231.1580832005604,5289.669091213877,259,1,-12.910125000000008,-70.07362499999999,1,-183.0,1669,1571.5,97.5,111.7,2.0838811,
1_1_1_2_1520,1269334.7413955554,4965.370066283238,8984.98527546877,254,1,-12.941874999999996,-69.988625,1,-281.5,1669,1571.5,97.5,168.9,2.0839367,
1_1_1_2_1521,1269281.9742396816,7608.131877730913,10098.174021118422,256,1,-12.963125000000005,-70.006125,1,-197.5,1669,1571.5,97.5,118.5,1.3286939,
1_1_1_2_1522,12068.256478474295,32968.225737368404,6831.945120030452,329,1,-12.950625000000002,-70.635375,0,-102.0,1669,1571.5,97.5,78.5,0.0,
1_1_1_2_1523,12874.2648686234,31984.711283361696,12154.91142934763,332,1,-13.000124999999997,-70.653375,0,-2.0,1669,1571.5,97.5,10.8,0.92740995,
1_1_1_2_1524,1269659.2473200588,9311.564151277667,9141.195437649108,231,1,-12.810375000000008,-69.940125,1,286.5,1669,1571.5,97.5,-71.0,4.9997406,
1_1_1_2_1525,1269329.7332567796,5341.265079361841,8577.745955949877,256,1,-12.943875000000006,-69.998125,0,-136.0,1669,1571.5,97.5,81.6,1.8543341,
1_1_1_2_1526,12667.506788871035,1269818.4241666796,343.34167189857595,293,1,-12.745374999999996,-70.528125,1,198.0,1669,1571.5,97.5,-35.6,10.007966,
1_1_1_2_1527,4947.389737574158,22872.88035043264,5279.685312343481,482,1,-13.024375000000006,-70.572625,0,58.0,1669,1571.5,97.5,-2.8,8.410492,
1_1_1_2_1528,12302.192515442592,1269690.5268360872,997.334599370034,286,1,-12.797624999999996,-70.503625,0,-46.0,1669,1571.5,97.5,33.3,2.6550617,
1_1_1_2_1529,1269317.9614713334,5721.0166653205515,9442.893376396514,256,1,-12.948625000000007,-69.990875,1,-207.5,1669,1571.5,97.5,124.5,1.3286543,
1_1_1_2_1530,5637.56957014307,11430.960869259034,4802.6208358122685,576,1,-13.064875,-70.475375,0,73.5,1669,1571.5,97.5,-0.9,5.979121,
1_1_1_2_1531,10656.231242938497,1269883.709806954,469.06478499453857,278,1,-12.718625000000003,-70.51112499999999,0,102.5,1669,1571.5,97.5,-20.3,2.996729,
1_1_1_2_1532,1269236.5886003433,7629.718433149459,12848.05390553312,268,1,-12.981375,-70.096625,0,-163.0,1669,1571.5,97.5,133.4,5.0943522,
1_1_1_2_1533,1269501.7024649964,1353.2039851369877,1495.4658049025436,253,1,-12.874375,-70.053625,1,-67.0,1669,1571.5,97.5,65.7,0.0,
1_1_1_2_1534,8898.808355076586,1269851.4028661426,2682.9135738049476,274,1,-12.731875000000002,-70.495125,0,32.0,1669,1571.5,97.5,-0.5,2.6547096,
1_1_1_2_1535,1269292.5071935828,7233.58056720637,9585.352672257945,257,1,-12.958875000000006,-70.00812499999999,1,-332.5,1669,1571.5,97.5,199.5,1.3286824,
1_1_1_2_1536,20397.05072214918,1269734.038148639,3673.825441635782,306,1,-12.779875000000004,-70.592375,0,-92.5,1669,1571.5,97.5,63.5,3.3991597,
1_1_1_2_1537,1269396.6961173518,2847.3759765408968,5349.898565043079,253,1,-12.916875000000005,-70.010625,1,-278.0,1669,1571.5,97.5,182.0,2.9988604,
1_1_1_2_1538,11973.240677181791,1269789.1090481067,1919.0494730795645,290,1,-12.757374999999996,-70.518875,0,-27.0,1669,1571.5,97.5,34.1,2.7802885,
1_1_1_2_1539,2892.0217983115513,23808.144818403885,3138.4554436890585,401,1,-12.974374999999995,-70.548125,1,0.0,1669,1571.5,97.5,0.0,7.581263,
