system:index,0_mined,1_mined,1_neighbors,2_mined,2_neighbors,3_mined,3_neighbors,4_mined,4_neighbors,altitude,classification,clay,cluster,distance_any,distance_buffer,distance_dep,distance_nac,distance_parks,distance_ponds,distance_rivers,distance_vec,distance_villages,landform,latitude,longitude,offset,random,sand,scale,slope,year,.geo
1_1_1_1_2_255,0,0,0,0,0,0,0,0,0,248,0.19260894953059618,35,0,19209.2722687183,29049.07142112614,46327.862644682944,29100.86169266916,42458.42956020335,1315.6443577851405,1487.0021376655366,19209.2722687183,3042.189915574285,31,-12625,-69958,0.0,0.9037542517833639,36,0.0,3.2427514,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.95910303199278,-12.624529412488029]}"
1_1_1_1_2_257,0,0,0,0,0,0,0,0,0,260,0.32351868567882175,35,0,8702.901616298368,8802.35351340765,45074.785838955846,8702.901616298368,21463.837559105592,15341.63759873559,316.3123394585643,9267.465729468602,3906.1692429152213,21,-12815,-69954,0.0,0.8750075620164779,34,0.0,4.017413,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.95457065795189,-12.816050312513111]}"
1_1_1_1_2_263,0,0,0,0,0,0,0,0,0,296,0.03490817569829599,39,0,23533.090257515258,6686.666037588702,34650.07080613425,23533.090257515258,0.0,8602.068706267333,1749.7063542697315,26521.656791512796,24426.357485546607,31,-13116,-70047,0.0,0.8015729610683006,36,0.0,1.6854799,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.04787063680637,-13.116501790526254]}"
1_1_1_1_2_266,0,0,0,0,0,0,0,0,0,287,0.11128286529656711,36,0,2002.8740682337282,2010.3521554848294,16391.484678241664,2100.393918132531,20323.75256060089,11184.673360175884,2500.4689501577745,2002.8740682337282,16503.39815540367,24,-12895,-70208,0.0,0.8595980295084977,38,0.0,1.3285115,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.20758305178346,-12.896108753803462]}"
1_1_1_1_2_267,0,0,0,0,0,0,0,0,0,256,0.22621982160800128,34,0,1400.3304102291359,6708.2958881266,33585.29783927969,6802.3402775774985,21208.77749453042,10213.188437054378,1600.377611690441,1400.3304102291359,1746.8370886986354,24,-12818,-70060,0.0,0.8004343281108635,37,0.0,1.9142685,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.0607214206215,-12.81862757203048]}"
1_1_1_1_2_268,0,0,0,0,0,0,0,0,0,235,0.06335881740880103,35,0,11871.647285959374,0.0,60477.12012342231,11871.647285959374,2721.124541348898,2309.3840597335825,1020.1152240372163,12893.077459473225,19144.285488858193,34,-12995,-69807,0.0,0.8561453271040763,33,0.0,0.46373534,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.80698582008311,-12.995032696025044]}"
1_1_1_1_2_272,0,0,3,0,6,0,0,0,0,370,0.7863808249403859,39,0,2844.3532212210057,0.0,13060.1408407892,29664.41558714672,2193.218017094473,19405.825682483734,223.61156899646875,2844.3532212210057,7333.6413263477525,21,-12906,-70612,-1.5,0.9499097523982154,38,1.5,8.92615,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.61293550653066,-12.906669730576468]}"
1_1_1_1_2_275,0,0,0,0,0,0,0,0,0,279,0.06033703730646489,34,0,2400.4478488398786,4528.537453178868,16545.15439614232,4605.204961168938,22211.349984122702,9221.807269638603,412.38750123139647,2400.4478488398786,16973.729517993386,31,-12873,-70210,0.0,0.9248441303891947,35,0.0,3.277309,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.21079124726765,-12.873310692763914]}"
1_1_1_1_2_278,0,0,0,0,0,0,0,0,0,231,0.015509164918912023,36,0,14401.078696644674,8605.252415857713,66287.62204769666,18954.006573943094,0.0,9452.55396674045,600.2041644828032,14401.078696644674,35046.33295905512,24,-13030,-69641,0.0,0.8293132564201597,33,0.0,0.92740995,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.64110393926292,-13.030488268420052]}"
1_1_1_1_2_290,0,0,0,0,0,0,0,0,0,224,0.40350414778196897,32,0,5501.061762748908,22069.843773916436,21461.54195927057,37170.866326636184,33212.735105784814,316.2888130826792,223.64996454420688,5501.061762748908,3453.201804575718,42,-12575,-70190,0.0,0.8292157019568926,39,0.0,0.0,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.19032723837297,-12.575589538926295]}"
1_1_1_1_2_291,0,0,0,0,0,0,0,0,0,281,0.07912561002738477,35,0,7971.333600294715,0.0,22557.865426705936,44057.643650242106,300.0050976129406,21467.781946424246,300.0050976129406,7971.333600294715,16688.003594461203,41,-12676,-70620,0.0,0.8543664934483408,38,0.0,2.3546433,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.62031322797803,-12.676657261466929]}"
1_1_1_1_2_294,0,0,0,0,0,0,0,0,0,270,0.0312962507972541,33,0,17727.0335872287,3523.6673597417466,38746.91612091031,17727.0335872287,0.0,5547.562175040267,2193.721799587262,19917.306591391032,17967.248626733133,24,-13054,-70012,0.0,0.8206440021933307,39,0.0,0.92740995,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.01219655421808,-13.054801400237322]}"
1_1_1_1_2_296,0,0,0,0,0,0,0,0,0,247,0.48721991177533025,32,0,10145.65032882203,29040.01190935211,28112.444172997173,31474.999519475397,39926.61820336436,894.6193761175755,141.4517433725191,10145.65032882203,5308.682232706301,21,-12605,-70126,0.0,0.9607185935005984,42,0.0,9.824974,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.126117010617,-12.605161336014246]}"
1_1_1_1_2_308,0,0,0,0,0,0,0,0,0,254,0.10822073378218723,37,0,9423.53585081739,16737.348310844092,38922.04025839314,16906.00058021305,33239.79830471134,3449.4122570294944,300.1065191753796,9423.53585081739,15552.223904289078,24,-12580,-69555,0.0,0.95615555798233,33,0.0,0.92740995,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.5560114052683,-12.58118391896288]}"
1_1_1_1_2_315,0,0,0,0,2,0,0,0,0,257,0.7295229548893954,37,0,2061.726547683246,0.0,6003.838331512392,36173.89286701525,3970.2212056603344,10359.444286155931,500.04213689635696,2061.726547683246,8855.123640441165,31,-12643,-70470,0.0,0.9555690225549032,37,0.2,4.016464,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.47124767908187,-12.643080753264249]}"
1_1_1_1_2_316,0,0,0,0,0,0,0,0,0,268,0.043973625670207385,39,0,4198.44469714679,22218.782769314796,22827.72665805774,22307.97774199849,35657.68422707089,10513.967347057911,6185.875923222191,4198.44469714679,12502.460695299145,41,-12710,-70180,0.0,0.9533575637833754,35,0.0,2.3548474,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.18045589910295,-12.710980204608097]}"
1_1_1_1_2_318,0,0,0,0,0,0,0,0,0,229,0.018634845874477682,34,0,6843.118583885933,0.0,58461.640668963715,6843.118583885933,7658.028884287269,7339.7905166377195,510.05594438870133,7933.3472121344375,15512.423420754269,34,-12951,-69821,0.0,0.8562785976641167,34,0.0,0.66442084,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.82095251675145,-12.952130358374994]}"
1_1_1_1_2_320,0,0,0,0,0,0,0,0,0,226,0.5318797580538084,34,0,4589.536233847258,13638.630593244485,55241.42898179926,13604.838824887705,24796.25118603333,700.2301281877801,806.4908252248595,4589.536233847258,10738.984606603148,21,-12694,-69699,0.0,0.8219661670891294,37,0.0,1.3909631,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.69965439481756,-12.694238229443318]}"
1_1_1_1_2_322,0,0,0,0,0,0,0,0,0,228,0.24362474528078684,34,0,16108.667648904162,34107.09979499549,33453.90842766977,34502.70600864439,45233.94410940066,300.0689129834387,1612.8219458161677,16108.667648904162,3607.7663088478735,42,-12567,-70079,0.0,0.9557598850791534,39,0.0,3.3542423,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.07983966920155,-12.567649100153137]}"
1_1_1_1_2_338,0,0,0,0,0,0,0,0,0,259,0.013636390051163521,36,0,20583.24662299339,7326.95145287407,67171.7642832232,21951.700206589034,0.0,8326.114717974706,0.0,20583.24662299339,29964.350239124655,31,-13079,-69747,0.0,0.9559139412470573,37,0.0,4.9744945,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.74748665356648,-13.078487464131225]}"
1_1_1_1_2_340,0,0,0,0,0,0,0,0,0,256,0.08130870335303832,38,0,2147.8429297731623,0.0,48422.838982307156,5410.220816401727,10145.050281774189,16106.880566606125,538.7050599368475,2147.8429297731623,12414.422346617474,24,-12829,-69585,0.0,0.9736326632831235,39,0.0,1.6848611,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.5855774686652,-12.829065973766044]}"
1_1_1_1_2_342,0,0,0,0,0,0,0,0,0,362,0.07822780025667246,38,0,6581.3250893448985,0.0,12299.119248271525,6581.3250893448985,13320.161131874553,20391.980525106632,447.2850609860003,7464.4359016658545,12659.431572826259,31,-13019,-70284,0.0,0.8035010453919189,38,0.0,16.170458,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.28507349956413,-13.019145014182369]}"
1_1_1_1_2_344,0,0,0,0,0,0,0,0,0,259,0.45373161439438414,30,0,223.64982263364868,11365.724675334513,19436.70084581052,11437.67146631206,26466.383985530236,3551.739450744742,2147.504183867068,223.64982263364868,14824.457722480949,31,-12810,-70193,0.0,0.9813420884189711,41,0.0,1.6848196,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.19390610335118,-12.810191252591123]}"
