system:index,altitude,classification,clay,cluster,distance_any,distance_buffer,distance_dep,distance_nac,distance_parks,distance_ponds,distance_rivers,distance_vec,distance_villages,landform,latitude,longitude,mined,random,sand,slope,type,.geo
2563_0,452,0.41397570779010745,28,0,952.7308595057949,15315.087260683025,4166.539728704776,15315.087260683025,20380.343816508255,32841.68926919983,199.3832189828404,952.7308595057949,3992.472643758132,27,-13036,-70499,0,0.8039191196030738,45,2.1102748,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.4980876768835,-13.032872671895504]}"
2578_0,317,0.7181996851668297,35,0,1759.98190375745,3478.5782466263877,1953.4512017824043,2963.0551456358485,10414.626767778056,30525.88597211841,1131.5019401445675,1771.529963786886,5204.251526346342,26,-13046,-70377,0,0.8504055454464836,38,3.1698682,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.3764452304793,-13.044395914193709]}"
2582_0,406,0.7481717738104264,42,0,1100.512511404099,6866.456938511155,1100.512511404099,5814.223713711406,13481.797710634173,33502.39425229283,347.71645431805774,3569.371053537468,2374.615441380411,26,-13028,-70403,0,0.9145385855300133,31,4.7689824,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.4040149188737,-13.027975427863806]}"
2584_0,349,0.5569141715811535,42,0,2266.721319659795,2871.0518301463326,9722.485112072589,23433.97192624719,6912.464141294494,25771.744451262326,252.62566032691205,2266.721319659795,9145.941711214606,21,-12908,-70553,0,0.948614939815078,33,5.5460815,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.55263063305179,-12.907803235315955]}"
2589_0,281,0.08875449737845348,35,0,5650.919248949647,18752.917390740186,11907.293090549783,18928.65724450176,27599.3716756176,11882.067546998287,2613.3866659096643,5650.919248949647,15251.005576176492,36,-12744,-70276,0,0.8196320954639537,38,2.032127,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.2753222497981,-12.741144311018646]}"
2593_0,338,0.5351503102521898,38,0,4514.312100330248,3819.0092491337123,6934.050559514843,25180.05535972735,8293.526997605897,22260.568250680895,480.52244285738186,4514.312100330248,3613.6507239979155,31,-12952,-70579,0,0.9151217158698718,36,3.6773672,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.58054784701824,-12.951026241794144]}"
2594_0,284,0.1673760333902493,35,0,8669.515497815944,17232.770206944042,9997.403859253178,21953.700687279805,23975.266139464136,9390.649460371662,115.91262086065278,8669.515497815944,12657.271493084228,25,-12722,-70301,0,0.939659995558088,39,1.783331,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.30284079037543,-12.719312383222231]}"
2595_0,397,0.40561711408072504,40,0,95.64169042745014,1850.254154905103,5616.597876313416,95.64169042745014,10366.63050902499,26907.934881014004,487.7945165440865,3765.8202411746993,7217.465901955163,27,-13040,-70344,0,0.9877914264617885,31,8.517887,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.34322177660145,-13.039146172301747]}"
2606_0,226,0.056606682647464435,37,0,5852.061847699269,0.0,64902.986643182725,5852.061847699269,4271.888218850765,7477.482252004695,613.4182045511267,9242.771481110716,21227.86079063922,35,-12933,-69761,0,0.9722145367436632,35,1.1460017,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.76193884637085,-12.933004834057732]}"
2609_0,272,0.18312971299251962,37,0,1760.1939191545816,0.0,24511.0912764903,1760.1939191545816,11994.116077717985,9064.90911644408,2494.027587860745,6567.791788531544,9115.531753716641,25,-12929,-70133,0,0.9057970925549327,37,1.6502944,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.1324699566025,-12.926235322917472]}"
