system:index,altitude,carbon_density,distance_any,distance_buffer,distance_dep,distance_nac,distance_parks,distance_vec,distance_villages,first,landform,latitude,longitude,lossyear,offset,price_after,price_before,price_dif,scale,slope,.geo
1_1_1_1_1817,260,79.49378,3957,3859,29213,3957,16664,5987,5672,0,24,-12.863425710949489,-70.09599077748832,0,0.0,1571.5,1224.5,347.0,0.0,0.46373534,
1_1_1_1_1818,364,109.242325,2650,8501,2650,7071,23724,2869,13229,0,21,-12.92091788913314,-70.38345166840658,0,0.0,1571.5,1224.5,347.0,0.0,6.325601,
1_1_1_1_1819,276,103.48147,8881,0,29912,8881,4313,13558,11681,0,21,-12.99368142714682,-70.09778740805658,0,72.0,1571.5,1224.5,347.0,-6.6,2.4229774,
1_1_1_1_1820,330,93.83014,2282,0,10792,2282,19880,4945,18486,0,41,-12.959545446350278,-70.27206057317576,0,0.0,1571.5,1224.5,347.0,0.0,22.165493,
1_1_1_1_1821,320,57.962513,20892,0,20910,34101,1502,11333,13399,0,31,-12.88049370134776,-70.68618391915486,0,0.0,1571.5,1224.5,347.0,0.0,1.8543341,
1_1_1_1_1822,302,75.311356,5298,8159,5298,20133,20478,1587,19366,0,41,-12.791560488219927,-70.42836743261256,0,0.0,1571.5,1224.5,347.0,0.0,1.8543341,
1_1_1_1_1823,418,1.3276285,2211,14479,2211,17031,18627,793,3630,0,34,-13.015240993965689,-70.50562254704683,0,0.0,1571.5,1224.5,347.0,0.0,0.92740995,
1_1_1_1_1824,262,85.4593,15075,15026,31204,15075,28753,7659,7188,0,34,-12.751136300434549,-70.09599077748832,0,0.0,1571.5,1224.5,347.0,0.0,1.3281194,
1_1_1_1_1825,246,94.54297,31053,31162,52297,31053,42581,18625,3482,0,31,-12.604710909123067,-69.90824288310735,0,0.0,1571.5,1224.5,347.0,0.0,3.169273,
1_1_1_1_1826,287,95.401215,5316,5218,13379,5316,25687,4633,20893,0,24,-12.86252739566537,-70.24331448408394,0,0.0,1571.5,1224.5,347.0,0.0,1.684931,
1_1_1_1_1827,255,101.02456,11107,0,47475,11107,1540,18639,12902,0,24,-13.013444363397449,-69.93698897219917,0,0.0,1571.5,1224.5,347.0,0.0,3.541868,
1_1_1_1_1828,286,105.10573,5905,0,21995,5905,11772,6472,14304,0,24,-12.966731968623234,-70.16516105436554,0,0.0,1571.5,1224.5,347.0,0.0,2.08398,
1_1_1_1_1829,290,103.00815,2263,0,18485,2263,16125,2272,15480,0,24,-12.93529093367905,-70.191212197605,0,0.0,1571.5,1224.5,347.0,0.0,0.4758089,
1_1_1_1_1830,300,94.116905,17406,0,17406,27577,7626,1185,16005,0,24,-12.835577937141784,-70.55682651824165,0,17.0,1571.5,1224.5,347.0,-5.1,1.957466,
1_1_1_1_1831,284,100.804634,14706,529,32074,14706,0,18828,16452,0,24,-13.043987083057512,-70.07982110237418,0,0.0,1571.5,1224.5,347.0,0.0,3.8244853,
1_1_1_1_1832,241,1.5247238,12740,0,50591,12740,0,18590,15157,0,31,-13.028715723227482,-69.9109378289597,0,-118.5,1571.5,1224.5,347.0,93.0,3.6737049,
1_1_1_1_1833,257,109.619576,4482,0,51676,4482,9559,9326,8627,0,24,-12.941579140667887,-69.8875816315726,0,0.0,1571.5,1224.5,347.0,0.0,0.6644072,
1_1_1_1_1834,274,81.62053,9073,0,28726,9073,4964,12804,12637,0,21,-12.997274688283298,-70.11036382203424,0,-13.5,1571.5,1224.5,347.0,8.1,3.4540763,
1_1_1_1_1835,246,92.22565,10743,0,53368,10743,3932,14421,14004,0,24,-13.001766264703896,-69.87949679401552,0,0.0,1571.5,1224.5,347.0,0.0,1.685231,
1_1_1_1_1836,302,66.28979,17319,0,17319,26904,8388,354,16417,0,21,-12.834679621857665,-70.54874168068457,0,28.0,1571.5,1224.5,347.0,11.5,2.338991,
1_1_1_1_1837,285,99.24984,8500,0,24143,8500,9046,9465,14892,0,34,-12.990986481294462,-70.15258464038786,0,0.0,1571.5,1224.5,347.0,0.0,0.0,
1_1_1_1_1838,294,103.77402,16052,196,15956,41893,0,7566,9778,0,31,-12.644236781624326,-70.56131809466224,0,0.0,1571.5,1224.5,347.0,0.0,1.9913033,
1_1_1_1_1839,324,102.96925,4394,0,14759,4394,17824,7347,20669,0,31,-12.966731968623234,-70.23522964652686,0,23.0,1571.5,1224.5,347.0,-6.9,8.246534,
1_1_1_1_1840,446,0.20827088,2880,12623,2992,16832,17686,1462,3075,0,31,-13.025122462091003,-70.52987705971806,0,0.0,1571.5,1224.5,347.0,0.0,1.0423858,
1_1_1_1_1841,269,80.85146,9299,0,9222,36999,3301,5303,8955,0,34,-12.651423303897282,-70.499334340058,0,0.0,1571.5,1224.5,347.0,0.0,1.4255601,
1_1_1_1_1842,240,72.726395,19374,4497,52760,19374,0,23396,22001,0,31,-13.08620790141113,-69.88578500100436,0,0.0,1571.5,1224.5,347.0,0.0,2.656637,
1_1_1_1_1843,261,47.45641,18550,4952,40516,18550,0,21112,18893,0,34,-13.065546649876381,-69.99897272680342,0,0.0,1571.5,1224.5,347.0,0.0,2.1171777,
1_1_1_1_1844,299,100.83135,3578,4150,3578,26488,13666,4934,13657,0,41,-12.73137336418392,-70.44633373829494,0,0.0,1571.5,1224.5,347.0,0.0,1.9142275,
1_1_1_1_1845,230,107.999146,17128,17128,55976,17128,28990,4425,8911,0,31,-12.728678418331562,-69.87051364117433,0,0.0,1571.5,1224.5,347.0,0.0,2.654691,
1_1_1_1_1846,278,111.62947,18343,18248,19974,18343,32811,2461,15896,0,24,-12.74664472401395,-70.20109366573031,0,0.0,1571.5,1224.5,347.0,0.0,2.7202852,
1_1_1_1_1847,261,109.13426,6818,6912,50920,6818,21471,6012,7955,0,21,-12.828391414868829,-69.90105636083439,0,0.0,1571.5,1224.5,347.0,0.0,2.0837402,
1_1_1_1_1848,260,109.67447,19167,19078,36653,19167,33775,10216,11130,0,24,-12.702627275092095,-70.05466827441883,0,0.0,1571.5,1224.5,347.0,0.0,2.8499284,
1_1_1_1_1849,320,94.37762,8489,0,15686,8489,13956,9553,15824,0,31,-13.014342678681569,-70.25229763692512,0,0.0,1571.5,1224.5,347.0,0.0,4.6273675,
1_1_1_1_1850,256,92.142815,689,0,35363,689,14047,811,2431,0,34,-12.884086962484238,-70.03670196873644,0,-10.5,1571.5,1224.5,347.0,8.3,1.3284782,
1_1_1_1_1851,265,111.79277,29404,29417,58895,29404,39236,17351,5175,0,21,-12.608304170259546,-69.84805575907134,0,0.0,1571.5,1224.5,347.0,0.0,2.3746657,
1_1_1_1_1852,347,86.96712,8995,3363,8995,23352,7361,2522,8558,0,31,-12.914629682144302,-70.55233494182104,0,0.0,1571.5,1224.5,347.0,0.0,1.4700195,
1_1_1_1_1853,279,87.913895,20484,0,20484,41048,3207,5331,16827,0,31,-12.696339068103258,-70.59904733659526,0,0.0,1571.5,1224.5,347.0,0.0,1.9564482,
1_1_1_1_1854,287,62.81245,3629,0,18340,3629,15618,3646,16288,0,31,-12.947867347656725,-70.19480545874148,0,0.0,1571.5,1224.5,347.0,0.0,1.4700401,
1_1_1_1_1855,281,92.985725,4610,1233,4590,33774,6273,2077,7893,0,21,-12.65771151088612,-70.45441857585202,0,0.0,1571.5,1224.5,347.0,0.0,3.7349863,
1_1_1_1_1856,256,5.679513,1685,1602,35071,1685,16416,492,4021,0,24,-12.86162908038125,-70.04209186044116,0,-83.5,1571.5,1224.5,347.0,64.9,1.8543341,
1_1_1_1_1857,414,107.15272,7327,0,9928,7327,8004,2786,10054,0,31,-13.06913991101286,-70.28194204130108,0,0.0,1571.5,1224.5,347.0,0.0,4.0530653,
1_1_1_1_1858,261,106.482414,4261,4288,41284,4261,17237,5457,4800,0,21,-12.850849296971816,-69.98639631282575,0,0.0,1571.5,1224.5,347.0,0.0,1.3909631,
1_1_1_1_1859,234,97.25974,26568,26677,53107,26568,38457,14211,1694,0,21,-12.645135096908446,-69.90195467611852,0,0.0,1571.5,1224.5,347.0,0.0,1.042058,
1_1_1_1_1860,271,106.04083,19511,19439,21569,19511,33353,3518,14795,0,34,-12.734966625320398,-70.18851725175264,0,0.0,1571.5,1224.5,347.0,0.0,0.0,
1_1_1_1_1861,241,108.53356,28277,28201,44043,28277,42053,19528,3743,0,21,-12.624473845373696,-69.98370136697339,0,0.0,1571.5,1224.5,347.0,0.0,1.9141781,
1_1_1_1_1862,260,106.449234,15853,15811,30104,15853,29238,8705,8160,0,24,-12.74844135458219,-70.10677056089777,0,0.0,1571.5,1224.5,347.0,0.0,1.4261051,
1_1_1_1_1863,310,101.83388,2785,4627,4579,2785,25095,1152,18401,0,21,-12.904748214018987,-70.31697633738173,0,0.0,1571.5,1224.5,347.0,0.0,1.9023471,
1_1_1_1_1864,247,97.54978,1324,0,51282,1324,12933,7486,6930,0,41,-12.909239790439585,-69.89027657742496,0,0.0,1571.5,1224.5,347.0,0.0,0.47575915,
1_1_1_1_1865,259,109.85207,28221,28237,58309,28221,38299,16054,4316,0,31,-12.619982268953098,-69.85344565077607,0,0.0,1571.5,1224.5,347.0,0.0,2.3543034,
1_1_1_1_1866,308,79.550705,12284,7096,12284,19336,14213,6825,15888,0,34,-12.86162908038125,-70.48226634965972,0,0.0,1571.5,1224.5,347.0,0.0,1.9576579,
1_1_1_1_1867,244,13.334236,5374,5292,35159,5374,20008,0,2870,0,42,-12.828391414868829,-70.04748175214587,0,0.0,1571.5,1224.5,347.0,0.0,2.6552289,
1_1_1_1_1868,293,106.40246,23754,0,23754,40583,5769,3940,22434,0,24,-12.736763255888636,-70.63048837153944,0,0.0,1571.5,1224.5,347.0,0.0,1.8543341,
1_1_1_1_1869,294,101.3753,10537,0,25314,10537,7380,11492,16154,0,31,-13.00985110226097,-70.14899137925138,0,0.0,1571.5,1224.5,347.0,0.0,3.2427514,
1_1_1_1_1870,435,119.077965,11903,0,11903,17483,840,17780,11710,0,31,-13.043987083057512,-70.68618391915486,0,0.0,1571.5,1224.5,347.0,0.0,13.678946,
1_1_1_1_1871,332,98.022156,10761,6876,10714,18472,12762,6621,12177,0,21,-12.893070115325434,-70.4948427636374,0,0.0,1571.5,1224.5,347.0,0.0,6.6465025,
1_1_1_1_1872,235,73.43237,30831,30752,43736,30831,44717,22001,6220,0,41,-12.60021933270247,-69.98639631282575,0,0.0,1571.5,1224.5,347.0,0.0,2.5043404,
1_1_1_1_1873,297,62.457813,311,6327,311,30447,11214,2995,5543,0,21,-12.667592979011435,-70.40501123522544,1,0.0,1571.5,1224.5,347.0,0.0,0.47530392,
1_1_1_1_1874,283,60.218952,8425,8340,9673,8425,30060,630,24909,0,21,-12.84456108998298,-70.28104372601695,0,0.0,1571.5,1224.5,347.0,0.0,3.7350307,
1_1_1_1_1875,314,101.00955,19392,0,23733,19392,3051,15754,23762,0,31,-13.090699477831729,-70.15078800981962,0,0.0,1571.5,1224.5,347.0,0.0,4.8605022,
1_1_1_1_1876,259,93.52041,2362,2264,29461,2362,15016,5624,4402,0,34,-12.877798755495402,-70.09149920106773,0,0.0,1571.5,1224.5,347.0,0.0,1.7015418,
1_1_1_1_1877,220,57.71429,29880,29977,49938,29880,42536,18057,4299,0,41,-12.61908395366898,-69.92980244992621,0,0.0,1571.5,1224.5,347.0,0.0,1.6844162,
1_1_1_1_1878,287,83.62303,7125,18176,7125,18702,24510,8371,16402,0,24,-12.755627876855147,-70.31877296794997,0,0.0,1571.5,1224.5,347.0,0.0,1.3281313,
1_1_1_1_1879,271,93.08153,5611,5534,20088,5611,21015,749,14280,0,34,-12.86162908038125,-70.18133072947968,0,0.0,1571.5,1224.5,347.0,0.0,1.9020226,
1_1_1_1_1880,462,0.33665723,3504,10158,3565,17854,15261,3660,3767,0,21,-13.023325831522765,-70.55592820295753,0,0.0,1571.5,1224.5,347.0,0.0,3.2427514,
1_1_1_1_1881,367,3.716572,1672,98,4110,1672,6395,311,4249,0,41,-13.074529802717578,-70.33943421948472,0,35.5,1571.5,1224.5,347.0,-6.2,2.5530534,
1_1_1_1_1882,432,1.2472227,98,14684,98,13500,20219,295,1151,0,31,-13.003562895272134,-70.47238488153441,0,0.0,1571.5,1224.5,347.0,0.0,1.9143556,
1_1_1_1_1883,298,82.410866,1294,11057,1294,18357,21544,2994,18215,0,34,-12.78437396594697,-70.39243482124778,0,0.0,1571.5,1224.5,347.0,0.0,1.4997431,
1_1_1_1_1884,258,66.00746,4889,0,4889,38974,6758,4728,5070,0,21,-12.595727756281873,-70.43465563960139,0,0.0,1571.5,1224.5,347.0,8.9,2.113987,
1_1_1_1_1885,412,72.07146,12446,3827,12527,13202,7085,12792,9772,0,31,-13.062851704024023,-70.62959005625532,0,0.0,1571.5,1224.5,347.0,0.0,17.94517,
1_1_1_1_1886,248,100.3726,8545,0,49849,8545,3849,14978,11231,0,34,-12.990088166010342,-69.91003951367558,0,0.0,1571.5,1224.5,347.0,0.0,2.8905065,
1_1_1_1_1887,948,106.12719,10524,5567,13915,10524,8152,12729,12104,0,21,-13.08710621669525,-70.62599679511885,0,0.0,1571.5,1224.5,347.0,0.0,19.028488,
1_1_1_1_1888,236,77.99803,18019,18055,46193,18019,30784,11096,5839,0,34,-12.727780103047442,-69.96124348487041,0,0.0,1571.5,1224.5,347.0,0.0,0.4754171,
1_1_1_1_1889,256,96.05144,4288,4237,38865,4288,18094,3056,5372,0,34,-12.8454594052671,-70.00975251021286,0,0.0,1571.5,1224.5,347.0,0.0,1.0422297,
1_1_1_1_1890,244,85.25585,12280,0,50813,12280,417,18017,14782,0,31,-13.024224146806883,-69.90824288310735,0,-43.5,1571.5,1224.5,347.0,27.0,1.0423849,
1_1_1_1_1891,259,82.13083,880,0,30908,880,11392,5370,2650,0,34,-12.908341475155465,-70.0762278412377,0,0.0,1571.5,1224.5,347.0,0.0,0.46373534,
1_1_1_1_1892,237,69.435524,11986,11891,27923,11986,24739,7755,6895,0,41,-12.793357118788167,-70.11934697487544,0,0.0,1571.5,1224.5,347.0,0.0,1.6847842,
1_1_1_1_1893,252,84.54779,9166,0,46051,9166,3482,16322,10650,0,24,-12.99368142714682,-69.94597212504037,0,0.0,1571.5,1224.5,347.0,0.0,1.4700682,
1_1_1_1_1894,251,75.46949,3347,3250,35947,3347,18144,311,5151,0,31,-12.846357720551218,-70.03670196873644,0,18.0,1571.5,1224.5,347.0,0.0,1.9142812,
1_1_1_1_1895,278,82.09457,10733,14427,10733,25650,22641,8587,8370,0,41,-12.683762654125585,-70.29811171641522,0,0.0,1571.5,1224.5,347.0,0.0,0.475335,
1_1_1_1_1896,241,128.92268,15832,15912,51506,15832,29758,6180,6399,0,21,-12.745746408729833,-69.90914119839147,0,0.0,1571.5,1224.5,347.0,0.0,2.0835981,
1_1_1_1_1897,246,104.40033,14620,14545,40791,14620,28804,6147,6827,0,34,-12.74664472401395,-70.00795587964461,0,0.0,1571.5,1224.5,347.0,0.0,1.0578599,
1_1_1_1_1898,492,89.49141,3704,9368,3704,9368,14384,3074,4174,0,21,-13.061953388739903,-70.44992699943143,0,0.0,1571.5,1224.5,347.0,4.0,1.3289652,
1_1_1_1_1899,257,76.71339,14297,14231,33121,14297,28439,6366,6143,0,34,-12.752034615718669,-70.07802447180595,0,0.0,1571.5,1224.5,347.0,0.0,0.46373534,
1_1_1_1_1900,296,93.671425,18136,0,18136,35716,9069,311,20571,0,24,-12.745746408729833,-70.57838608506052,0,0.0,1571.5,1224.5,347.0,0.0,2.9379,
1_1_1_1_1901,280,60.30029,11550,710,11473,41091,0,7508,5376,0,41,-12.61908395366898,-70.51819896102451,0,0.0,1571.5,1224.5,347.0,0.0,5.5296082,
1_1_1_1_1902,356,92.790596,8236,11315,8236,13825,16859,8867,9965,0,31,-12.922714519701378,-70.4625034134091,0,0.0,1571.5,1224.5,347.0,0.0,1.0584584,
1_1_1_1_1903,472,8.133519,5394,13373,5394,13191,18616,3176,5105,0,31,-13.054766866466947,-70.4903511872168,0,-4.0,1571.5,1224.5,347.0,8.7,16.81001,
1_1_1_1_1904,335,99.26644,6295,12964,6295,14944,20257,8540,17077,0,24,-12.863425710949489,-70.42657080204431,0,0.0,1571.5,1224.5,347.0,0.0,1.3909631,
1_1_1_1_1905,269,61.424797,13337,0,13299,37009,4403,2704,11935,0,31,-12.677474447136749,-70.5316736902863,0,0.0,1571.5,1224.5,347.0,0.0,5.6888704,
1_1_1_1_1906,304,107.9678,18248,0,28904,18248,196,20646,20954,0,41,-13.080818009706414,-70.1040756150454,0,0.0,1571.5,1224.5,347.0,0.0,3.367893,
1_1_1_1_1907,320,83.88474,19699,0,21559,19699,3176,13581,21661,0,31,-13.093394423684087,-70.17055094607025,0,0.0,1571.5,1224.5,347.0,0.0,1.0424459,
1_1_1_1_1908,251,105.271,2055,0,52761,2055,13576,6033,8338,0,24,-12.906544844587227,-69.87680184816317,0,0.0,1571.5,1224.5,347.0,0.0,1.5004028,
1_1_1_1_1909,226,74.104485,20900,20995,49881,20900,33786,10755,6638,0,42,-12.703525590376215,-69.93159908049446,0,0.0,1571.5,1224.5,347.0,0.0,2.4202874,
1_1_1_1_1910,259,59.944786,98,2908,98,34195,10445,1114,1280,0,21,-12.628965421794295,-70.3987230282366,0,11.5,1571.5,1224.5,347.0,5.5,3.80333,
1_1_1_1_1911,264,106.312584,22491,22437,30447,22491,36120,10934,12431,0,34,-12.686457599977944,-70.11665202902309,0,0.0,1571.5,1224.5,347.0,0.0,0.92740995,
1_1_1_1_1912,314,83.392525,28373,4360,28278,51801,0,14998,19076,0,24,-12.632558682930773,-70.67360750517719,0,0.0,1571.5,1224.5,347.0,0.0,1.498931,
1_1_1_1_1913,377,112.18214,4036,0,11694,4036,16892,6911,15805,0,31,-12.985596589589745,-70.28104372601695,0,0.0,1571.5,1224.5,347.0,0.0,14.601642,
1_1_1_1_1914,290,100.19598,2559,0,18528,2559,15945,2566,15565,0,24,-12.93798587953141,-70.191212197605,0,0.0,1571.5,1224.5,347.0,0.0,1.0585098,
1_1_1_1_1915,227,8.616138,9558,9482,34559,9558,24022,1602,1381,0,42,-12.791560488219927,-70.05826153555532,0,-9.0,1571.5,1224.5,347.0,6.0,0.0,
1_1_1_1_1916,247,96.3561,2435,2478,56103,2435,15591,1719,11819,0,21,-12.868815602654207,-69.84805575907134,0,0.0,1571.5,1224.5,347.0,0.0,6.1342463,
1_1_1_1_1917,297,0.4364906,11378,417,11378,27257,3828,354,7476,0,41,-12.907443159871345,-70.58736923790171,0,11.5,1571.5,1224.5,347.0,4.2,1.9923664,
1_1_1_1_1918,281,71.43634,19020,0,19020,38776,5598,3302,17926,0,31,-12.715203689069769,-70.58736923790171,0,0.0,1571.5,1224.5,347.0,0.0,4.6693954,
1_1_1_1_1919,279,107.09998,10386,13289,10386,26988,21873,8808,7101,0,41,-12.672084555432031,-70.30170497755171,0,0.0,1571.5,1224.5,347.0,0.0,1.3279082,
1_1_1_1_1920,321,89.50273,26469,1761,26395,47419,0,10365,19232,0,21,-12.671186240147911,-70.65474288421068,0,0.0,1571.5,1224.5,347.0,0.0,2.751755,
1_1_1_1_1921,261,66.26433,5227,0,5144,35325,4735,1339,8083,0,21,-12.646033412192565,-70.4625034134091,0,6.0,1571.5,1224.5,347.0,1.6,1.9560863,
1_1_1_1_1922,296,84.725395,880,7387,880,24198,15707,2735,13228,0,24,-12.736763255888636,-70.416689333919,0,0.0,1571.5,1224.5,347.0,0.0,0.6641295,
1_1_1_1_1923,282,110.43969,16570,0,16513,39763,2510,5643,12595,0,21,-12.672982870716151,-70.56311472523048,0,0.0,1571.5,1224.5,347.0,0.0,1.3279096,
1_1_1_1_1924,270,116.8298,25176,26100,25176,26194,36652,5877,9261,0,34,-12.671186240147911,-70.16336442379729,0,0.0,1571.5,1224.5,347.0,0.0,1.9005909,
1_1_1_1_1925,278,64.36149,1433,0,22987,1433,13362,4887,10769,0,24,-12.926307780837856,-70.14899137925138,0,0.0,1571.5,1224.5,347.0,0.0,1.0584699,
1_1_1_1_1926,420,8.555253,5022,6338,5121,19910,11436,5813,2246,0,21,-12.999969634135656,-70.58197934619699,0,-4.0,1571.5,1224.5,347.0,2.6,1.6852274,
1_1_1_1_1927,301,88.77628,20985,0,20985,34324,8426,4328,20605,0,41,-12.78527228123109,-70.59635239074291,0,-4.5,1571.5,1224.5,347.0,9.5,0.6641945,
1_1_1_1_1928,227,18.927137,11104,11035,33925,11104,25416,3214,2927,0,42,-12.778984074242254,-70.06634637311238,0,0.0,1571.5,1224.5,347.0,0.4,0.0,
1_1_1_1_1929,232,116.29026,21483,21499,59531,21483,31940,9406,3568,0,24,-12.681067708273227,-69.8462591285031,0,0.0,1571.5,1224.5,347.0,0.0,0.6640551,
1_1_1_1_1930,284,103.249664,8607,0,24087,8607,9046,9507,15031,0,34,-12.991884796578582,-70.15348295567198,0,0.0,1571.5,1224.5,347.0,0.0,1.3909631,
1_1_1_1_1931,252,28.946297,354,0,36223,354,13787,1531,3112,0,34,-12.886781908336598,-70.02861713117937,0,13.0,1571.5,1224.5,347.0,29.7,2.3656812,
1_1_1_1_1932,284,97.13822,6781,16585,6781,21179,22217,7601,14281,0,34,-12.734068310036278,-70.32865443607528,0,0.0,1571.5,1224.5,347.0,0.0,1.9142288,
1_1_1_1_1933,227,84.787,22007,22034,57207,22007,33120,9442,5121,0,21,-12.681067708273227,-69.86781869532197,0,0.0,1571.5,1224.5,347.0,0.0,4.9709945,
1_1_1_1_1934,464,24.737347,4068,14452,4096,15953,19460,1003,4236,0,21,-13.03051235379572,-70.5137073846039,0,-5.0,1571.5,1224.5,347.0,13.2,8.619089,
1_1_1_1_1935,280,79.82397,6696,17136,6696,20163,23040,7673,15177,0,41,-12.743051462877474,-70.32595949022293,0,0.0,1571.5,1224.5,347.0,0.0,2.504542,
1_1_1_1_1936,250,96.810425,9235,10069,9223,34981,21070,8970,1152,0,31,-12.597524386850111,-70.30170497755171,0,0.0,1571.5,1224.5,347.0,0.0,0.6639434,
1_1_1_1_1937,263,71.58818,5906,5815,20327,5906,21126,1064,14171,0,41,-12.858934134528893,-70.17953409891145,0,0.0,1571.5,1224.5,347.0,0.0,2.3656704,
1_1_1_1_1938,292,43.221367,311,0,12510,311,21955,5613,20793,0,31,-12.916426312712542,-70.24421279936806,0,-7.5,1571.5,1224.5,347.0,9.5,0.9514802,
1_1_1_1_1939,863,103.88148,10339,5507,14333,10339,7920,12673,12509,0,21,-13.089801162547609,-70.62959005625532,0,0.0,1571.5,1224.5,347.0,0.0,28.152433,
1_1_1_1_1940,263,8.10148,4667,0,35591,4667,8976,5926,4507,0,24,-12.930799357258454,-70.03400702288408,0,-190.5,1571.5,1224.5,347.0,114.3,1.9924618,
1_1_1_1_1941,262,98.07876,2789,1368,2785,36209,6547,1783,4361,0,31,-12.622677214805458,-70.43375732431727,0,-0.5,1571.5,1224.5,347.0,3.8,2.0833893,
1_1_1_1_1942,268,102.15032,23928,24716,23928,24749,35428,4244,9984,0,41,-12.686457599977944,-70.17773746834321,0,0.0,1571.5,1224.5,347.0,0.0,3.9082,
1_1_1_1_1943,261,102.373146,26138,26166,55275,26138,37224,13501,1891,0,21,-12.646033412192565,-69.88219173986789,0,0.0,1571.5,1224.5,347.0,0.0,0.0,
1_1_1_1_1944,291,95.96512,13973,0,23451,13973,7017,14200,19642,0,34,-13.040393821921036,-70.16156779322905,0,0.0,1571.5,1224.5,347.0,0.0,1.4700972,
1_1_1_1_1945,310,38.4595,11937,7798,11914,18073,13784,7413,13493,0,21,-12.884086962484238,-70.48496129551208,0,10.0,1571.5,1224.5,347.0,0.6,3.6724246,
1_1_1_1_1946,299,80.81625,13391,5603,13391,20938,13251,5250,16551,0,34,-12.851747612255936,-70.49304613306916,0,0.0,1571.5,1224.5,347.0,0.0,1.8543341,
1_1_1_1_1947,301,2.73232,16439,0,16439,31680,12044,1673,22350,0,24,-12.775390813105776,-70.55592820295753,0,154.0,1571.5,1224.5,347.0,-22.9,1.3281837,
1_1_1_1_1948,263,83.792114,2961,0,34163,2961,10097,4710,2741,0,34,-12.9191212585649,-70.04658343686175,0,0.0,1571.5,1224.5,347.0,0.0,1.0584451,
1_1_1_1_1949,319,92.65518,24719,0,24719,39181,5306,14136,17845,0,34,-12.833781306573545,-70.69067549557545,0,0.0,1571.5,1224.5,347.0,0.0,1.5000092,
1_1_1_1_1950,244,97.53165,7578,0,56066,7578,7873,9142,13353,0,21,-12.961342076918518,-69.84895407435546,0,0.0,1571.5,1224.5,347.0,0.0,0.92740995,
1_1_1_1_1951,260,66.39776,8268,0,34630,8268,4632,10184,8118,0,24,-12.969426914475592,-70.04748175214587,0,0.0,1571.5,1224.5,347.0,0.0,0.46373534,
1_1_1_1_1952,247,18.618637,9561,10543,9557,34134,21404,8361,295,0,21,-12.604710909123067,-70.29811171641522,0,-2.0,1571.5,1224.5,347.0,7.5,3.756383,
1_1_1_1_1953,271,109.843704,30420,30433,58607,30420,40259,18325,5891,0,24,-12.599321017418351,-69.8507507049237,0,0.0,1571.5,1224.5,347.0,0.0,2.3381877,
1_1_1_1_1954,409,92.20743,8273,13043,8273,10917,19741,8586,9377,0,31,-12.933494303110812,-70.43824890073788,0,0.0,1571.5,1224.5,347.0,0.0,14.671087,
1_1_1_1_1955,433,89.733826,2600,14060,2600,13287,18534,3107,4233,0,42,-12.97481680618031,-70.46968993568206,0,0.0,1571.5,1224.5,347.0,0.0,9.518528,
1_1_1_1_1956,297,74.78538,2601,7007,2601,22353,17700,841,15968,0,41,-12.761017768559864,-70.42297754090784,0,0.0,1571.5,1224.5,347.0,0.0,1.3909631,
1_1_1_1_1957,396,103.85549,3747,7757,3747,21030,11704,3801,3996,0,21,-12.961342076918518,-70.53975852784338,0,0.0,1571.5,1224.5,347.0,0.0,10.109753,
1_1_1_1_1958,282,103.29472,8904,8788,15781,8904,26832,2998,18726,0,21,-12.830188045437067,-70.22624649368566,0,0.0,1571.5,1224.5,347.0,0.0,1.9142737,
1_1_1_1_1959,301,82.315956,19381,0,19381,32550,9132,3851,20300,0,34,-12.789763857651689,-70.57928440034463,0,0.0,1571.5,1224.5,347.0,0.0,1.7011219,
1_1_1_1_1960,264,105.24442,18637,18562,34161,18637,32947,10088,10447,0,21,-12.710712112649171,-70.0762278412377,0,0.0,1571.5,1224.5,347.0,0.0,1.7007498,
1_1_1_1_1961,236,100.104904,23913,24025,52204,23913,36811,12142,4756,0,21,-12.671186240147911,-69.91273445952795,0,0.0,1571.5,1224.5,347.0,0.0,1.4698713,
1_1_1_1_1962,298,4.3484454,14974,0,14974,34492,8895,2431,18149,0,24,-12.73137336418392,-70.55053831125281,0,-23.5,1571.5,1224.5,347.0,44.5,2.8205183,
1_1_1_1_1963,365,95.69807,15036,0,15102,25388,2165,10144,6898,0,31,-12.95774881578204,-70.66731929818835,0,0.0,1571.5,1224.5,347.0,0.0,7.966467,
1_1_1_1_1964,300,87.088425,7441,4628,7441,23829,17624,1320,19184,0,24,-12.778984074242254,-70.46340172869321,0,0.0,1571.5,1224.5,347.0,0.0,0.6641863,
1_1_1_1_1965,243,81.38616,4227,4270,46984,4227,16936,10407,4493,0,42,-12.86073076509713,-69.93249739577858,0,0.0,1571.5,1224.5,347.0,0.0,0.95126915,
1_1_1_1_1966,241,23.120054,10769,10698,34062,10769,25115,2861,2584,0,31,-12.781679020094613,-70.06454974254414,0,0.0,1571.5,1224.5,347.0,1.2,2.5504584,
1_1_1_1_1967,311,103.624855,12234,0,22771,12234,8773,12296,19157,0,31,-13.025122462091003,-70.1732458919226,0,0.0,1571.5,1224.5,347.0,0.0,1.9928497,
1_1_1_1_1968,322,33.097076,11093,0,11150,24195,4645,7259,2949,0,21,-12.961342076918518,-70.63048837153944,0,-9.5,1571.5,1224.5,347.0,18.0,0.6644338,
