system:index,altitude,clay,cluster,distance_any,distance_buffer,distance_dep,distance_nac,distance_parks,distance_ponds,distance_rivers,distance_vec,distance_villages,landform,latitude,latitude_209564535,longitude,longitude_209564535,mined,sand,slope,type,.geo
532,307,35,0,14046.615206162658,4810.495582577745,21966.97737229681,48296.35045088811,0.0,17336.99140566206,100.00187498242221,14046.615206162658,12448.526458983006,42,-12615,,-70616,,0,40,0.46373534,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.61619947782357,-12.615438436694792]}"
533,556,32,0,26517.606263081667,3842.785754054277,32212.762191920192,26517.606263081667,0.0,15125.755816084447,510.0228893454194,30239.603410976222,37351.861672614876,31,-13251,,-70059,,0,40,22.279932,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.05919634894491,-13.251124057444171]}"
534,338,38,0,34623.30648865055,7355.122227233145,34623.30648865055,70846.49476273343,27297.76102930221,16107.06418743904,141.43158267559974,35483.82837607375,28436.54225399567,41,-12314,,-70496,,0,36,2.6525114,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.49665206509037,-12.314190372502885]}"
535,205,35,0,16776.022786646598,15166.537164253661,23589.505329726013,27811.296347462252,0.0,20085.129639505496,141.4779065680398,16776.022786646598,28079.176823144753,41,-12809,,-69044,,0,38,0.47557068,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.04469075562766,-12.809322602051903]}"
536,242,39,0,2377.8640625569833,12519.083732446237,23838.537864139234,12025.322241004606,29258.87181693785,9217.031382175066,2062.3257502150336,2377.8640625569833,22700.57703011093,24,-12577,,-69415,,0,36,1.425149,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.41565884458616,-12.57750494736514]}"
537,228,36,0,21480.369882273837,16435.715301253767,52440.0025680297,35947.45922294038,0.0,8018.619364862925,0.0,21480.369882273837,41704.62018122166,41,-13051,,-69411,,0,37,2.4235213,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.41182488045756,-13.051344810216362]}"
538,231,35,0,7730.954621479484,6710.880129265832,14281.899381160538,18463.798273581197,0.0,14905.944263505036,360.69896880050817,7730.954621479484,18729.114112250143,34,-12737,,-69090,,0,35,2.8205202,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.09073817997475,-12.737872146893075]}"
539,342,39,0,31832.50018784237,30571.207066677493,36556.10202929426,63468.44057676298,44418.195856786835,6169.619264203779,200.03732073665654,31832.50018784237,27343.718862125126,21,-12327,,-70208,,0,35,2.7490346,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.20800123008073,-12.327373167689133]}"
540,329,37,0,6580.439661799061,2617.316535065364,8154.345894418529,23502.508093760243,7382.5978903992955,19933.64142621185,100.00252438219998,6580.439661799061,538.5300749276334,31,-12967,,-70604,,0,38,8.063781,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.60461993176708,-12.968054239793732]}"
541,340,39,0,2341.2381815305016,4768.206294467718,7243.15977191207,2341.2381815305016,16828.907863231667,29458.802616562043,223.63528178221904,7131.826962650966,8204.702739345017,21,-12983,,-70369,,0,36,3.2773395,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.3687363838437,-12.983866290056664]}"
542,312,37,0,26237.387844772053,0.0,30947.48474583597,60516.19264623713,2370.6375967731497,7838.9510690081925,848.5222954863943,26237.387844772053,18317.351880366867,21,-12513,,-70669,,0,37,1.3909631,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.66892228149243,-12.512967578025826]}"
543,228,37,0,3702.7648664545254,0.0,23884.839413906993,10292.272636090875,8098.770070587881,1513.852602839854,223.69220622319412,3702.7648664545254,26328.107038866277,21,-12770,,-69353,,0,36,4.971777,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.35332431996473,-12.771110001619508]}"
544,227,39,0,4835.150110777327,1217.0387328855847,13747.399019195183,16309.276324368577,0.0,8124.82220069884,2790.3799384979593,4835.150110777327,17091.6169356672,34,-12683,,-69056,,0,35,0.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.05664178009513,-12.68362416795871]}"
545,306,38,0,30583.10262357278,10600.885021647367,30583.10262357278,66873.58729108029,25985.62570163491,12309.155033814643,200.01669852164844,31499.454988929716,25451.093345674453,21,-12344,,-70471,,0,33,1.0565245,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.47107558578037,-12.344162779313328]}"
546,579,37,0,4800.695294185748,3935.44987886054,4800.695294185748,26298.293297871238,0.0,10691.281994208528,316.20495911967447,21178.88791378453,10769.552839341799,31,-13042,,-70801,,0,35,15.893503,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.80146788065743,-13.041787150874384]}"
547,250,36,0,6414.184329232752,7245.343746158633,6414.184329232752,35762.768384828305,18191.882871816073,922.0862469828947,700.1000709720004,7187.820856968752,3324.629243896979,24,-12599,,-70326,,0,34,1.9557458,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.32708298658662,-12.598950215106674]}"
548,276,37,0,20693.12279860638,30381.934793843902,63957.913423166894,30367.934318961852,40939.938416119105,12686.596475871751,100.03099617274887,20693.12279860638,10515.156306884035,31,-12568,,-69786,,0,32,3.6696827,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.78570370031271,-12.568537107560035]}"
549,323,39,0,25749.813521207354,8012.4284571689,60066.232862149765,25749.813521207354,0.0,6843.131941269656,100.03039577111049,26955.73254491896,29267.054498323065,24,-13123,,-69813,,0,35,0.9522761,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.81326151456977,-13.12363347383176]}"
550,331,37,0,26459.729366906267,7500.521100061044,26459.729366906267,62294.61609730762,19061.492190751644,9900.182753600435,948.7492125737839,27107.971208286628,19114.150879843495,21,-12398,,-70503,,0,39,2.1126862,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.5035679813537,-12.398227241360091]}"
551,311,37,0,21525.528066892894,37468.274467739284,37263.042867355514,41678.99528239614,48723.28762495789,4430.491002523027,583.2326334212619,21525.528066892894,9914.954768161451,21,-12500,,-70060,,0,34,1.8993291,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.06065064101576,-12.500682094103228]}"
552,279,35,0,27099.381345711794,0.0,29266.776381381882,62751.16865358465,11264.902563174372,3067.669388405879,583.1136386888923,27099.381345711794,17454.7781032247,34,-12432,,-70587,,0,36,1.4978802,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.5874646798367,-12.43210130861493]}"
553,238,40,0,2122.1246976607845,0.0,23389.412816264725,4905.939444291449,12914.581331153728,6890.281783402439,500.1895880797975,2122.1246976607845,22940.114541363964,21,-12728,,-69379,,0,35,4.651515,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.37905753396714,-12.728573582944806]}"
554,252,33,0,31295.208963394067,32371.776281585167,67008.3807412364,49924.57812666022,0.0,2140.9025258054135,800.3024428302091,31295.208963394067,58256.36982553925,21,-13205,,-69389,,0,38,2.3174627,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.38993289475586,-13.206004410115064]}"
555,235,35,0,33681.45829611784,26779.270514943084,43159.34222493506,44705.66727889835,0.0,6241.869199331439,282.955053851314,33681.45829611784,47771.03450657234,31,-13026,,-69142,,0,36,2.3567836,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.14248872290521,-13.027218072951419]}"
556,316,41,0,5725.0719116492055,11112.348722518538,7278.765231541572,17450.2122870269,19115.22656677704,27516.339881045566,700.06886868253,5725.0719116492055,19368.113004182247,41,-12840,,-70439,,0,32,1.5000452,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.43889890729396,-12.840652388526692]}"
557,239,34,0,36552.11194615996,26827.85788142354,48682.51266567245,46132.82576428683,0.0,1020.2036791126563,500.19600650332563,36552.11194615996,52986.60134422398,24,-13074,,-69236,,0,37,1.9592335,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.23660321499041,-13.074170840859232]}"
558,293,37,0,21363.10398502521,17448.159062992865,60223.938519080606,35197.24509105791,0.0,12503.866589479432,640.5104897657806,21363.10398502521,38520.74198321601,34,-13206,,-69790,,0,39,1.5020511,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.79046508576445,-13.20688926476597]}"
559,228,37,0,40646.91039751092,37211.25362651776,47820.79979023903,51762.465298565105,0.0,4966.863157859923,1063.4399096358243,40646.91039751092,52525.960180307804,34,-13041,,-69016,,0,33,2.0841112,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.01614045424365,-13.041725037888328]}"
560,247,33,0,13673.974011550361,21105.5420135458,47552.736455294755,21161.179269252214,37023.57613224467,10382.366880580204,900.3071692613792,13673.974011550361,16548.015739568058,21,-12574,,-69635,,0,35,2.1138468,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.63475135650903,-12.574362612855973]}"
561,423,40,0,2600.2078139605014,12920.010881637856,2600.2078139605014,14604.2490681557,17124.744480216203,33112.91676244485,200.01598568926934,3420.799672648287,4743.79562416301,21,-12972,,-70483,,0,31,6.9522176,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.48297642347431,-12.972391783148275]}"
562,328,37,0,21241.237169575143,2911.8508557702608,40333.90914021662,55854.68837220605,0.0,6082.359177495398,4903.754740669708,21241.237169575143,33765.34885429074,41,-12708,,-70787,,0,37,1.0577326,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.78804570374545,-12.709251985118927]}"
563,336,39,0,9401.398012469592,11262.47619543475,9401.398012469592,14421.453416034718,17076.70131794615,33334.437575026815,223.6273996342745,10409.609243743103,13000.043743879227,31,-12896,,-70453,,0,37,2.365685,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.4539622378964,-12.896618482354251]}"
564,236,39,0,22750.863646832353,17815.16881043064,50599.09075213094,37109.19542042075,0.0,10871.497737507958,0.0,22750.863646832353,42756.33024568555,31,-13046,,-69384,,0,36,2.6564195,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.38414814851397,-13.046866124669194]}"
565,434,37,0,6008.860007021663,12454.617179852607,6008.860007021663,12858.821964869829,17517.830420645256,35204.39789219734,447.253227175333,6531.275491502287,7632.845117317718,21,-12944,,-70462,,0,34,12.0229645,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.4625343410185,-12.944483246728929]}"
566,340,39,0,40464.25158680769,0.0,41740.60303061486,76189.08327220114,15586.38156757742,12303.791962411298,1140.1878400276312,40464.25158680769,15331.181250865016,41,-12317,,-70630,,0,38,7.088575,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.63089970870594,-12.317037763574934]}"
567,387,41,0,13024.757226924135,0.0,17298.26428883112,25461.11194562823,2061.518184873105,10553.495076424919,141.41898078051616,13024.757226924135,9313.274723647155,41,-12967,,-70692,,0,32,4.8368325,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.69217711707863,-12.96749969943477]}"
568,267,35,0,15574.551530806344,1432.1265175621488,35289.78498096765,15574.551530806344,0.0,6501.56355706252,1253.2978134424745,17926.92265158355,15835.422192775206,24,-13038,,-70047,,0,37,1.3289009,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.0472194787626,-13.03870407055397]}"
569,304,38,0,38863.11713919014,42164.136425264085,48187.90014823523,64885.349750013986,57344.628247446955,20140.40262883932,100.02291241416889,38863.11713919014,31932.22667081408,21,-12292,,-70080,,0,29,18.99,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.08095402938778,-12.291739120342632]}"
570,241,37,0,7978.566358850324,0.0,37349.18146693445,17842.019029986663,1118.451535780887,3009.4452954536528,500.18673270902036,7978.566358850324,24409.317549901985,21,-12870,,-69428,,0,35,0.6643103,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.42811753717677,-12.870468062844377]}"
571,243,36,0,46823.71551253102,38189.54086393862,58550.79505751555,57495.90409915899,0.0,2010.7687506896461,1044.442880050173,46823.71551253102,63026.14549707725,34,-13167,,-69191,,0,36,1.501832,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.19147643624034,-13.167346870340838]}"
572,299,37,0,28714.042556959666,36550.66742381015,53424.01626174464,36773.391286631784,53029.68219015154,23401.91161946631,943.7165024063436,28714.042556959666,31392.433000228386,21,-12427,,-69654,,0,37,1.4697262,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.65463473106861,-12.427825962538115]}"
573,239,38,0,0.0,100.02619774026702,41745.57142431959,0.0,12313.383390105206,12109.368310320733,1237.2557358361184,7339.496809855223,2300.6025480261414,42,-12896,,-69973,,0,32,1.4700085,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.97381685033871,-12.897038027816803]}"
574,240,40,0,7114.771952325228,4135.6388192586855,16051.276840760987,17806.190385068247,0.0,7203.539670141123,1640.7700191859233,7114.771952325228,20509.076275965217,24,-12783,,-69185,,0,34,1.0421755,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.18565446335062,-12.783036788999086]}"
575,256,36,0,4405.544555674275,6317.289084716862,30240.133868289508,6333.895869428674,19306.201976510358,8008.067914829121,905.7444031447973,4405.544555674275,5175.149717508935,41,-12838,,-70088,,0,37,0.47562528,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.08877066242185,-12.838720430999123]}"
576,202,36,0,17717.063373347046,7658.044765402346,31042.55297283535,26977.14758162221,0.0,2524.868759932447,1005.3789305258553,17717.063373347046,34920.61305675726,41,-12902,,-69271,,0,36,6.66364,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.27146865196976,-12.902326531457636]}"
577,310,35,0,14017.015430333904,0.0,33727.92788989702,48600.92968531923,2183.9591691109404,8338.183332895045,1043.9953734781348,14017.015430333904,28978.49628974636,34,-12737,,-70724,,0,38,0.92740995,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.72470928859843,-12.737692947398607]}"
578,227,36,0,800.313610405321,1980.675133477219,10987.92989773324,9028.503277705939,4384.639562358219,10542.632071550906,500.19600650332563,800.313610405321,14322.735114228139,21,-12717,,-69236,,0,35,3.6546128,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.23626873309689,-12.717888023283257]}"
579,320,35,0,25732.41391742287,37482.26810086806,37895.1763166027,51200.64778586676,48401.04553724674,9180.83993962809,860.4255953178781,25732.41391742287,18220.83905917913,21,-12416,,-70095,,0,35,2.3531005,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.09618849857534,-12.41735733423221]}"
580,230,34,0,32052.32792224851,30304.695346866738,38323.55323508639,42821.45096366761,0.0,7085.91282031259,400.16006562999263,32052.32792224851,42954.927775747994,21,-12942,,-69005,,0,35,1.9582527,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.00507069570138,-12.94225554531529]}"
581,309,36,0,3006.9986801626633,11499.123804936182,3006.9986801626633,16890.364037762036,23526.26061048589,22520.31266174634,707.186602407738,4687.74577105697,21126.067922156326,24,-12809,,-70404,,0,38,1.0421981,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.40371457019856,-12.809201449533]}"
582,265,42,0,200.05960049445264,7469.487143539374,57616.55711922952,7411.6614565746995,19663.935375929967,11911.52912491717,100.02980024722632,200.05960049445264,13344.515233034414,21,-12811,,-69837,,0,35,2.5507214,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.83712599118947,-12.811612628030165]}"
583,237,36,0,25087.81584185526,19423.718375915436,58298.97026079234,37786.54290530393,0.0,4062.300304226504,282.94804072479457,25087.81584185526,45308.145605864156,24,-13097,,-69436,,0,34,0.6646227,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.43681028760584,-13.098324464658692]}"
584,409,34,0,0.0,141.43853567893018,10817.967801012814,0.0,7187.666473615586,37730.56857871927,1555.8238924682319,1104.6702774470762,10753.050134147987,41,-13195,,-70384,,0,40,33.581924,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.38467159785294,-13.19622821664484]}"
585,257,32,0,2184.1670119596656,0.0,12431.772567141536,36276.73530652945,4965.181354571962,17305.685732071604,900.0552375627079,2184.1670119596656,12070.952075814135,41,-12679,,-70523,,0,41,3.123507,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.52361294323003,-12.67926308941373]}"
586,294,37,0,46106.70903492517,1043.9492867382257,46106.70903492517,85586.9039847529,0.0,6016.174689171268,1299.8986874584689,51203.91877340939,5448.428446364718,31,-12331,,-70807,,0,35,2.994252,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.80750840218447,-12.33129233759896]}"
587,335,36,0,0.0,2416.8973298684,0.0,2416.8973298684,7094.504925688966,33148.48383881984,1931.5510652266291,2860.4109387081517,2563.506737072408,31,-13092,,-70389,,0,35,0.47611073,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.3896219960016,-13.09223892388448]}"
588,596,39,0,1726.2339336688988,13219.42409628725,5800.748705716789,11229.206304042598,14024.347285947928,29099.603452517185,99.99804685592615,1726.2339336688988,6762.263945741471,34,-13232,,-70699,,0,35,3.7587914,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.69952289042293,-13.232296115479846]}"
589,361,41,0,15888.632481120496,23317.840423454138,54740.59792928165,41023.256352140044,0.0,17873.185142653077,0.0,15888.632481120496,44512.302837490715,31,-13256,,-69768,,0,36,6.5335236,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.76847270718298,-13.256686259375403]}"
590,469,44,0,2594.470464509268,8853.523050253338,4134.397508796437,8853.523050253338,13876.834358578677,38698.5026186894,0.0,2594.470464509268,4500.426908460845,41,-13067,,-70448,,0,31,5.6918616,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.44850119945038,-13.06750692544696]}"
591,274,38,0,24223.779722373754,36641.25219799016,57060.186343352274,36557.86933697018,46308.72559660691,12813.49107702716,100.02911197340252,24223.779722373754,10027.388381864053,21,-12547,,-69864,,0,35,3.6001756,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.86387649782304,-12.547499759090512]}"
592,218,39,0,3512.806201205322,1800.715726844815,8105.690512026585,12558.875612116914,0.0,13447.070859746045,1077.461217762036,3512.806201205322,12670.737930257481,41,-12698,,-69131,,0,35,7.226467,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.13125046654133,-12.698066447260734]}"
593,339,35,0,24682.103332614806,0.0,27661.023539308655,45504.84873743883,6683.795588492365,6138.745741064497,1414.1047300323978,24682.103332614806,27577.942810729648,24,-12822,,-70809,,0,40,0.46373534,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.80910295514227,-12.822093963872288]}"
594,329,34,0,37032.239542475014,2751.5105354264047,37032.239542475014,72934.14344429586,24785.595514645698,16945.522441415018,200.0107028386231,37646.66885828014,25221.183083992113,21,-12308,,-70538,,0,36,15.315562,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.53891160216938,-12.308531440522568]}"
595,282,37,0,14102.956696833946,0.0,24992.636550650866,14102.956696833946,5127.477227140434,6531.300379590385,1393.1308987930297,15008.478925859501,18697.769259023167,34,-13041,,-70144,,0,38,1.6853166,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.14405559204177,-13.04100673988792]}"
596,239,33,0,38436.449282132824,28350.86335790626,49472.84949023649,47657.7835649563,0.0,100.03930379949422,1697.7232824432842,38436.449282132824,53841.6886296047,21,-13083,,-69221,,0,38,0.6646019,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.22093004414091,-13.083227319485738]}"
597,274,36,0,36288.940224094324,55830.02382295986,70011.1852833202,56014.41484805079,70928.75494875177,26417.677241386653,1000.3180158392131,36288.940224094324,42203.46332241289,41,-12279,,-69749,,0,33,1.3268763,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.74897533471737,-12.279285366239478]}"
598,211,33,0,6421.995193294318,0.0,21411.58487741836,15914.98236826628,1911.2394500301532,2221.222829963613,2040.4000909748067,6421.995193294318,24706.151841444265,24,-12800,,-69283,,0,40,4.044176,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.28333731780904,-12.800131215451918]}"
599,293,39,0,1486.7690279858957,6868.791072585345,1486.7690279858957,28771.52336845247,12035.430799083648,11797.048586305656,565.747127699293,5036.420617921522,8053.207172165168,24,-12689,,-70412,,0,35,1.9914833,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.41225979138001,-12.688918516899715]}"
600,255,36,0,6843.702945043714,17260.089860716253,16083.853075367231,12781.882441565484,25251.21335203518,6440.661747833059,1965.4494396956638,6843.702945043714,8594.020886639733,21,-12496,,-69294,,0,38,2.1133356,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.2949677255967,-12.497183022587459]}"
601,242,40,0,2717.5825004007465,0.0,47771.57881758367,11453.092617109745,4250.041389389453,15577.954385662993,223.6863889152344,2717.5825004007465,17832.730107417214,24,-12874,,-69550,,0,35,1.0422541,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.55070452139057,-12.873856190154783]}"
602,215,35,0,7286.070201383746,14554.962346103282,44052.08185644259,14646.45970844869,30591.813871112718,6015.404940130797,0.0,7286.070201383746,10313.281234754942,42,-12625,,-69603,,0,35,3.0117204,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.60357078979645,-12.625072862267992]}"
603,252,37,0,28117.40182500282,13854.93175414839,41606.05698077269,28117.40182500282,0.0,4430.591116168573,0.0,31706.768668140878,29242.63356223706,42,-13158,,-69988,,0,39,1.9144303,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.98775867351328,-13.159188739863307]}"
604,255,36,0,4677.089412765165,0.0,51031.41596115084,5732.606976760224,8545.210526224617,13595.887227393436,100.03468148597265,4677.089412765165,14096.01897700198,24,-12843,,-69604,,0,38,1.5000631,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.60501019845047,-12.843896682707015]}"
605,244,30,0,12165.152028758723,0.0,14447.128090742204,47900.98549498356,6213.329082001854,9513.821380792526,3821.264781620085,12165.152028758723,3640.312298802467,42,-12539,,-70502,,0,43,2.3379834,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.50162097706067,-12.539265826293338]}"
606,742,37,0,6550.680255408116,6499.349650082186,6550.680255408116,32790.77316831041,0.0,10190.152984986136,499.9499730832451,26688.15187362526,16379.142462165057,11,-13012,,-70854,,0,34,3.7579324,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.85379749875028,-13.01249478127586]}"
607,310,41,0,29243.297274225937,282.8378234518856,33911.21118147981,63537.000531478574,0.0,6627.102056847699,2720.2470806321066,29243.297274225937,21192.55702103556,24,-12495,,-70689,,0,36,0.46373534,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.68996469329628,-12.494757308378196]}"
608,373,39,0,21637.24011321215,0.0,21637.24011321215,41462.71602707422,1749.136428668087,6808.971548826914,99.9914742459326,26175.048414883295,26051.56922906709,21,-12875,,-70825,,0,35,6.640324,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.82514569062359,-12.87531121566337]}"
609,223,32,0,2309.603013946607,15755.904826271682,29472.609165784128,13305.697617996679,17521.573212132666,3809.4101464744513,781.3374676036277,2309.603013946607,18347.730851375905,41,-12379,,-69019,,0,39,5.228608,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.0197783541277,-12.378879139610046]}"
610,356,35,0,41515.94198227689,0.0,41608.3398392171,77108.69811800173,21659.19840738319,17640.591863841775,700.02303673031,41515.94198227689,20356.0131653593,21,-12285,,-70583,,0,34,6.631005,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.58382361590382,-12.285674754030632]}"
611,260,36,0,11752.646232521289,3795.0724424903933,11752.646232521289,47060.343520770955,9921.068317157731,5092.606062404193,1612.5957033130621,12121.314573197986,7388.488300934561,24,-12528,,-70458,,0,33,1.6998996,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.45831149005714,-12.528656053240951]}"
612,215,36,0,2962.4212138455578,0.0,58332.176943625396,5801.963681254283,1552.9430649853,5862.018136346848,1649.8006271592335,2962.4212138455578,21132.019019530457,42,-12899,,-69650,,0,34,2.3559926,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.65030724881062,-12.898946336599003]}"
613,292,40,0,26388.28098732125,16704.93506671031,54870.92748904297,33091.644266886055,0.0,7429.846009152986,200.05910259533306,26388.28098732125,35681.25744055361,31,-13202,,-69848,,0,36,1.8543341,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.8485910420505,-13.203086475204088]}"
614,255,36,0,19433.192536938812,28415.408039663038,45440.15720454142,28481.351633431786,42025.474746793276,943.646735865374,1720.9184638950794,19433.192536938812,2631.2825517582673,21,-12628,,-69967,,0,36,1.4254332,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.96726600980469,-12.628523555620868]}"
615,247,36,0,51888.9697981176,42785.76544900905,61967.291087135105,62093.78076060825,0.0,6308.848036980359,1811.7955678518204,51888.9697981176,66529.39235058505,24,-13198,,-69153,,0,35,2.084387,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.15366183528326,-13.198116997197449]}"
616,287,32,0,2983.6874846168753,15568.721843360729,2983.6874846168753,15722.480467588786,24945.88416317644,18248.820302277207,1655.5168701713296,6389.911297402482,19696.552916983303,34,-12791,,-70350,,0,38,0.92740995,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.35018926563494,-12.791400229853187]}"
617,328,37,0,26392.07116856133,9340.042894416025,39912.425096087325,62915.12507850979,0.0,14648.090407221176,899.9298605481707,26392.07116856133,33123.99378996525,34,-12631,,-70809,,0,38,1.4698472,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.80959239420473,-12.631371803669968]}"
618,272,39,0,5601.130823324876,23918.423397626462,24863.41870757368,23978.993914596376,36728.66247745502,8984.018430315578,6990.688865935352,5601.130823324876,11406.249515410947,24,-12694,,-70165,,0,35,1.4698853,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.16550844185444,-12.6946365037448]}"
619,290,37,0,13076.594372384687,0.0,20669.015184645952,15397.185912288587,7507.475566190884,10687.140196840035,1879.199372665541,13076.594372384687,20791.108233383464,41,-13053,,-70182,,0,37,3.454801,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.18192253940369,-13.05349399342928]}"
620,247,38,0,538.7116312830896,824.9199558707196,35785.7185240184,1029.9361128168946,17314.07380560952,6533.063376775166,2214.396536640259,538.7116312830896,8803.188992490164,21,-12717,,-69508,,0,40,2.887454,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.50891639391578,-12.71750482572544]}"
621,270,38,0,2442.281137040482,28189.201663574786,32737.916750342312,2442.281137040482,29574.222368098443,14936.438069862697,1772.7085908425204,2452.504208672166,2942.2568258893016,21,-12300,,-69138,,0,39,1.3909631,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.13840702399992,-12.300169304335252]}"
622,254,32,0,47549.75879276361,40132.25213836454,61741.39884587417,59702.80957692784,0.0,360.6971033854098,2103.2074584503666,47549.75879276361,66169.60135410617,41,-13195,,-69210,,0,38,3.3791904,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.20995581643218,-13.195364278808672]}"
623,233,34,0,5591.991911220567,0.0,66727.43785896964,7259.0861581580975,400.13036937978103,2562.0844663086345,100.03259234494526,5591.991911220567,26368.02969640152,21,-12942,,-69714,,0,36,5.3244987,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.71402920118378,-12.942182436063922]}"
