system:index,altitude,carbon_density,distance_any,distance_buffer,distance_dep,distance_nac,distance_parks,distance_vec,distance_villages,first,landform,latitude,longitude,lossyear,offset,price_after,price_before,price_dif,scale,slope,.geo
2_2047,238,78.73087,15367,15469,54823,15367,28111,3341,9297,1,24,-12.745746408729833,-69.8785984787314,0,56.5,1160.1,1266.4,-106.30000000000018,-15.7,2.1149914,
2_2048,247,73.35581,12905,0,41689,12905,139,15902,13303,1,31,-13.014342678681569,-69.99178620453047,0,-30.5,1160.1,1266.4,-106.30000000000018,22.2,3.2427514,
2_2049,341,58.991684,14623,0,14623,18129,3432,15385,8989,1,31,-13.027817407943362,-70.66731929818835,0,-22.0,1160.1,1266.4,-106.30000000000018,14.9,0.6645253,
2_2050,247,99.382515,9091,9185,50352,9091,23040,5884,5927,1,34,-12.809526793902318,-69.91003951367558,0,-12.5,1160.1,1266.4,-106.30000000000018,7.5,0.92740995,
2_2051,311,99.06904,19002,0,19002,30828,5270,4602,15666,1,34,-12.831086360721187,-70.58916586846995,1,-40.5,1160.1,1266.4,-106.30000000000018,25.5,2.3389795,
2_2052,246,82.45666,12136,0,50312,12136,196,18176,14535,1,21,-13.023325831522765,-69.91273445952795,0,-31.5,1160.1,1266.4,-106.30000000000018,21.8,3.3190274,
2_2053,253,79.68885,8692,0,45958,8692,3858,15940,10160,1,24,-12.989189850726223,-69.94597212504037,1,-16.0,1160.1,1266.4,-106.30000000000018,17.6,1.0423542,
2_2054,261,94.63777,1489,0,30515,1489,10697,6194,3428,1,24,-12.915527997428422,-70.07982110237418,1,-117.0,1160.1,1266.4,-106.30000000000018,95.3,0.66437155,
2_2055,207,13.40659,26517,26618,50975,26517,39373,14768,3615,1,31,-12.648728358044924,-69.92171761236915,0,-21.0,1160.1,1266.4,-106.30000000000018,22.1,6.006589,
2_2056,240,61.29914,13883,393,49837,13883,0,19909,16133,1,31,-13.039495506636916,-69.91632772066443,0,0.0,1160.1,1266.4,-106.30000000000018,0.0,4.72344,
2_2057,246,38.960636,10273,0,43797,10273,1809,15223,11051,1,34,-12.996376372999178,-69.96753169185924,0,-51.0,1160.1,1266.4,-106.30000000000018,30.6,0.66448176,
2_2058,234,52.620495,13116,0,42742,13116,0,16611,13700,1,42,-13.017935939818047,-69.98280305168927,1,1.0,1160.1,1266.4,-106.30000000000018,1.8,2.3174627,
2_2059,253,95.1573,8371,9485,8371,33788,20198,8873,1218,1,21,-12.610100800827784,-70.30889149982465,0,92.5,1160.1,1266.4,-106.30000000000018,-14.3,3.3785667,
2_2060,297,48.507378,15654,0,15654,28554,11933,1283,20604,1,24,-12.797848695208764,-70.53796189727514,1,-5.0,1160.1,1266.4,-106.30000000000018,29.8,1.7011614,
2_2061,255,94.92832,11234,0,45182,11234,1323,17046,12413,1,24,-13.00985110226097,-69.95765022373392,0,104.5,1160.1,1266.4,-106.30000000000018,3.6,0.92740995,
2_2062,300,4.736338,18245,0,18245,31705,10024,3272,20602,1,41,-12.788865542367569,-70.5685046169352,0,-7.0,1160.1,1266.4,-106.30000000000018,7.0,1.4699426,
2_2063,272,88.47241,11241,0,11241,34543,6517,1122,12998,1,31,-12.689152545830302,-70.51101243875155,0,0.0,1160.1,1266.4,-106.30000000000018,5.0,5.644425,
2_2064,300,7.7140503,1638,0,12482,1638,20413,6197,21339,1,31,-12.946070717088485,-70.24960269107277,0,1.0,1160.1,1266.4,-106.30000000000018,6.9,3.359161,
2_2065,250,31.024414,11461,0,43560,11461,709,15932,12199,1,24,-13.006257841124494,-69.97202326827984,0,38.0,1160.1,1266.4,-106.30000000000018,17.1,2.5524418,
2_2066,274,97.15603,14159,0,26516,14159,3837,15581,18177,1,41,-13.043088767773394,-70.13192338885311,0,-0.5,1160.1,1266.4,-106.30000000000018,21.7,4.052778,
2_2067,245,115.536224,13326,13420,49973,13326,26721,6719,4155,1,21,-12.771797551969298,-69.91902266651678,0,-17.0,1160.1,1266.4,-106.30000000000018,10.6,1.8543341,
2_2068,294,87.35179,16076,0,16076,29120,11582,1893,20582,1,34,-12.796052064640525,-70.54335178897985,0,-53.5,1160.1,1266.4,-106.30000000000018,36.8,0.95102555,
2_2069,328,56.828102,12916,492,13000,22413,5072,10586,5211,1,31,-12.982003328453267,-70.65294625364244,0,-110.0,1160.1,1266.4,-106.30000000000018,67.0,0.9517305,
2_2070,257,75.27658,12965,311,42284,12965,0,16194,13444,1,21,-13.015240993965689,-69.98639631282575,1,-13.0,1160.1,1266.4,-106.30000000000018,10.7,0.46373534,
2_2071,248,67.241554,8020,0,47341,8020,4583,16214,9980,1,34,-12.985596589589745,-69.93249739577858,0,0.0,1160.1,1266.4,-106.30000000000018,0.0,1.4700634,
2_2072,237,113.85983,25849,25937,50553,25849,39038,14343,4154,1,21,-12.65591488031788,-69.92620918878974,1,0.0,1160.1,1266.4,-106.30000000000018,4.7,3.6014676,
2_2073,226,82.07745,26277,26363,50321,26277,39399,14781,3939,1,41,-12.652321619181402,-69.92800581935798,1,42.5,1160.1,1266.4,-106.30000000000018,4.9,1.4990371,
2_2074,331,62.481705,3566,5541,5104,3566,19746,4476,10213,1,31,-12.9559521852138,-70.37357020028126,0,-75.0,1160.1,1266.4,-106.30000000000018,81.5,2.3394115,
2_2075,445,97.85746,2243,5934,2243,5934,10772,630,4013,1,31,-13.0709365415811,-70.41579101863488,1,-23.5,1160.1,1266.4,-106.30000000000018,17.7,1.6853806,
2_2076,246,58.50547,11431,12594,11431,32677,23242,6282,2070,1,31,-12.615490692532502,-70.28104372601695,0,23.5,1160.1,1266.4,-106.30000000000018,2.0,2.9377437,
2_2077,251,80.270996,8185,0,45659,8185,4236,15361,9558,1,34,-12.983799959021505,-69.9477687556086,0,-110.0,1160.1,1266.4,-106.30000000000018,69.1,1.7020503,
2_2078,306,43.920067,13394,0,15643,13394,6577,7758,15755,1,31,-13.077224748569936,-70.22624649368566,0,-55.5,1160.1,1266.4,-106.30000000000018,46.4,1.7025014,
2_2079,296,8.943583,15849,1476,15849,27053,11308,440,19383,1,24,-12.812221739754676,-70.53257200557042,0,28.0,1160.1,1266.4,-106.30000000000018,7.8,2.115442,
2_2080,252,69.52151,2220,0,41639,2220,9941,7944,3428,1,41,-12.91732462799666,-69.97831147526867,1,-42.5,1160.1,1266.4,-106.30000000000018,28.2,0.46373534,
2_2081,248,105.898,10724,10819,50852,10724,24782,5414,5396,1,21,-12.793357118788167,-69.90824288310735,1,46.5,1160.1,1266.4,-106.30000000000018,-0.4,0.46373534,
